Scenario,Setpoint_g,TrialNo,FinalMass_g,FinalError_g,AbsError_pct,MaxOvershoot_pct,Duration_s,RiseTime_10_90_s,SettlingTime_s,BridgingCount,WithinTolerance,StopReason,LogPath
Manual Presisi,20.0,3,23.75,3.75,18.75,0.0,38.698,,,3,False,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial03.txt
Manual Presisi,20.0,4,20.34,0.33999999999999986,1.6999999999999995,0.0,44.38,,,4,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial04.txt
Manual Presisi,20.0,5,25.23,5.23,26.150000000000002,0.0,20.617,,,3,False,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial05.txt
Manual Presisi,20.0,6,19.97,-0.030000000000001137,0.15000000000000568,0.0,42.312,,,4,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial06.txt
Manual Presisi,20.0,7,19.95,-0.05000000000000071,0.25000000000000355,0.0,44.893,,,7,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial07.txt
Manual Presisi,20.0,8,21.06,1.0599999999999987,5.299999999999994,0.0,65.041,,,2,False,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial08.txt
Manual Presisi,20.0,9,19.38,-0.620000000000001,3.100000000000005,0.0,28.881,,,3,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial09.txt
Manual Presisi,20.0,10,20.01,0.010000000000001563,0.050000000000007816,0.0,42.054,,,1,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP20/ManualPresisi_SP20_trial10.txt
Manual Presisi,25.0,1,24.78,-0.21999999999999886,0.8799999999999953,0.0,81.581,,,3,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial01.txt
Manual Presisi,25.0,2,27.38,2.379999999999999,9.519999999999996,0.0,32.505,,,4,False,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial02.txt
Manual Presisi,25.0,3,32.6,7.600000000000001,30.400000000000006,0.0,38.964,,,6,False,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial03.txt
Manual Presisi,25.0,4,30.12,5.120000000000001,20.480000000000004,0.0,20.366,,,3,False,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial04.txt
Manual Presisi,25.0,5,24.9,-0.10000000000000142,0.40000000000000563,0.0,40.254,,,6,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial05.txt
Manual Presisi,25.0,6,27.72,2.719999999999999,10.879999999999995,0.0,45.162,,,8,False,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial06.txt
Manual Presisi,25.0,7,24.67,-0.3299999999999983,1.3199999999999932,0.0,51.875,,,6,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial07.txt
Manual Presisi,25.0,8,24.88,-0.120000000000001,0.4800000000000039,0.0,60.919,,,5,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial08.txt
Manual Presisi,25.0,9,24.84,-0.16000000000000014,0.6400000000000006,0.0,69.187,,,10,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial09.txt
Manual Presisi,25.0,10,24.77,-0.23000000000000043,0.9200000000000017,0.0,83.656,,,10,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP25/ManualPresisi_SP25_trial10.txt
Manual Presisi,30.0,1,31.11,1.1099999999999994,3.6999999999999984,0.0,72.799,,,11,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP30/ManualPresisi_SP30_trial01.txt
Manual Presisi,30.0,2,30.14,0.14000000000000057,0.4666666666666685,0.0,52.395,,,4,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP30/ManualPresisi_SP30_trial02.txt
Manual Presisi,30.0,3,30.0,0.0,0.0,0.0,51.88,,,6,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP30/ManualPresisi_SP30_trial03.txt
Manual Presisi,30.0,4,30.46,0.46000000000000085,1.533333333333336,0.0,44.129,,,4,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP30/ManualPresisi_SP30_trial04.txt
Manual Presisi,30.0,5,32.24,2.240000000000002,7.466666666666673,0.0,81.581,,,16,False,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP30/ManualPresisi_SP30_trial05.txt
Manual Presisi,30.0,6,31.33,1.3299999999999983,4.433333333333327,0.0,62.721,,,7,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP30/ManualPresisi_SP30_trial06.txt
Manual Presisi,30.0,7,37.25,7.25,24.166666666666668,0.0,82.094,,,13,False,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP30/ManualPresisi_SP30_trial07.txt
Manual Presisi,30.0,8,29.96,-0.03999999999999915,0.1333333333333305,0.0,42.062,,,5,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP30/ManualPresisi_SP30_trial08.txt
Manual Presisi,30.0,9,29.65,-0.3500000000000014,1.1666666666666714,0.0,56.007,,,8,True,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP30/ManualPresisi_SP30_trial09.txt
Manual Presisi,30.0,10,31.59,1.5899999999999999,5.3,0.0,72.798,,,11,False,TARGET,data/pengujian_final/log_160_trial/manual_presisi/SP30/ManualPresisi_SP30_trial10.txt
