Scenario,Setpoint_g,TrialNo,LogPath,Column,LogValue,DatasetValue,AbsoluteDifference,Tolerance,Status,Notes
Manual Cepat,20.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial08.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial08.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial08.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial09.txt,FinalMass_g,21.52,21.52,0.0,0.01,MATCH,Within tolerance
Manual Cepat,20.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial09.txt,FinalError_g,1.5199999999999996,1.52,4.440892098500626e-16,0.01,MATCH,Within tolerance
Manual Cepat,20.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial09.txt,AbsError_pct,7.599999999999999,7.6,8.881784197001252e-16,0.01,MATCH,Within tolerance
Manual Cepat,20.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial09.txt,MaxOvershoot_pct,0.0,7.6,7.6,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial09.txt,Duration_s,13.39,13.39,0.0,0.01,MATCH,Within tolerance
Manual Cepat,20.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial09.txt,RiseTime_10_90_s,,12.397,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial09.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,20.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial09.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
Manual Cepat,20.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial09.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial09.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial10.txt,FinalMass_g,23.26,23.26,0.0,0.01,MATCH,Within tolerance
Manual Cepat,20.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial10.txt,FinalError_g,3.2600000000000016,3.26,1.7763568394002505e-15,0.01,MATCH,Within tolerance
Manual Cepat,20.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial10.txt,AbsError_pct,16.300000000000008,16.28,0.02000000000000668,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial10.txt,MaxOvershoot_pct,0.0,16.28,16.28,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial10.txt,Duration_s,4.867,4.87,0.0030000000000001137,0.01,MATCH,Within tolerance
Manual Cepat,20.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial10.txt,RiseTime_10_90_s,,4.133,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial10.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,20.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial10.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial10.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial10.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,25.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial01.txt,FinalMass_g,28.24,28.24,0.0,0.01,MATCH,Within tolerance
Manual Cepat,25.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial01.txt,FinalError_g,3.2399999999999984,3.24,1.7763568394002505e-15,0.01,MATCH,Within tolerance
Manual Cepat,25.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial01.txt,AbsError_pct,12.959999999999994,12.94,0.019999999999994245,0.01,MISMATCH,Outside tolerance
Manual Cepat,25.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial01.txt,MaxOvershoot_pct,0.0,12.94,12.94,0.01,MISMATCH,Outside tolerance
Manual Cepat,25.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial01.txt,Duration_s,5.64,5.64,0.0,0.01,MATCH,Within tolerance
Manual Cepat,25.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial01.txt,RiseTime_10_90_s,,4.907,,0.01,MISMATCH,One is NaN
Manual Cepat,25.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial01.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,25.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial01.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial01.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial01.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,25.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial02.txt,FinalMass_g,31.57,31.57,0.0,0.01,MATCH,Within tolerance
Manual Cepat,25.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial02.txt,FinalError_g,6.57,6.57,0.0,0.01,MATCH,Within tolerance
Manual Cepat,25.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial02.txt,AbsError_pct,26.280000000000005,26.26,0.020000000000003126,0.01,MISMATCH,Outside tolerance
Manual Cepat,25.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial02.txt,MaxOvershoot_pct,0.0,26.26,26.26,0.01,MISMATCH,Outside tolerance
Manual Cepat,25.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial02.txt,Duration_s,9.256,9.26,0.0039999999999995595,0.01,MATCH,Within tolerance
Manual Cepat,25.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial02.txt,RiseTime_10_90_s,,8.265,,0.01,MISMATCH,One is NaN
Manual Cepat,25.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial02.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,25.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial02.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial02.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial02.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,25.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial03.txt,FinalMass_g,24.7,24.7,0.0,0.01,MATCH,Within tolerance
Manual Cepat,25.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial03.txt,FinalError_g,-0.3000000000000007,-0.3,7.216449660063518e-16,0.01,MATCH,Within tolerance
Manual Cepat,25.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial03.txt,AbsError_pct,1.2000000000000028,1.2,2.886579864025407e-15,0.01,MATCH,Within tolerance
Manual Cepat,25.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial03.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Manual Cepat,25.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial03.txt,Duration_s,9.774,9.77,0.0039999999999995595,0.01,MATCH,Within tolerance
Manual Cepat,25.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial03.txt,RiseTime_10_90_s,,8.781,,0.01,MISMATCH,One is NaN
Manual Cepat,25.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial03.txt,SettlingTime_s,,9.516,,0.01,MISMATCH,One is NaN
Manual Cepat,25.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial03.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial03.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Cepat,25.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial03.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,25.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial04.txt,FinalMass_g,26.85,26.85,0.0,0.01,MATCH,Within tolerance
Manual Cepat,25.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial04.txt,FinalError_g,1.8500000000000014,1.85,1.3322676295501878e-15,0.01,MATCH,Within tolerance
Manual Cepat,25.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial04.txt,AbsError_pct,7.400000000000005,7.4,4.440892098500626e-15,0.01,MATCH,Within tolerance
Manual Cepat,25.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial04.txt,MaxOvershoot_pct,0.0,7.4,7.4,0.01,MISMATCH,Outside tolerance
Manual Cepat,25.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial04.txt,Duration_s,13.131,13.13,0.0009999999999994458,0.01,MATCH,Within tolerance
Manual Cepat,25.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial04.txt,RiseTime_10_90_s,,12.397,,0.01,MISMATCH,One is NaN
Manual Cepat,25.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial04.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,25.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial04.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial04.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial04.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,25.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial05.txt,FinalMass_g,28.44,28.44,0.0,0.01,MATCH,Within tolerance
Manual Cepat,25.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial05.txt,FinalError_g,3.4400000000000013,3.44,1.3322676295501878e-15,0.01,MATCH,Within tolerance
Manual Cepat,25.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial05.txt,AbsError_pct,13.760000000000005,13.74,0.020000000000004903,0.01,MISMATCH,Outside tolerance
Manual Cepat,25.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial05.txt,MaxOvershoot_pct,0.0,13.74,13.74,0.01,MISMATCH,Outside tolerance
Manual Cepat,25.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial05.txt,Duration_s,15.197,15.2,0.0030000000000001137,0.01,MATCH,Within tolerance
Manual Cepat,25.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial05.txt,RiseTime_10_90_s,,12.915,,0.01,MISMATCH,One is NaN
Manual Cepat,25.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial05.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,25.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial05.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial05.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial05.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,25.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial06.txt,FinalMass_g,26.58,26.58,0.0,0.01,MATCH,Within tolerance
Manual Cepat,25.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial06.txt,FinalError_g,1.5799999999999983,1.58,1.7763568394002505e-15,0.01,MATCH,Within tolerance
Manual Cepat,25.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial06.txt,AbsError_pct,6.319999999999994,6.33,0.010000000000006004,0.01,MISMATCH,Outside tolerance
Manual Cepat,25.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial06.txt,MaxOvershoot_pct,0.0,6.33,6.33,0.01,MISMATCH,Outside tolerance
Manual Cepat,25.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial06.txt,Duration_s,7.191,7.19,0.0009999999999994458,0.01,MATCH,Within tolerance
Manual Cepat,25.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial06.txt,RiseTime_10_90_s,,6.199,,0.01,MISMATCH,One is NaN
Manual Cepat,25.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial06.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,25.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial06.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial06.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial06.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,25.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial07.txt,FinalMass_g,26.65,26.65,0.0,0.01,MATCH,Within tolerance
Manual Cepat,25.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial07.txt,FinalError_g,1.6499999999999986,1.65,1.3322676295501878e-15,0.01,MATCH,Within tolerance
Manual Cepat,25.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial07.txt,AbsError_pct,6.599999999999994,6.6,5.329070518200751e-15,0.01,MATCH,Within tolerance
Manual Cepat,25.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial07.txt,MaxOvershoot_pct,0.0,6.6,6.6,0.01,MISMATCH,Outside tolerance
Manual Cepat,25.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial07.txt,Duration_s,9.258,9.26,0.002000000000000668,0.01,MATCH,Within tolerance
Manual Cepat,25.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial07.txt,RiseTime_10_90_s,,8.524,,0.01,MISMATCH,One is NaN
Manual Cepat,25.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial07.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,25.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial07.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial07.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial07.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,25.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial08.txt,FinalMass_g,25.52,25.52,0.0,0.01,MATCH,Within tolerance
Manual Cepat,25.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial08.txt,FinalError_g,0.5199999999999996,0.52,4.440892098500626e-16,0.01,MATCH,Within tolerance
Manual Cepat,25.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial08.txt,AbsError_pct,2.0799999999999983,2.07,0.009999999999998455,0.01,MATCH,Within tolerance
Manual Cepat,25.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial08.txt,MaxOvershoot_pct,0.0,2.07,2.07,0.01,MISMATCH,Outside tolerance
Manual Cepat,25.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial08.txt,Duration_s,7.966,7.97,0.0039999999999995595,0.01,MATCH,Within tolerance
Manual Cepat,25.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial08.txt,RiseTime_10_90_s,,4.908,,0.01,MISMATCH,One is NaN
Manual Cepat,25.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial08.txt,SettlingTime_s,,7.708,,0.01,MISMATCH,One is NaN
Manual Cepat,25.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial08.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial08.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Cepat,25.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial08.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,25.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial09.txt,FinalMass_g,25.08,25.08,0.0,0.01,MATCH,Within tolerance
Manual Cepat,25.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial09.txt,FinalError_g,0.0799999999999983,0.08,1.7069679003611782e-15,0.01,MATCH,Within tolerance
Manual Cepat,25.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial09.txt,AbsError_pct,0.3199999999999932,0.32,6.827871601444713e-15,0.01,MATCH,Within tolerance
Manual Cepat,25.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial09.txt,MaxOvershoot_pct,0.0,0.69,0.69,0.01,MISMATCH,Outside tolerance
Manual Cepat,25.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial09.txt,Duration_s,11.581,11.58,0.0009999999999994458,0.01,MATCH,Within tolerance
Manual Cepat,25.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial09.txt,RiseTime_10_90_s,,8.524,,0.01,MISMATCH,One is NaN
Manual Cepat,25.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial09.txt,SettlingTime_s,,10.807,,0.01,MISMATCH,One is NaN
Manual Cepat,25.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial09.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial09.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Cepat,25.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial09.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,25.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial10.txt,FinalMass_g,32.63,32.63,0.0,0.01,MATCH,Within tolerance
Manual Cepat,25.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial10.txt,FinalError_g,7.630000000000003,7.63,2.6645352591003757e-15,0.01,MATCH,Within tolerance
Manual Cepat,25.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial10.txt,AbsError_pct,30.520000000000007,30.52,7.105427357601002e-15,0.01,MATCH,Within tolerance
Manual Cepat,25.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial10.txt,MaxOvershoot_pct,0.0,30.52,30.52,0.01,MISMATCH,Outside tolerance
Manual Cepat,25.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial10.txt,Duration_s,11.065,11.07,0.005000000000000782,0.01,MATCH,Within tolerance
Manual Cepat,25.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial10.txt,RiseTime_10_90_s,,10.331,,0.01,MISMATCH,One is NaN
Manual Cepat,25.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial10.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,25.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial10.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial10.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,25.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP25/ManualCepat_SP25_trial10.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,30.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial01.txt,FinalMass_g,33.19,33.19,0.0,0.01,MATCH,Within tolerance
Manual Cepat,30.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial01.txt,FinalError_g,3.1899999999999977,3.19,2.220446049250313e-15,0.01,MATCH,Within tolerance
Manual Cepat,30.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial01.txt,AbsError_pct,10.633333333333326,10.64,0.006666666666674814,0.01,MATCH,Within tolerance
Manual Cepat,30.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial01.txt,MaxOvershoot_pct,0.0,10.64,10.64,0.01,MISMATCH,Outside tolerance
Manual Cepat,30.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial01.txt,Duration_s,9.776,9.78,0.0039999999999995595,0.01,MATCH,Within tolerance
Manual Cepat,30.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial01.txt,RiseTime_10_90_s,,9.042,,0.01,MISMATCH,One is NaN
Manual Cepat,30.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial01.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,30.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial01.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,30.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial01.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,30.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP30/ManualCepat_SP30_trial01.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
