======== PARAMETER AKTIF ========
Setpoint    : 25.0g
- Zona 1 Besar (eNorm >50%) -
  Kp1=1.65  Ki1=3.088  Kd1=0.279
- Zona 2 Sedang (15-50%) -
  Kp2=2.30  Ki2=0.753  Kd2=0.563
- Zona 3 Kecil (<=15%) -
  Kp3=2.50  Ki3=0.181  Kd3=0.030
- Sistem -
  SUDUT_MIN : 20deg
  SUDUT_BUKA: 40deg
  EARLY_STOP: SP - 0.40g
  STOP saat : 24.60g
  HAMMER_TH : error > 3.0g
=================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Gain Scheduling PID
TrialNo: 9
Setpoint_g: 25.00
EarlyStop_g: 0.40
StopTarget_g: 24.60
Z1_Rule: eNorm_gt_50
Z1_Kp: 1.650
Z1_Ki: 3.088
Z1_Kd: 0.279
Z1_IntMax: 15.00
Z2_Rule: 15_lt_eNorm_le_50
Z2_Kp: 2.300
Z2_Ki: 0.753
Z2_Kd: 0.563
Z2_IntMax: 30.00
Z3_Rule: eNorm_le_15_or_abs_error_le_2g
Z3_Kp: 2.500
Z3_Ki: 0.181
Z3_Kd: 0.030
Z3_IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,flow_gps,bridging_count
=== DATA START ===
>> GANTI ZONA: 0 -> 1 @0.00g
DATA,100,0.00,25.00,100.0,100.0,40,Z1,2.500,250.000,0.00,0
DATA,218,0.00,25.00,100.0,56.7,31,Z1,5.000,0.000,0.00,0
DATA,476,2.10,22.90,91.6,54.4,30,Z1,7.290,-21.017,21.02,0
DATA,734,4.85,20.15,80.6,54.3,30,Z1,9.305,-27.484,27.48,0
DATA,993,4.48,20.52,82.1,70.0,33,Z1,11.357,3.692,0.00,0
DATA,1251,4.50,20.50,82.0,75.2,34,Z1,13.406,-0.225,0.23,0
DATA,1509,4.45,20.55,82.2,80.4,35,Z1,15.000,0.488,0.00,0
DATA,1767,4.48,20.52,82.1,80.1,35,Z1,15.000,-0.255,0.26,0
DATA,2026,4.55,20.45,81.8,79.9,35,Z1,15.000,-0.677,0.68,0
DATA,2284,4.60,20.40,81.6,79.8,35,Z1,15.000,-0.537,0.54,0
DATA,2542,4.56,20.44,81.8,80.2,35,Z1,15.000,0.418,0.00,0
DATA,2801,4.57,20.43,81.7,80.0,35,Z1,15.000,-0.126,0.13,0
DATA,3059,4.59,20.41,81.7,80.0,35,Z1,15.000,-0.137,0.14,0
DATA,3317,4.56,20.44,81.8,80.1,35,Z1,15.000,0.274,0.00,0
DATA,3575,4.49,20.51,82.1,80.4,35,Z1,15.000,0.725,0.00,0
DATA,3834,4.47,20.53,82.1,80.2,35,Z1,15.000,0.166,0.00,0
DATA,4092,4.82,20.18,80.7,78.6,35,Z1,15.000,-3.485,3.49,0
DATA,4350,4.65,20.35,81.4,80.4,35,Z1,15.000,1.705,0.00,0
DATA,4608,8.82,16.18,64.7,61.4,32,Z1,15.000,-41.705,41.71,0
>> GANTI ZONA: 1 -> 2 @13.70g
DATA,4867,13.70,11.30,45.2,0.0,0,Z2,1.130,-48.827,48.83,0
DATA,5125,13.72,11.28,45.1,27.5,25,Z2,2.258,-0.200,0.20,0
DATA,5383,13.68,11.32,45.3,28.8,25,Z2,3.390,0.422,0.00,0
DATA,5641,13.62,11.38,45.5,29.9,25,Z2,4.528,0.551,0.00,0
DATA,5899,13.98,11.02,44.1,27.6,25,Z2,5.630,-3.537,3.54,0
DATA,6158,14.06,10.94,43.8,29.8,25,Z2,6.724,-0.810,0.81,0
DATA,6416,13.80,11.20,44.8,33.1,26,Z2,7.844,2.586,0.00,0
DATA,6674,13.84,11.16,44.6,32.2,26,Z2,8.960,-0.440,0.44,0
DATA,6933,15.13,9.87,39.5,22.9,24,Z2,9.947,-12.893,12.89,0
DATA,7191,16.23,8.77,35.1,22.1,24,Z2,10.823,-10.984,10.98,0
DATA,7449,16.15,8.85,35.4,29.6,25,Z2,11.708,0.773,0.00,0
DATA,7707,16.43,8.57,34.3,27.6,25,Z2,12.565,-2.752,2.75,0
DATA,7966,16.33,8.67,34.7,30.6,25,Z2,13.432,1.025,0.00,0
DATA,8224,15.94,9.06,36.2,33.8,26,Z2,14.338,3.833,0.00,0
DATA,8482,15.97,9.03,36.1,32.1,26,Z2,15.241,-0.237,0.24,0
DATA,8741,17.12,7.88,31.5,23.7,24,Z2,16.029,-11.532,11.53,0
DATA,8999,17.05,7.95,31.8,31.3,26,Z2,16.824,0.681,0.00,0
DATA,9257,17.25,7.75,31.0,29.9,25,Z2,17.599,-2.005,2.01,0
DATA,9515,17.49,7.51,30.0,29.8,25,Z2,18.350,-2.349,2.35,0
DATA,9774,17.31,7.69,30.8,33.1,26,Z2,19.119,1.769,0.00,0
DATA,10032,17.42,7.58,30.3,31.8,26,Z2,19.877,-1.128,1.13,0
DATA,10290,17.13,7.87,31.5,35.3,26,Z2,20.664,2.956,0.00,0
DATA,10549,17.41,7.59,30.4,32.0,26,Z2,21.423,-2.811,2.81,0
DATA,10807,18.73,6.27,25.1,23.6,24,Z2,22.050,-13.167,13.17,0
DATA,11065,19.88,5.12,20.5,22.3,24,Z2,22.563,-11.502,11.50,0
DATA,11323,19.31,5.69,22.8,33.7,26,Z2,23.132,5.686,0.00,0
DATA,11582,19.52,5.48,21.9,29.2,25,Z2,23.680,-2.135,2.13,0
DATA,11840,19.54,5.46,21.9,30.7,25,Z2,24.226,-0.148,0.15,0
DATA,12098,19.45,5.55,22.2,31.9,26,Z2,24.781,0.851,0.00,0
DATA,12357,19.65,5.35,21.4,30.3,25,Z2,25.317,-1.950,1.95,0
DATA,12615,19.57,5.43,21.7,32.4,26,Z2,25.860,0.751,0.00,0
DATA,12873,20.16,4.84,19.4,27.7,25,Z2,26.344,-5.845,5.85,0
DATA,13131,20.68,4.32,17.3,27.1,25,Z2,26.776,-5.246,5.25,0
DATA,13390,20.56,4.44,17.8,31.4,26,Z2,27.220,1.195,0.00,0
DATA,13648,20.59,4.41,17.7,30.8,25,Z2,27.662,-0.270,0.27,0
DATA,13906,20.66,4.34,17.4,30.7,25,Z2,28.096,-0.718,0.72,0
DATA,14165,20.61,4.39,17.6,31.9,26,Z2,28.535,0.481,0.00,0
DATA,14423,20.62,4.38,17.5,31.9,26,Z2,28.973,-0.048,0.05,0
DATA,14681,20.61,4.39,17.5,32.3,26,Z2,29.412,0.029,0.00,0
DATA,14940,21.07,3.93,15.7,28.9,25,Z2,29.805,-4.539,4.54,0
DATA,15198,21.09,3.91,15.7,31.5,26,Z2,30.000,-0.207,0.21,0
DATA,15456,21.22,3.78,15.1,30.6,25,Z2,30.000,-1.280,1.28,0
DATA,15714,21.20,3.80,15.2,31.4,26,Z2,30.000,0.148,0.00,0
DATA,15973,21.23,3.77,15.1,31.1,26,Z2,30.000,-0.307,0.31,0
DATA,16231,21.21,3.79,15.1,31.4,26,Z2,30.000,0.178,0.00,0
DATA,16489,21.21,3.79,15.2,31.3,26,Z2,30.000,0.026,0.00,0
DATA,16748,21.17,3.83,15.3,31.7,26,Z2,30.000,0.448,0.00,0
>> GANTI ZONA: 2 -> 3 @21.68g
DATA,17006,21.68,3.32,13.3,8.2,21,Z3,0.332,-5.102,5.10,0
DATA,17264,22.86,2.14,8.6,5.1,20,Z3,0.547,-11.790,11.79,0
DATA,17522,23.22,1.78,7.1,4.5,20,Z3,0.724,-3.685,3.68,0
DATA,17781,23.22,1.78,7.1,4.6,20,Z3,0.903,0.067,0.00,0
DATA,18039,23.23,1.77,7.1,4.6,20,Z3,1.080,-0.085,0.09,0
DATA,18297,23.19,1.81,7.2,4.8,20,Z3,1.261,0.333,0.00,0
DATA,18556,23.20,1.80,7.2,4.8,20,Z3,1.441,-0.037,0.04,0
DATA,18814,23.26,1.74,6.9,4.6,20,Z3,1.615,-0.685,0.68,0
DATA,19072,23.23,1.77,7.1,4.8,20,Z3,1.792,0.337,0.00,0
DATA,19330,23.17,1.83,7.3,4.9,20,Z3,1.975,0.592,0.00,0
DATA,19589,23.13,1.87,7.5,5.1,20,Z3,2.162,0.466,0.00,0
DATA,19847,23.11,1.89,7.6,5.2,20,Z3,2.351,0.137,0.00,0
DATA,20105,23.23,1.77,7.1,4.8,20,Z3,2.528,-1.176,1.18,0
DATA,20364,23.57,1.43,5.7,4.0,20,Z3,2.671,-3.404,3.40,0
DATA,20622,23.13,1.87,7.5,5.3,20,Z3,2.858,4.395,0.00,0
DATA,20880,23.14,1.86,7.4,5.2,20,Z3,3.044,-0.096,0.10,0
DATA,21139,23.36,1.64,6.6,4.6,20,Z3,3.208,-2.224,2.22,0
DATA,21397,23.22,1.78,7.1,5.1,20,Z3,3.386,1.376,0.00,0
DATA,21655,23.35,1.65,6.6,4.7,20,Z3,3.551,-1.221,1.22,0
DATA,21913,23.55,1.45,5.8,4.2,20,Z3,3.696,-2.042,2.04,0
DATA,22172,23.58,1.42,5.7,4.2,20,Z3,3.837,-0.344,0.34,0
DATA,22430,23.46,1.54,6.2,4.6,20,Z3,3.991,1.250,0.00,0
DATA,22688,23.35,1.65,6.6,4.9,20,Z3,4.156,1.077,0.00,0
DATA,22947,23.57,1.43,5.7,4.3,20,Z3,4.300,-2.134,2.13,0
DATA,23205,23.48,1.52,6.1,4.6,20,Z3,4.452,0.899,0.00,0
DATA,23463,23.36,1.64,6.5,5.0,20,Z3,4.616,1.128,0.00,0
DATA,23721,23.32,1.68,6.7,5.1,20,Z3,4.784,0.477,0.00,0
DATA,23980,23.15,1.85,7.4,5.6,20,Z3,4.970,1.683,0.00,0
DATA,24238,23.20,1.80,7.2,5.4,20,Z3,5.149,-0.540,0.54,0
DATA,24496,23.29,1.71,6.8,5.2,20,Z3,5.320,-0.892,0.89,0
DATA,24755,23.36,1.64,6.6,5.1,20,Z3,5.485,-0.651,0.65,0
DATA,25013,23.27,1.73,6.9,5.4,20,Z3,5.658,0.892,0.00,0
DATA,25271,23.45,1.55,6.2,4.9,20,Z3,5.814,-1.813,1.81,0
DATA,25530,23.64,1.36,5.4,4.4,20,Z3,5.950,-1.924,1.92,0
DATA,25788,23.10,1.90,7.6,6.0,21,Z3,6.140,5.409,0.00,0
DATA,26046,23.58,1.42,5.7,4.6,20,Z3,6.282,-4.772,4.77,0
DATA,26304,23.35,1.65,6.6,5.4,20,Z3,6.447,2.260,0.00,0
DATA,26563,23.33,1.67,6.7,5.4,20,Z3,6.614,0.207,0.00,0
DATA,26821,23.33,1.67,6.7,5.4,20,Z3,6.781,0.011,0.00,0
