======== PARAMETER AKTIF ========
[SKENARIO 2 - OPEN LOOP PRESISI]
Setpoint   : 20.0g
Sudut      : 20deg (tetap, open loop presisi)
EARLY_STOP : SP - 0.40g
STOP saat  : 19.60g
TIMEOUT    : 120s (diperpanjang)
Mode       : Tidak ada kontrol — servo minimum dari awal
=================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Manual Presisi
TrialNo: 8
Setpoint_g: 20.00
EarlyStop_g: 0.40
StopTarget_g: 19.60
Servo_deg: 20
DataFormat: DATA,ms,mass_g,error_g,error_pct,mode,servo_deg,zone
=== DATA START ===
DATA,100,0.00,20.00,100.0%,OPEN_SLOW,20,Z1
DATA,218,0.05,19.95,99.8%,OPEN_SLOW,20,Z1
DATA,476,0.00,20.00,100.0%,OPEN_SLOW,20,Z1
DATA,734,0.00,20.00,100.0%,OPEN_SLOW,20,Z1
DATA,993,0.00,20.00,100.0%,OPEN_SLOW,20,Z1
DATA,1251,0.00,20.00,100.0%,OPEN_SLOW,20,Z1
DATA,1509,0.00,20.00,100.0%,OPEN_SLOW,20,Z1
DATA,1767,0.00,20.00,100.0%,OPEN_SLOW,20,Z1
DATA,2026,0.00,20.00,100.0%,OPEN_SLOW,20,Z1
DATA,2284,0.01,19.99,99.9%,OPEN_SLOW,20,Z1
DATA,2542,0.23,19.77,98.8%,OPEN_SLOW,20,Z1
DATA,2800,0.77,19.23,96.1%,OPEN_SLOW,20,Z1
DATA,3059,0.87,19.13,95.6%,OPEN_SLOW,20,Z1
DATA,3317,0.74,19.26,96.3%,OPEN_SLOW,20,Z1
DATA,3575,0.80,19.20,96.0%,OPEN_SLOW,20,Z1
DATA,3834,0.91,19.09,95.5%,OPEN_SLOW,20,Z1
DATA,4092,0.91,19.09,95.5%,OPEN_SLOW,20,Z1
DATA,4350,1.01,18.99,95.0%,OPEN_SLOW,20,Z1
DATA,4608,1.35,18.65,93.3%,OPEN_SLOW,20,Z1
DATA,4867,1.14,18.86,94.3%,OPEN_SLOW,20,Z1
DATA,5125,1.32,18.68,93.4%,OPEN_SLOW,20,Z1
DATA,5383,1.24,18.76,93.8%,OPEN_SLOW,20,Z1
DATA,5641,1.20,18.80,94.0%,OPEN_SLOW,20,Z1
DATA,5900,1.18,18.82,94.1%,OPEN_SLOW,20,Z1
BRIDGING #1 @1.25g hammer
DATA,6158,1.25,18.75,93.8%,OPEN_SLOW,20,Z1
DATA,6417,1.15,18.85,94.3%,OPEN_SLOW,20,Z1
DATA,6674,1.24,18.76,93.8%,OPEN_SLOW,20,Z1
DATA,6933,1.35,18.65,93.2%,OPEN_SLOW,20,Z1
DATA,7191,2.17,17.83,89.2%,OPEN_SLOW,20,Z1
DATA,7449,6.68,13.32,66.6%,OPEN_SLOW,20,Z1
DATA,7707,12.83,7.17,35.8%,OPEN_SLOW,20,Z2
DATA,7966,15.34,4.66,23.3%,OPEN_SLOW,20,Z2
DATA,8224,15.32,4.68,23.4%,OPEN_SLOW,20,Z2
DATA,8482,15.20,4.80,24.0%,OPEN_SLOW,20,Z2
DATA,8740,15.23,4.77,23.9%,OPEN_SLOW,20,Z2
DATA,8998,15.42,4.58,22.9%,OPEN_SLOW,20,Z2
DATA,9257,15.37,4.63,23.1%,OPEN_SLOW,20,Z2
DATA,9515,15.36,4.64,23.2%,OPEN_SLOW,20,Z2
DATA,9773,15.28,4.72,23.6%,OPEN_SLOW,20,Z2
DATA,10032,15.26,4.74,23.7%,OPEN_SLOW,20,Z2
DATA,10290,15.30,4.70,23.5%,OPEN_SLOW,20,Z2
DATA,10548,15.30,4.70,23.5%,OPEN_SLOW,20,Z2
DATA,10806,15.24,4.76,23.8%,OPEN_SLOW,20,Z2
DATA,11065,15.25,4.75,23.7%,OPEN_SLOW,20,Z2
DATA,11323,15.32,4.68,23.4%,OPEN_SLOW,20,Z2
DATA,11581,15.26,4.74,23.7%,OPEN_SLOW,20,Z2
DATA,11839,15.25,4.75,23.7%,OPEN_SLOW,20,Z2
DATA,12098,15.24,4.76,23.8%,OPEN_SLOW,20,Z2
BRIDGING #2 @15.29g hammer
DATA,12356,15.29,4.71,23.5%,OPEN_SLOW,20,Z2
DATA,12615,15.24,4.76,23.8%,OPEN_SLOW,20,Z2
DATA,12872,15.22,4.78,23.9%,OPEN_SLOW,20,Z2
DATA,13131,15.22,4.78,23.9%,OPEN_SLOW,20,Z2
DATA,13389,15.43,4.57,22.8%,OPEN_SLOW,20,Z2
DATA,13647,17.02,2.98,14.9%,OPEN_SLOW,20,Z3
DATA,13905,17.22,2.78,13.9%,OPEN_SLOW,20,Z3
DATA,14164,17.19,2.81,14.0%,OPEN_SLOW,20,Z3
DATA,14422,17.22,2.78,13.9%,OPEN_SLOW,20,Z3
DATA,14680,17.18,2.82,14.1%,OPEN_SLOW,20,Z3
DATA,14938,17.17,2.83,14.2%,OPEN_SLOW,20,Z3
DATA,15196,17.42,2.58,12.9%,OPEN_SLOW,20,Z3
DATA,15455,17.46,2.54,12.7%,OPEN_SLOW,20,Z3
DATA,15713,17.45,2.55,12.7%,OPEN_SLOW,20,Z3
DATA,15971,17.47,2.53,12.7%,OPEN_SLOW,20,Z3
DATA,16230,17.47,2.53,12.6%,OPEN_SLOW,20,Z3
DATA,16488,17.42,2.58,12.9%,OPEN_SLOW,20,Z3
DATA,16746,17.46,2.54,12.7%,OPEN_SLOW,20,Z3
DATA,17004,17.45,2.55,12.8%,OPEN_SLOW,20,Z3
DATA,17263,17.45,2.55,12.7%,OPEN_SLOW,20,Z3
DATA,17521,17.45,2.55,12.8%,OPEN_SLOW,20,Z3
DATA,17779,17.46,2.54,12.7%,OPEN_SLOW,20,Z3
DATA,18037,17.47,2.53,12.7%,OPEN_SLOW,20,Z3
DATA,18296,17.48,2.52,12.6%,OPEN_SLOW,20,Z3
DATA,18554,17.46,2.54,12.7%,OPEN_SLOW,20,Z3
DATA,18812,17.47,2.53,12.7%,OPEN_SLOW,20,Z3
DATA,19071,17.46,2.54,12.7%,OPEN_SLOW,20,Z3
DATA,19329,17.44,2.56,12.8%,OPEN_SLOW,20,Z3
DATA,19587,17.46,2.54,12.7%,OPEN_SLOW,20,Z3
DATA,19845,17.46,2.54,12.7%,OPEN_SLOW,20,Z3
DATA,20104,17.50,2.50,12.5%,OPEN_SLOW,20,Z3
DATA,20362,17.45,2.55,12.7%,OPEN_SLOW,20,Z3
DATA,20620,17.47,2.53,12.6%,OPEN_SLOW,20,Z3
DATA,20878,17.44,2.56,12.8%,OPEN_SLOW,20,Z3
DATA,21137,17.46,2.54,12.7%,OPEN_SLOW,20,Z3
DATA,21395,17.49,2.51,12.6%,OPEN_SLOW,20,Z3
DATA,21653,17.48,2.52,12.6%,OPEN_SLOW,20,Z3
DATA,21911,17.46,2.54,12.7%,OPEN_SLOW,20,Z3
DATA,22170,17.49,2.51,12.5%,OPEN_SLOW,20,Z3
DATA,22428,17.46,2.54,12.7%,OPEN_SLOW,20,Z3
DATA,22686,17.43,2.57,12.8%,OPEN_SLOW,20,Z3
DATA,22945,17.41,2.59,13.0%,OPEN_SLOW,20,Z3
DATA,23203,17.25,2.75,13.8%,OPEN_SLOW,20,Z3
DATA,23461,17.20,2.80,14.0%,OPEN_SLOW,20,Z3
DATA,23719,17.15,2.85,14.3%,OPEN_SLOW,20,Z3
DATA,23978,17.63,2.37,11.9%,OPEN_SLOW,20,Z3
DATA,24236,17.77,2.23,11.1%,OPEN_SLOW,20,Z3
DATA,24494,17.64,2.36,11.8%,OPEN_SLOW,20,Z3
DATA,24752,17.79,2.21,11.0%,OPEN_SLOW,20,Z3
DATA,25011,17.65,2.35,11.7%,OPEN_SLOW,20,Z3
DATA,25269,17.43,2.57,12.9%,OPEN_SLOW,20,Z3
DATA,25527,17.48,2.52,12.6%,OPEN_SLOW,20,Z3
DATA,25785,17.44,2.56,12.8%,OPEN_SLOW,20,Z3
DATA,26044,17.61,2.39,11.9%,OPEN_SLOW,20,Z3
DATA,26302,17.61,2.39,12.0%,OPEN_SLOW,20,Z3
DATA,26560,17.58,2.42,12.1%,OPEN_SLOW,20,Z3
DATA,26819,17.52,2.48,12.4%,OPEN_SLOW,20,Z3
DATA,27077,17.56,2.44,12.2%,OPEN_SLOW,20,Z3
DATA,27335,17.36,2.64,13.2%,OPEN_SLOW,20,Z3
DATA,27593,17.70,2.30,11.5%,OPEN_SLOW,20,Z3
DATA,27852,17.55,2.45,12.2%,OPEN_SLOW,20,Z3
DATA,28110,17.54,2.46,12.3%,OPEN_SLOW,20,Z3
DATA,28368,17.53,2.47,12.4%,OPEN_SLOW,20,Z3
DATA,28626,17.58,2.42,12.1%,OPEN_SLOW,20,Z3
DATA,28885,17.58,2.42,12.1%,OPEN_SLOW,20,Z3
DATA,29143,17.58,2.42,12.1%,OPEN_SLOW,20,Z3
DATA,29401,17.53,2.47,12.4%,OPEN_SLOW,20,Z3
DATA,29660,17.59,2.41,12.1%,OPEN_SLOW,20,Z3
DATA,29918,17.63,2.37,11.9%,OPEN_SLOW,20,Z3
DATA,30176,17.57,2.43,12.2%,OPEN_SLOW,20,Z3
                                                                _SLOW,20,Z3
DATA,30693,17.48,2.52,12.6%,OPEN_SLOW,20,Z3
DATA,30951,17.53,2.47,12.4%,OPEN_SLOW,20,Z3
DATA,31209,17.56,2.44,12.2%,OPEN_SLOW,20,Z3
DATA,31467,17.49,2.51,12.6%,OPEN_SLOW,20,Z3
DATA,31726,17.49,2.51,12.5%,OPEN_SLOW,20,Z3
DATA,31984,17.47,2.53,12.7%,OPEN_SLOW,20,Z3
DATA,32242,17.47,2.53,12.6%,OPEN_SLOW,20,Z3
DATA,32500,17.44,2.56,12.8%,OPEN_SLOW,20,Z3
DATA,32759,17.45,2.55,12.7%,OPEN_SLOW,20,Z3
DATA,33017,17.48,2.52,12.6%,OPEN_SLOW,20,Z3
DATA,33275,17.46,2.54,12.7%,OPEN_SLOW,20,Z3
DATA,33534,17.48,2.52,12.6%,OPEN_SLOW,20,Z3
DATA,33792,17.49,2.51,12.5%,OPEN_SLOW,20,Z3
DATA,34050,17.52,2.48,12.4%,OPEN_SLOW,20,Z3
DATA,34308,17.46,2.54,12.7%,OPEN_SLOW,20,Z3
DATA,34567,17.46,2.54,12.7%,OPEN_SLOW,20,Z3
