======== PARAMETER AKTIF ========
Setpoint    : 30.0g
- Zona 1 Besar (eNorm >50%) -
  Kp1=1.65  Ki1=3.088  Kd1=0.279
- Zona 2 Sedang (15-50%) -
  Kp2=2.30  Ki2=0.753  Kd2=0.563
- Zona 3 Kecil (<=15%) -
  Kp3=2.50  Ki3=0.181  Kd3=0.030
- Sistem -
  SUDUT_MIN : 20deg
  SUDUT_BUKA: 40deg
  EARLY_STOP: SP - 0.40g
  STOP saat : 29.60g
  HAMMER_TH : error > 3.0g
=================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Gain Scheduling PID
TrialNo: 1
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Z1_Rule: eNorm_gt_50
Z1_Kp: 1.650
Z1_Ki: 3.088
Z1_Kd: 0.279
Z1_IntMax: 15.00
Z2_Rule: 15_lt_eNorm_le_50
Z2_Kp: 2.300
Z2_Ki: 0.753
Z2_Kd: 0.563
Z2_IntMax: 30.00
Z3_Rule: eNorm_le_15_or_abs_error_le_2g
Z3_Kp: 2.500
Z3_Ki: 0.181
Z3_Kd: 0.030
Z3_IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,flow_gps,bridging_count
DATA,26806,28.97,1.03,3.4,4.7,20,Z3,11.670,-0.130,0.13,0
DATA,27064,29.08,0.92,3.1,4.4,20,Z3,11.762,-1.069,1.07,0
DATA,27322,29.30,0.70,2.3,3.8,20,Z3,11.832,-2.261,2.26,0
DATA,27580,29.40,0.60,2.0,3.6,20,Z3,11.892,-1.006,1.01,0
DATA,27839,29.45,0.55,1.8,3.5,20,Z3,11.947,-0.473,0.47,0
DATA,28097,29.41,0.59,2.0,3.7,20,Z3,12.006,0.411,0.00,0
DATA,28355,29.46,0.54,1.8,3.5,20,Z3,12.060,-0.481,0.48,0
DATA,28613,29.45,0.55,1.8,3.6,20,Z3,12.115,0.070,0.00,0
DATA,28871,29.46,0.54,1.8,3.5,20,Z3,12.168,-0.100,0.10,0
DATA,29130,29.45,0.55,1.8,3.6,20,Z3,12.224,0.144,0.00,0
DATA,29388,29.58,0.42,1.4,3.2,20,Z3,12.266,-1.287,1.29,0
--------------------------------------------
STOP       : TARGET
Setpoint   : 30.0g
Massa akhir: 29.67g
Error akhir: -0.33g
Error%     : -1.1%
Durasi     : 31108ms
Bridging   : 0x
Zona hits  : Z1=27 Z2=20 Z3=68
STATUS     : AKURAT
=== SUMMARY TRIAL ===
Controller: Gain Scheduling PID
TrialNo: 1
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Z1_Kp: 1.650
Z1_Ki: 3.088
Z1_Kd: 0.279
Z1_IntMax: 15.00
Z2_Kp: 2.300
Z2_Ki: 0.753
Z2_Kd: 0.563
Z2_IntMax: 30.00
Z3_Kp: 2.500
Z3_Ki: 0.181
Z3_Kd: 0.030
Z3_IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
FinalMass_g: 29.67
FinalError_g: -0.33
FinalError_pct: -1.11
Duration_ms: 31108
Duration_s: 31.11
TimeTo90_ms: 15448
RiseTime_10_90_ms: 14715
TimeToTolerance_ms: 19578
SettlingTime_ms: 19578
SettlingTol_pct: 5.00
SettlingTol_g: 1.50
MaxMass_g: 29.67
MaxOvershoot_g: 0.00
MaxOvershoot_pct: 0.00
BridgingCount: 0
ZonaHit_Z1: 27
ZonaHit_Z2: 20
ZonaHit_Z3: 68
Status: AKURAT
Valid: TRUE
StopReason: TARGET
=== TRIAL END ===
--------------------------------------------
r=reset | g=ulangi | c=parameter
