======== PARAMETER AKTIF ========
Setpoint    : 30.0g
- Zona 1 Besar (eNorm >50%) -
  Kp1=1.65  Ki1=3.088  Kd1=0.279
- Zona 2 Sedang (15-50%) -
  Kp2=2.30  Ki2=0.753  Kd2=0.563
- Zona 3 Kecil (<=15%) -
  Kp3=2.50  Ki3=0.181  Kd3=0.030
- Sistem -
  SUDUT_MIN : 20deg
  SUDUT_BUKA: 40deg
  EARLY_STOP: SP - 0.40g
  STOP saat : 29.60g
  HAMMER_TH : error > 3.0g
=================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Gain Scheduling PID
TrialNo: 5
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Z1_Rule: eNorm_gt_50
Z1_Kp: 1.650
Z1_Ki: 3.088
Z1_Kd: 0.279
Z1_IntMax: 15.00
Z2_Rule: 15_lt_eNorm_le_50
Z2_Kp: 2.300
Z2_Ki: 0.753
Z2_Kd: 0.563
Z2_IntMax: 30.00
Z3_Rule: eNorm_le_15_or_abs_error_le_2g
Z3_Kp: 2.500
Z3_Ki: 0.181
Z3_Kd: 0.030
Z3_IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,flow_gps,bridging_count
DATA,10543,25.70,4.30,14.3,11.4,22,Z3,2.763,4.725,0.00,0
DATA,10801,25.93,4.07,13.6,10.7,21,Z3,3.170,-2.286,2.29,0
DATA,11060,25.63,4.37,14.6,11.7,22,Z3,3.607,2.971,0.00,0
DATA,11318,25.92,4.08,13.6,10.8,21,Z3,4.016,-2.889,2.89,0
DATA,11576,26.06,3.94,13.1,10.6,21,Z3,4.410,-1.432,1.43,0
DATA,11834,26.17,3.83,12.8,10.4,21,Z3,4.793,-1.084,1.08,0
DATA,12092,26.21,3.79,12.6,10.4,21,Z3,5.172,-0.433,0.43,0
BRIDGING #1 @26.24g Z3 hammer
DATA,12350,26.4,3.7,12.,1.4,21,Z3,5.548,-0.240,0.24,1
DATA,12609,26.27,3.73,12.4,10.4,21,Z3,5.921,-0.370,0.37,1
DATA,12867,26.30,3.70,12.3,10.4,21,Z3,6.291,-0.277,0.28,1
DATA,13125,26.23,3.77,12.6,10.6,21,Z3,6.667,0.662,0.00,1
DATA,13383,27.18,2.82,9.4,8.0,21,Z3,6.949,-9.426,9.43,1
DATA,13641,28.03,1.97,6.6,6.0,20,Z3,7.146,-8.539,8.54,1
DATA,13899,27.95,2.05,6.8,6.5,21,Z3,7.351,0.803,0.00,1
DATA,14157,27.91,2.09,7.0,6.6,21,Z3,7.561,0.444,0.00,1
DATA,14415,27.91,2.09,7.0,6.6,21,Z3,7.770,0.007,0.00,1
DATA,14673,27.95,2.05,6.8,6.6,21,Z3,7.975,-0.396,0.40,1
DATA,14931,27.93,2.07,6.9,6.7,21,Z3,8.183,0.170,0.00,1
DATA,15189,28.11,1.89,6.3,6.2,21,Z3,8.372,-1.794,1.79,1
DATA,15448,28.07,1.93,6.4,6.4,21,Z3,8.565,0.355,0.00,1
DATA,15706,28.07,1.93,6.4,6.4,21,Z3,8.757,-0.007,0.01,1
DATA,15964,28.20,1.80,6.0,6.1,21,Z3,8.937,-1.299,1.30,1
DATA,16222,28.15,1.85,6.2,6.3,21,Z3,9.123,0.577,0.00,1
DATA,16480,28.20,1.80,6.0,6.2,21,Z3,9.302,-0.596,0.60,1
DATA,16739,28.30,1.70,5.7,5.9,20,Z3,9.473,-0.910,0.91,1
DATA,16997,28.24,1.76,5.9,6.2,21,Z3,9.648,0.511,0.00,1
DATA,17255,28.10,1.90,6.3,6.6,21,Z3,9.838,1.417,0.00,1
DATA,17513,28.33,1.67,5.6,5.9,20,Z3,10.005,-2.275,2.28,1
DATA,17771,28.34,1.66,5.5,6.0,20,Z3,10.170,-0.133,0.13,1
DATA,18029,28.27,1.73,5.8,6.2,21,Z3,10.343,0.725,0.00,1
DATA,18287,28.14,1.86,6.2,6.6,21,Z3,10.530,1.351,0.00,1
DATA,18546,28.30,1.70,5.7,6.1,21,Z3,10.700,-1.609,1.61,1
DATA,18804,28.18,1.82,6.1,6.6,21,Z3,10.882,1.217,0.00,1
DATA,19062,28.18,1.82,6.1,6.6,21,Z3,11.065,-0.037,0.04,1
DATA,19320,28.12,1.88,6.3,6.7,21,Z3,11.252,0.570,0.00,1
DATA,19578,28.23,1.77,5.9,6.5,21,Z3,11.430,-1.058,1.06,1
DATA,19836,28.26,1.74,5.8,6.4,21,Z3,11.604,-0.296,0.30,1
DATA,20095,28.14,1.86,6.2,6.8,21,Z3,11.790,1.158,0.00,1
DATA,20353,28.13,1.87,6.2,6.8,21,Z3,11.976,0.089,0.00,1
DATA,20611,28.11,1.89,6.3,6.9,21,Z3,12.166,0.274,0.00,1
DATA,20869,28.15,1.85,6.2,6.8,21,Z3,12.351,-0.459,0.46,1
DATA,21127,28.16,1.84,6.1,6.9,21,Z3,12.535,-0.041,0.04,1
DATA,21386,28.23,1.77,5.9,6.7,21,Z3,12.713,-0.707,0.71,1
DATA,21644,28.31,1.69,5.6,6.5,21,Z3,12.881,-0.844,0.84,1
DATA,21902,28.30,1.70,5.7,6.6,21,Z3,13.052,0.144,0.00,1
DATA,22160,28.25,1.75,5.8,6.8,21,Z3,13.227,0.451,0.00,1
DATA,22418,28.25,1.75,5.8,6.8,21,Z3,13.402,0.056,0.00,1
DATA,22676,28.22,1.78,5.9,6.9,21,Z3,13.580,0.255,0.00,1
DATA,22935,28.24,1.76,5.9,6.9,21,Z3,13.757,-0.170,0.17,1
DATA,23193,28.24,1.76,5.9,6.9,21,Z3,13.932,-0.074,0.07,1
DATA,23451,28.20,1.80,6.0,7.1,21,Z3,14.112,0.455,0.00,1
DATA,23709,28.21,1.79,6.0,7.1,21,Z3,14.291,-0.140,0.14,1
DATA,23967,28.23,1.77,5.9,7.0,21,Z3,14.468,-0.196,0.20,1
DATA,24225,28.25,1.75,5.8,7.0,21,Z3,14.643,-0.129,0.13,1
DATA,24484,28.22,1.78,5.9,7.1,21,Z3,14.821,0.248,0.00,1
DATA,24742,28.20,1.80,6.0,7.2,21,Z3,15.001,0.200,0.00,1
DATA,25000,28.26,1.74,5.8,7.1,21,Z3,15.175,-0.585,0.58,1
DATA,25258,28.30,1.70,5.7,7.0,21,Z3,15.346,-0.388,0.39,1
DATA,25516,28.31,1.69,5.6,7.0,21,Z3,15.514,-0.140,0.14,1
DATA,25774,28.17,1.83,6.1,7.5,21,Z3,15.697,1.398,0.00,1
DATA,26032,28.13,1.87,6.2,7.6,21,Z3,15.884,0.381,0.00,1
DATA,26291,28.34,1.66,5.5,7.0,21,Z3,16.050,-2.083,2.08,1
DATA,26549,28.21,1.79,6.0,7.4,21,Z3,16.228,1.310,0.00,1
DATA,26807,28.48,1.52,5.1,6.7,21,Z3,16.381,-2.645,2.64,1
DATA,27065,28.24,1.76,5.9,7.5,21,Z3,16.557,2.349,0.00,1
DATA,27323,27.91,2.09,7.0,8.4,21,Z3,16.765,3.285,0.00,1
DATA,27581,28.09,1.91,6.4,7.8,21,Z3,16.956,-1.813,1.81,1
DATA,27839,28.11,1.89,6.3,7.8,21,Z3,17.145,-0.133,0.13,1
DATA,28098,28.06,1.94,6.5,8.0,21,Z3,17.340,0.507,0.00,1
DATA,28356,28.00,2.00,6.7,8.2,21,Z3,17.539,0.525,0.00,1
DATA,28614,27.96,2.04,6.8,8.3,21,Z3,17.744,0.463,0.00,1
DATA,28872,28.05,1.95,6.5,8.1,21,Z3,17.939,-0.877,0.88,1
DATA,29130,28.16,1.84,6.1,7.8,21,Z3,18.123,-1.188,1.19,1
DATA,29388,28.10,1.90,6.3,8.1,21,Z3,18.313,0.610,0.00,1
DATA,29646,28.07,1.93,6.4,8.2,21,Z3,18.505,0.285,0.00,1
DATA,29905,28.12,1.88,6.3,8.1,21,Z3,18.693,-0.462,0.46,1
DATA,30163,28.21,1.79,6.0,7.9,21,Z3,18.872,-0.899,0.90,1
DATA,30421,28.17,1.83,6.1,8.0,21,Z3,19.055,0.362,0.00,1
DATA,30679,28.21,1.79,6.0,7.9,21,Z3,19.233,-0.400,0.40,1
DATA,30937,28.22,1.78,5.9,8.0,21,Z3,19.411,-0.059,0.06,1
DATA,31196,28.18,1.82,6.1,8.1,21,Z3,19.593,0.433,0.00,1
DATA,31454,28.25,1.75,5.8,7.9,21,Z3,19.769,-0.710,0.71,1
DATA,31712,28.38,1.62,5.4,7.6,21,Z3,19.931,-1.328,1.33,1
DATA,31970,28.39,1.61,5.4,7.7,21,Z3,20.092,-0.082,0.08,1
DATA,32228,28.38,1.62,5.4,7.7,21,Z3,20.254,0.100,0.00,1
DATA,32486,28.38,1.62,5.4,7.8,21,Z3,20.416,0.030,0.00,1
DATA,32744,28.38,1.62,5.4,7.8,21,Z3,20.579,-0.008,0.01,1
DATA,33003,28.32,1.68,5.6,8.0,21,Z3,20.746,0.540,0.00,1
DATA,33261,28.35,1.65,5.5,7.9,21,Z3,20.911,-0.255,0.26,1
DATA,33519,28.78,1.22,4.1,6.7,21,Z3,21.034,-4.292,4.29,1
DATA,33777,29.58,0.42,1.4,4.6,20,Z3,21.076,-8.036,8.04,1
--------------------------------------------
STOP       : TARGET
Setpoint   : 30.0g
Massa akhir: 29.73g
Error akhir: -0.27g
Error%     : -0.9%
Durasi     : 35497ms
Bridging   : 1x
Zona hits  : Z1=11 Z2=24 Z3=97
STATUS     : AKURAT
=== SUMMARY TRIAL ===
Controller: Gain Scheduling PID
TrialNo: 5
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Z1_Kp: 1.650
Z1_Ki: 3.088
Z1_Kd: 0.279
Z1_IntMax: 15.00
Z2_Kp: 2.300
Z2_Ki: 0.753
Z2_Kd: 0.563
Z2_IntMax: 30.00
Z3_Kp: 2.500
Z3_Ki: 0.181
Z3_Kd: 0.030
Z3_IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
FinalMass_g: 29.73
FinalError_g: -0.27
FinalError_pct: -0.91
Duration_ms: 35497
Duration_s: 35.50
TimeTo90_ms: 13383
RiseTime_10_90_ms: 12649
TimeToTolerance_ms: 33519
SettlingTime_ms: 33519
SettlingTol_pct: 5.00
SettlingTol_g: 1.50
MaxMass_g: 29.76
MaxOvershoot_g: 0.00
MaxOvershoot_pct: 0.00
BridgingCount: 1
ZonaHit_Z1: 11
ZonaHit_Z2: 24
ZonaHit_Z3: 97
Status: AKURAT
Valid: TRUE
StopReason: TARGET
=== TRIAL END ===
--------------------------------------------
r=reset | g=ulangi | c=parameter
