======== PARAMETER AKTIF ========
Setpoint    : 30.0g
- Zona 1 Besar (eNorm >50%) -
  Kp1=1.65  Ki1=3.088  Kd1=0.279
- Zona 2 Sedang (15-50%) -
  Kp2=2.30  Ki2=0.753  Kd2=0.563
- Zona 3 Kecil (<=15%) -
  Kp3=2.50  Ki3=0.181  Kd3=0.030
- Sistem -
  SUDUT_MIN : 20deg
  SUDUT_BUKA: 40deg
  EARLY_STOP: SP - 0.40g
  STOP saat : 29.60g
  HAMMER_TH : error > 3.0g
=================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Gain Scheduling PID
TrialNo: 6
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Z1_Rule: eNorm_gt_50
Z1_Kp: 1.650
Z1_Ki: 3.088
Z1_Kd: 0.279
Z1_IntMax: 15.00
Z2_Rule: 15_lt_eNorm_le_50
Z2_Kp: 2.300
Z2_Ki: 0.753
Z2_Kd: 0.563
Z2_IntMax: 30.00
Z3_Rule: eNorm_le_15_or_abs_error_le_2g
Z3_Kp: 2.500
Z3_Ki: 0.181
Z3_Kd: 0.030
Z3_IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,flow_gps,bridging_count
DATA,24483,28.52,1.48,4.9,4.6,20,Z3,4.792,-0.129,0.13,2
DATA,24741,28.49,1.51,5.0,4.7,20,Z3,4.943,0.311,0.00,2
DATA,24999,28.32,1.68,5.6,5.2,20,Z3,5.110,1.620,0.00,2
DATA,25257,28.65,1.35,4.5,4.2,20,Z3,5.245,-3.252,3.25,2
DATA,25515,29.43,0.57,1.9,2.2,20,Z3,5.303,-7.758,7.76,2
DATA,25774,29.25,0.75,2.5,2.9,20,Z3,5.377,1.713,0.00,2
DATA,26032,29.04,0.96,3.2,3.5,20,Z3,5.473,2.131,0.00,2
DATA,26290,29.02,0.98,3.3,3.5,20,Z3,5.571,0.185,0.00,2
DATA,26548,28.95,1.05,3.5,3.7,20,Z3,5.676,0.707,0.00,2
DATA,26806,28.85,1.15,3.8,3.9,20,Z3,5.790,1.003,0.00,2
DATA,27064,28.91,1.09,3.6,3.8,20,Z3,5.899,-0.581,0.58,2
DATA,27322,28.96,1.04,3.5,3.7,20,Z3,6.003,-0.511,0.51,2
DATA,27581,28.88,1.12,3.7,3.9,20,Z3,6.115,0.788,0.00,2
DATA,27839,28.86,1.14,3.8,4.0,20,Z3,6.229,0.244,0.00,2
DATA,28097,28.87,1.13,3.8,4.0,20,Z3,6.342,-0.115,0.11,2
DATA,28355,28.86,1.14,3.8,4.0,20,Z3,6.456,0.096,0.00,2
DATA,28613,28.87,1.13,3.8,4.0,20,Z3,6.569,-0.104,0.10,2
DATA,28871,28.88,1.12,3.7,4.0,20,Z3,6.682,-0.078,0.08,2
DATA,29130,28.86,1.14,3.8,4.1,20,Z3,6.796,0.181,0.00,2
DATA,29388,28.81,1.19,4.0,4.2,20,Z3,6.915,0.492,0.00,2
DATA,29646,28.86,1.14,3.8,4.1,20,Z3,7.028,-0.507,0.51,2
DATA,29904,28.85,1.15,3.8,4.2,20,Z3,7.144,0.122,0.00,2
DATA,30162,28.84,1.16,3.9,4.2,20,Z3,7.259,0.078,0.00,2
DATA,30420,28.84,1.16,3.9,4.2,20,Z3,7.376,0.033,0.00,2
DATA,30679,28.90,1.10,3.7,4.1,20,Z3,7.486,-0.607,0.61,2
DATA,30937,28.92,1.08,3.6,4.1,20,Z3,7.594,-0.204,0.20,2
DATA,31195,28.92,1.08,3.6,4.1,20,Z3,7.702,-0.037,0.04,2
DATA,31453,28.96,1.04,3.5,4.0,20,Z3,7.805,-0.414,0.41,2
DATA,31711,29.21,0.79,2.6,3.3,20,Z3,7.884,-2.472,2.47,2
DATA,31969,29.26,0.74,2.5,3.3,20,Z3,7.958,-0.470,0.47,2
DATA,32228,29.25,0.75,2.5,3.3,20,Z3,8.033,0.044,0.00,2
DATA,32486,29.23,0.77,2.6,3.4,20,Z3,8.110,0.222,0.00,2
DATA,32744,29.24,0.76,2.5,3.4,20,Z3,8.186,-0.059,0.06,2
DATA,33002,29.23,0.77,2.6,3.4,20,Z3,8.263,0.055,0.00,2
DATA,33260,29.24,0.76,2.5,3.4,20,Z3,8.339,-0.089,0.09,2
--------------------------------------------
STOP       : TARGET
Setpoint   : 30.0g
Massa akhir: 30.65g
Error akhir: 0.65g
Error%     : 2.2%
Durasi     : 34980ms
Bridging   : 2x
Zona hits  : Z1=12 Z2=61 Z3=57
STATUS     : AKURAT
=== SUMMARY TRIAL ===
Controller: Gain Scheduling PID
TrialNo: 6
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Z1_Kp: 1.650
Z1_Ki: 3.088
Z1_Kd: 0.279
Z1_IntMax: 15.00
Z2_Kp: 2.300
Z2_Ki: 0.753
Z2_Kd: 0.563
Z2_IntMax: 30.00
Z3_Kp: 2.500
Z3_Ki: 0.181
Z3_Kd: 0.030
Z3_IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
FinalMass_g: 30.65
FinalError_g: 0.65
FinalError_pct: 2.18
Duration_ms: 34980
Duration_s: 34.98
TimeTo90_ms: 19320
RiseTime_10_90_ms: 18586
TimeToTolerance_ms: 24225
SettlingTime_ms: 25257
SettlingTol_pct: 5.00
SettlingTol_g: 1.50
MaxMass_g: 30.65
MaxOvershoot_g: 0.65
MaxOvershoot_pct: 2.18
BridgingCount: 2
ZonaHit_Z1: 12
ZonaHit_Z2: 61
ZonaHit_Z3: 57
Status: AKURAT
Valid: TRUE
StopReason: TARGET
=== TRIAL END ===
--------------------------------------------
r=reset | g=ulangi | c=parameter
