======== PARAMETER AKTIF ========
Setpoint    : 30.0g
- Zona 1 Besar (eNorm >50%) -
  Kp1=1.65  Ki1=3.088  Kd1=0.279
- Zona 2 Sedang (15-50%) -
  Kp2=2.30  Ki2=0.753  Kd2=0.563
- Zona 3 Kecil (<=15%) -
  Kp3=2.50  Ki3=0.181  Kd3=0.030
- Sistem -
  SUDUT_MIN : 20deg
  SUDUT_BUKA: 40deg
  EARLY_STOP: SP - 0.40g
  STOP saat : 29.60g
  HAMMER_TH : error > 3.0g
=================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Gain Scheduling PID
TrialNo: 9
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Z1_Rule: eNorm_gt_50
Z1_Kp: 1.650
Z1_Ki: 3.088
Z1_Kd: 0.279
Z1_IntMax: 15.00
Z2_Rule: 15_lt_eNorm_le_50
Z2_Kp: 2.300
Z2_Ki: 0.753
Z2_Kd: 0.563
Z2_IntMax: 30.00
Z3_Rule: eNorm_le_15_or_abs_error_le_2g
Z3_Kp: 2.500
Z3_Ki: 0.181
Z3_Kd: 0.030
Z3_IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,flow_gps,bridging_count
=== DATA START ===
>> GANTI ZONA: 0 -> 1 @0.39g
DATA,100,0.39,29.61,98.7,100.0,40,Z1,2.961,296.134,3.87,0
DATA,218,0.33,29.67,98.9,67.4,33,Z1,5.929,0.592,0.00,0
DATA,476,1.07,28.93,96.4,72.9,34,Z1,8.822,-7.388,7.39,0
DATA,734,1.58,28.42,94.7,81.5,36,Z1,11.664,-5.105,5.11,0
DATA,992,1.57,28.43,94.8,91.7,38,Z1,14.508,0.107,0.00,0
DATA,1250,1.53,28.47,94.9,93.4,38,Z1,15.000,0.362,0.00,0
DATA,1508,1.59,28.41,94.7,93.0,38,Z1,15.000,-0.573,0.57,0
DATA,1767,1.57,28.43,94.8,93.3,38,Z1,15.000,0.133,0.00,0
DATA,2025,1.55,28.45,94.8,93.3,38,Z1,15.000,0.215,0.00,0
DATA,2283,1.54,28.46,94.9,93.3,38,Z1,15.000,0.148,0.00,0
DATA,2541,2.84,27.16,90.5,87.5,37,Z1,15.000,-12.993,12.99,0
DATA,2799,4.98,25.02,83.4,81.6,36,Z1,15.000,-21.398,21.40,0
DATA,3057,5.01,24.99,83.3,87.4,37,Z1,15.000,-0.377,0.38,0
DATA,3315,5.02,24.98,83.3,87.5,37,Z1,15.000,-0.048,0.05,0
DATA,3573,5.06,24.94,83.1,87.4,37,Z1,15.000,-0.374,0.37,0
DATA,3832,4.99,25.01,83.4,87.8,37,Z1,15.000,0.692,0.00,0
DATA,4090,5.01,24.99,83.3,87.5,37,Z1,15.000,-0.193,0.19,0
DATA,4348,5.10,24.90,83.0,87.1,37,Z1,15.000,-0.977,0.98,0
DATA,4606,5.19,24.81,82.7,87.0,37,Z1,15.000,-0.847,0.85,0
DATA,4864,5.15,24.85,82.8,87.4,37,Z1,15.000,0.429,0.00,0
DATA,5122,5.21,24.79,82.6,87.0,37,Z1,15.000,-0.688,0.69,0
DATA,5380,5.09,24.91,83.0,87.8,37,Z1,15.000,1.250,0.00,0
DATA,5639,5.13,24.87,82.9,87.2,37,Z1,15.000,-0.396,0.40,0
DATA,5897,5.17,24.83,82.8,87.2,37,Z1,15.000,-0.437,0.44,0
BRIDGING #1 @5.07g Z1 hammer
DATA,6155,5.07,24.93,83.1,87.7,37,Z1,15.000,1.003,0.00,1
DATA,6413,5.15,24.85,82.8,87.1,37,Z1,15.000,-0.803,0.80,1
DATA,6671,5.61,24.39,81.3,85.3,36,Z1,15.000,-4.599,4.60,1
DATA,6929,5.95,24.05,80.2,85.0,36,Z1,15.000,-3.418,3.42,1
DATA,7187,6.67,23.33,77.8,82.8,36,Z1,15.000,-7.125,7.13,1
DATA,7445,8.24,21.76,72.5,77.8,35,Z1,15.000,-15.775,15.77,1
DATA,7703,8.03,21.97,73.2,83.2,36,Z1,15.000,2.127,0.00,1
DATA,7961,8.10,21.90,73.0,82.3,36,Z1,15.000,-0.707,0.71,1
DATA,8219,8.10,21.90,73.0,82.5,36,Z1,15.000,0.063,0.00,1
DATA,8478,8.08,21.92,73.1,82.6,36,Z1,15.000,0.211,0.00,1
DATA,8736,8.01,21.99,73.3,82.8,36,Z1,15.000,0.633,0.00,1
DATA,8994,8.14,21.86,72.9,82.0,36,Z1,15.000,-1.265,1.27,1
DATA,9252,8.23,21.77,72.6,82.0,36,Z1,15.000,-0.936,0.94,1
DATA,9510,8.27,21.73,72.4,82.1,36,Z1,15.000,-0.348,0.35,1
DATA,9768,8.28,21.72,72.4,82.1,36,Z1,15.000,-0.174,0.17,1
DATA,10026,8.36,21.64,72.1,81.8,36,Z1,15.000,-0.747,0.75,1
DATA,10285,8.37,21.63,72.1,82.0,36,Z1,15.000,-0.074,0.07,1
DATA,10543,8.39,21.61,72.0,81.9,36,Z1,15.000,-0.211,0.21,1
DATA,10801,11.62,18.38,61.3,67.6,33,Z1,15.000,-32.286,32.29,1
DATA,11059,13.51,16.49,55.0,68.2,33,Z1,15.000,-18.975,18.98,1
DATA,11317,14.47,15.53,51.8,69.3,33,Z1,15.000,-9.593,9.59,1
DATA,11575,14.42,15.58,51.9,72.2,34,Z1,15.000,0.499,0.00,1
DATA,11833,14.41,15.59,52.0,72.1,34,Z1,15.000,0.093,0.00,1
DATA,12092,14.46,15.54,51.8,71.9,34,Z1,15.000,-0.414,0.41,1
DATA,12350,14.44,15.56,51.9,72.0,34,Z1,15.000,0.119,0.00,1
DATA,12608,14.49,15.51,51.7,71.8,34,Z1,15.000,-0.481,0.48,1
DATA,12866,14.54,15.46,51.5,71.7,34,Z1,15.000,-0.511,0.51,1
DATA,13124,14.56,15.44,51.5,71.8,34,Z1,15.000,-0.152,0.15,1
DATA,13382,14.54,15.46,51.5,71.9,34,Z1,15.000,0.207,0.00,1
DATA,13641,14.53,15.47,51.6,71.9,34,Z1,15.000,0.044,0.00,1
DATA,13899,14.34,15.66,52.2,72.7,34,Z1,15.000,1.931,0.00,1
DATA,14157,14.44,15.56,51.9,71.7,34,Z1,15.000,-0.958,0.96,1
DATA,14415,14.46,15.54,51.8,71.9,34,Z1,15.000,-0.251,0.25,1
DATA,14673,14.51,15.49,51.6,71.7,34,Z1,15.000,-0.522,0.52,1
>> GANTI ZONA: 1 -> 2 @17.34g
DATA,14931,17.34,12.66,42.2,14.2,22,Z2,1.266,-28.269,28.27,1
DATA,15190,19.74,10.26,34.2,11.8,22,Z2,2.292,-24.022,24.02,1
DATA,15448,20.10,9.90,33.0,23.2,24,Z2,3.282,-3.603,3.60,1
DATA,15706,20.33,9.67,32.2,24.2,24,Z2,4.249,-2.275,2.28,1
DATA,15964,20.38,9.62,32.1,25.7,24,Z2,5.210,-0.548,0.55,1
DATA,16222,20.47,9.53,31.8,26.1,25,Z2,6.163,-0.880,0.88,1
DATA,16480,20.45,9.55,31.8,27.4,25,Z2,7.118,0.222,0.00,1
DATA,16738,20.66,9.34,31.1,26.3,25,Z2,8.052,-2.120,2.12,1
DATA,16996,21.84,8.16,27.2,18.8,23,Z2,8.868,-11.754,11.75,1
DATA,17255,22.69,7.31,24.4,19.3,23,Z2,9.599,-8.509,8.51,1
DATA,17513,22.78,7.22,24.1,23.9,24,Z2,10.322,-0.866,0.87,1
DATA,17771,22.87,7.13,23.8,24.2,24,Z2,11.034,-0.977,0.98,1
DATA,18029,22.93,7.07,23.6,24.8,24,Z2,11.742,-0.547,0.55,1
DATA,18287,22.96,7.04,23.5,25.4,24,Z2,12.446,-0.285,0.29,1
DATA,18545,22.97,7.03,23.4,26.0,24,Z2,13.149,-0.148,0.15,1
DATA,18804,23.04,6.96,23.2,26.0,25,Z2,13.845,-0.733,0.73,1
DATA,19062,23.50,6.50,21.7,23.3,24,Z2,14.495,-4.525,4.52,1
DATA,19320,24.11,5.89,19.6,21.5,24,Z2,15.084,-6.104,6.10,1
DATA,19578,24.17,5.83,19.4,24.9,24,Z2,15.667,-0.607,0.61,1
DATA,19836,24.13,5.87,19.6,25.9,24,Z2,16.254,0.348,0.00,1
DATA,20094,24.20,5.80,19.3,25.6,24,Z2,16.834,-0.718,0.72,1
DATA,20353,24.26,5.74,19.1,26.0,24,Z2,17.408,-0.566,0.57,1
DATA,20611,24.22,5.78,19.3,27.0,25,Z2,17.985,0.385,0.00,1
DATA,20869,24.08,5.92,19.7,28.4,25,Z2,18.577,1.413,0.00,1
DATA,21127,24.57,5.43,18.1,24.2,24,Z2,19.121,-4.846,4.85,1
>> GANTI ZONA: 2 -> 3 @25.77g
DATA,21385,25.77,4.23,14.1,10.3,21,Z3,0.423,-12.049,12.05,1
DATA,21643,26.10,3.90,13.0,9.8,21,Z3,0.813,-3.267,3.27,1
DATA,21901,25.92,4.08,13.6,10.5,21,Z3,1.221,1.761,0.00,1
DATA,22160,26.02,3.98,13.3,10.2,21,Z3,1.619,-0.966,0.97,1
DATA,22418,26.13,3.87,12.9,10.0,21,Z3,2.006,-1.154,1.15,1
DATA,22676,26.18,3.82,12.7,10.0,21,Z3,2.387,-0.503,0.50,1
DATA,22934,26.27,3.73,12.4,9.8,21,Z3,2.761,-0.836,0.84,1
DATA,23192,26.84,3.16,10.5,8.3,21,Z3,3.077,-5.705,5.70,1
DATA,23450,28.23,1.77,5.9,4.6,20,Z3,3.254,-13.888,13.89,1
DATA,23708,29.12,0.88,2.9,2.5,20,Z3,3.342,-8.946,8.95,1
DATA,23967,29.25,0.75,2.5,2.4,20,Z3,3.417,-1.321,1.32,1
DATA,24225,29.23,0.77,2.6,2.6,20,Z3,3.493,0.193,0.00,1
DATA,24483,29.16,0.84,2.8,2.8,20,Z3,3.577,0.721,0.00,1
DATA,24741,29.23,0.77,2.6,2.6,20,Z3,3.654,-0.640,0.64,1
DATA,24999,29.38,0.62,2.1,2.2,20,Z3,3.716,-1.584,1.58,1
DATA,25257,29.46,0.54,1.8,2.0,20,Z3,3.770,-0.769,0.77,1
--------------------------------------------
STOP       : TARGET
Setpoint   : 30.0g
Massa akhir: 29.66g
Error akhir: -0.34g
Error%     : -1.1%
Durasi     : 26978ms
Bridging   : 1x
Zona hits  : Z1=58 Z2=25 Z3=16
STATUS     : AKURAT
=== SUMMARY TRIAL ===
Controller: Gain Scheduling PID
TrialNo: 9
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Z1_Kp: 1.650
Z1_Ki: 3.088
Z1_Kd: 0.279
Z1_IntMax: 15.00
Z2_Kp: 2.300
Z2_Ki: 0.753
Z2_Kd: 0.563
Z2_IntMax: 30.00
Z3_Kp: 2.500
Z3_Ki: 0.181
Z3_Kd: 0.030
Z3_IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
FinalMass_g: 29.66
FinalError_g: -0.34
FinalError_pct: -1.14
Duration_ms: 26978
Duration_s: 26.98
TimeTo90_ms: 23450
RiseTime_10_90_ms: 20651
TimeToTolerance_ms: 23708
SettlingTime_ms: 23708
SettlingTol_pct: 5.00
SettlingTol_g: 1.50
MaxMass_g: 29.66
MaxOvershoot_g: 0.00
MaxOvershoot_pct: 0.00
BridgingCount: 1
ZonaHit_Z1: 58
ZonaHit_Z2: 25
ZonaHit_Z3: 16
Status: AKURAT
Valid: TRUE
StopReason: TARGET
=== TRIAL END ===
--------------------------------------------
r=reset | g=ulangi | c=parameter
