======== PARAMETER AKTIF (Fixed PID) ========
Setpoint   : 20.0g
Kp         : 2.50
Ki         : 0.150
Kd         : 0.030
IntMax     : 30.0
SUDUT_MIN  : 20deg
SUDUT_BUKA : 40deg
EARLY_STOP : SP - 0.40g
STOP saat  : 19.6g
HAMMER_TH  : error > 3.0g
=================================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Fixed PID
TrialNo: 4
Setpoint_g: 20.00
EarlyStop_g: 0.40
StopTarget_g: 19.60
Kp: 2.500
Ki: 0.150
Kd: 0.030
IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,bridging_count
DATA,7190,4.62,15.38,76.9,43.0,28,Z1,30.000,1.162,0
DATA,7448,4.75,15.25,76.3,42.6,28,Z1,30.000,-1.310,0
DATA,7706,4.93,15.07,75.3,42.1,28,Z1,30.000,-1.820,0
DATA,7964,5.04,14.96,74.8,41.9,28,Z1,30.000,-1.091,0
DATA,8223,4.83,15.17,75.9,42.5,28,Z1,30.000,2.120,0
DATA,8481,4.88,15.12,75.6,42.3,28,Z1,30.000,-0.518,0
DATA,8739,5.64,14.36,71.8,40.2,27,Z1,30.000,-7.580,0
DATA,8997,6.83,13.17,65.9,37.1,27,Z1,30.000,-11.902,0
DATA,9255,6.81,13.19,65.9,37.5,27,Z1,30.000,0.144,0
DATA,9514,6.87,13.13,65.6,37.3,27,Z1,30.000,-0.573,0
DATA,9772,6.83,13.17,65.9,37.4,27,Z1,30.000,0.455,0
DATA,10030,6.67,13.33,66.6,37.9,27,Z1,30.000,1.517,0
DATA,10288,6.68,13.32,66.6,37.8,27,Z1,30.000,-0.078,0
DATA,10547,6.69,13.31,66.5,37.8,27,Z1,30.000,-0.100,0
DATA,10805,7.83,12.17,60.9,34.6,26,Z1,30.000,-11.346,0
DATA,11063,8.67,11.33,56.7,32.6,26,Z1,30.000,-8.409,0
DATA,11321,8.63,11.37,56.9,32.9,26,Z1,30.000,0.400,0
DATA,11579,8.64,11.36,56.8,32.9,26,Z1,30.000,-0.122,0
DATA,11838,8.64,11.36,56.8,32.9,26,Z1,30.000,-0.052,0
DATA,12096,8.61,11.39,57.0,33.0,26,Z1,30.000,0.366,0
DATA,12354,8.63,11.37,56.9,32.9,26,Z1,30.000,-0.181,0
DATA,12612,8.61,11.39,57.0,33.0,26,Z1,30.000,0.204,0
DATA,12871,9.68,10.32,51.6,30.0,25,Z1,30.000,-10.751,0
DATA,13129,11.20,8.80,44.0,26.0,25,Z2,30.000,-15.224,0
DATA,13387,11.29,8.71,43.5,26.2,25,Z2,30.000,-0.866,0
DATA,13645,11.27,8.73,43.7,26.3,25,Z2,30.000,0.222,0
DATA,13903,11.28,8.72,43.6,26.3,25,Z2,30.000,-0.107,0
DATA,14162,11.28,8.72,43.6,26.3,25,Z2,30.000,0.029,0
DATA,14420,11.30,8.70,43.5,26.2,25,Z2,30.000,-0.285,0
DATA,14678,11.41,8.59,42.9,25.9,24,Z2,30.000,-1.088,0
DATA,14936,12.20,7.80,39.0,23.8,24,Z2,30.000,-7.902,0
DATA,15194,12.73,7.27,36.3,22.5,24,Z2,30.000,-5.272,0
DATA,15453,12.58,7.42,37.1,23.1,24,Z2,30.000,1.491,0
DATA,15711,12.81,7.19,35.9,22.4,24,Z2,30.000,-2.301,0
DATA,15969,12.75,7.25,36.3,22.6,24,Z2,30.000,0.618,0
DATA,16227,12.83,7.17,35.9,22.4,24,Z2,30.000,-0.788,0
DATA,16486,12.87,7.13,35.6,22.3,24,Z2,30.000,-0.462,0
DATA,16744,12.64,7.36,36.8,23.0,24,Z2,30.000,2.379,0
DATA,17002,13.18,6.82,34.1,21.4,24,Z2,30.000,-5.416,0
DATA,17260,14.59,5.41,27.1,17.6,23,Z2,30.000,-14.088,0
DATA,17518,14.59,5.41,27.1,18.0,23,Z2,30.000,-0.007,0
DATA,17777,14.48,5.52,27.6,18.3,23,Z2,30.000,1.039,0
DATA,18035,14.47,5.53,27.7,18.3,23,Z2,30.000,0.166,0
DATA,18293,14.55,5.45,27.2,18.1,23,Z2,30.000,-0.844,0
DATA,18551,14.58,5.42,27.1,18.0,23,Z2,30.000,-0.277,0
DATA,18810,14.56,5.44,27.2,18.1,23,Z2,30.000,0.196,0
DATA,19068,15.36,4.64,23.2,15.9,22,Z2,30.000,-8.024,0
DATA,19326,15.91,4.09,20.4,14.5,22,Z2,30.000,-5.520,0
DATA,19584,15.82,4.18,20.9,15.0,22,Z2,30.000,0.951,0
DATA,19843,15.81,4.19,21.0,15.0,22,Z2,30.000,0.111,0
DATA,20101,15.76,4.24,21.2,15.1,22,Z2,30.000,0.466,0
DATA,20359,15.83,4.17,20.9,14.9,22,Z2,30.000,-0.670,0
DATA,20617,15.87,4.13,20.7,14.8,22,Z2,30.000,-0.414,0
DATA,20876,15.81,4.19,20.9,15.0,22,Z2,30.000,0.592,0
DATA,21134,16.10,3.90,19.5,14.2,22,Z2,30.000,-2.882,0
DATA,21392,16.14,3.86,19.3,14.1,22,Z2,30.000,-0.455,0
DATA,21650,16.16,3.84,19.2,14.1,22,Z2,30.000,-0.189,0
DATA,21908,16.13,3.87,19.4,14.2,22,Z2,30.000,0.340,0
DATA,22167,16.21,3.79,19.0,14.0,22,Z2,30.000,-0.769,0
DATA,22425,16.05,3.95,19.8,14.4,22,Z2,30.000,1.576,0
DATA,22683,16.38,3.62,18.1,13.5,22,Z2,30.000,-3.315,0
DATA,22942,16.43,3.57,17.8,13.4,22,Z2,30.000,-0.503,0
DATA,23200,16.72,3.28,16.4,12.6,22,Z2,30.000,-2.930,0
DATA,23458,16.37,3.63,18.1,13.7,22,Z2,30.000,3.492,0
DATA,23716,15.93,4.07,20.4,14.8,22,Z2,30.000,4.454,0
DATA,23974,16.21,3.79,18.9,13.9,22,Z2,30.000,-2.834,0
DATA,24233,16.38,3.62,18.1,13.5,22,Z2,30.000,-1.632,0
DATA,24491,16.24,3.76,18.8,13.9,22,Z2,30.000,1.361,0
BRIDGING #1 @16.27g hammer
DATA,24749,16.27,3.73,18.7,13.8,22,Z2,30.000,-0.285,1
DATA,25008,16.19,3.81,19.0,14.0,22,Z2,30.000,0.736,1
DATA,25266,16.20,3.80,19.0,14.0,22,Z2,30.000,-0.041,1
DATA,25524,16.20,3.80,19.0,14.0,22,Z2,30.000,-0.055,1
DATA,25782,16.51,3.49,17.5,13.1,22,Z2,30.000,-3.048,1
DATA,26040,18.52,1.48,7.4,7.6,21,Z3,30.000,-20.122,1
DATA,26298,18.63,1.37,6.9,7.9,21,Z3,30.000,-1.073,1
DATA,26556,18.59,1.41,7.0,8.0,21,Z3,30.000,0.359,1
DATA,26815,18.55,1.45,7.3,8.1,21,Z3,30.000,0.429,1
DATA,27073,18.56,1.44,7.2,8.1,21,Z3,30.000,-0.111,1
DATA,27331,18.46,1.54,7.7,8.4,21,Z3,30.000,0.969,1
DATA,27589,18.69,1.31,6.6,7.7,21,Z3,30.000,-2.231,1
DATA,27847,18.75,1.25,6.2,7.6,21,Z3,30.000,-0.647,1
DATA,28106,18.75,1.25,6.3,7.6,21,Z3,30.000,0.044,1
DATA,28364,18.79,1.21,6.1,7.5,21,Z3,30.000,-0.422,1
DATA,28622,18.78,1.22,6.1,7.6,21,Z3,30.000,0.133,1
DATA,28880,18.75,1.25,6.2,7.6,21,Z3,30.000,0.237,1
DATA,29139,18.76,1.24,6.2,7.6,21,Z3,30.000,-0.100,1
DATA,29397,18.97,1.03,5.2,7.0,21,Z3,30.000,-2.079,1
--------------------------------------------
STOP       : TARGET
Setpoint   : 20.0g
Massa akhir: 20.23g
Error akhir: 0.23g
Error%     : 1.1%
Durasi     : 31117ms
Bridging   : 1x
STATUS     : AKURAT
=== SUMMARY TRIAL ===
Controller: Fixed PID
TrialNo: 4
Setpoint_g: 20.00
EarlyStop_g: 0.40
StopTarget_g: 19.60
Kp: 2.500
Ki: 0.150
Kd: 0.030
IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
FinalMass_g: 20.23
FinalError_g: 0.23
FinalError_pct: 1.14
Duration_ms: 31117
Duration_s: 31.12
TimeTo90_ms: 26040
RiseTime_10_90_ms: 23240
TimeToTolerance_ms: 29655
SettlingTime_ms: 29655
SettlingTol_pct: 5.00
SettlingTol_g: 1.00
MaxMass_g: 20.23
MaxOvershoot_g: 0.23
MaxOvershoot_pct: 1.14
BridgingCount: 1
Status: AKURAT
Valid: TRUE
StopReason: TARGET
=== TRIAL END ===
--------------------------------------------
r=reset | g=ulangi | c=parameter
