======== PARAMETER AKTIF (Fixed PID) ========
Setpoint   : 20.0g
Kp         : 2.50
Ki         : 0.150
Kd         : 0.030
IntMax     : 30.0
SUDUT_MIN  : 20deg
SUDUT_BUKA : 40deg
EARLY_STOP : SP - 0.40g
STOP saat  : 19.6g
HAMMER_TH  : error > 3.0g
=================================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Fixed PID
TrialNo: 6
Setpoint_g: 20.00
EarlyStop_g: 0.40
StopTarget_g: 19.60
Kp: 2.500
Ki: 0.150
Kd: 0.030
IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,bridging_count
=== DATA START ===
DATA,100,0.00,20.00,100.0,56.3,31,Z1,2.000,200.000,0
DATA,218,0.10,19.90,99.5,50.3,29,Z1,3.990,-1.032,0
DATA,476,0.93,19.07,95.3,48.3,29,Z1,5.897,-8.276,0
DATA,735,2.39,17.61,88.0,44.7,28,Z1,7.657,-14.606,0
DATA,993,2.33,17.67,88.3,45.6,28,Z1,9.424,0.592,0
DATA,1251,2.00,18.00,90.0,46.8,29,Z1,11.224,3.285,0
DATA,1509,2.08,17.92,89.6,46.7,29,Z1,13.016,-0.740,0
DATA,1767,2.32,17.68,88.4,46.3,29,Z1,14.784,-2.442,0
DATA,2026,2.51,17.49,87.4,46.1,29,Z1,16.533,-1.920,0
DATA,2284,2.46,17.54,87.7,46.6,29,Z1,18.286,0.529,0
DATA,2542,3.49,16.51,82.6,44.0,28,Z1,19.938,-10.270,0
DATA,2800,4.03,15.97,79.9,43.0,28,Z1,21.535,-5.376,0
DATA,3058,3.98,16.02,80.1,43.5,28,Z1,23.137,0.485,0
DATA,3317,3.99,16.01,80.1,43.7,28,Z1,24.739,-0.107,0
DATA,3575,3.97,16.03,80.2,44.0,28,Z1,26.342,0.215,0
DATA,3833,4.01,15.99,79.9,44.1,28,Z1,27.941,-0.466,0
DATA,4091,3.98,16.02,80.1,44.5,28,Z1,29.542,0.307,0
DATA,4350,3.99,16.01,80.1,44.5,28,Z1,30.000,-0.063,0
DATA,4608,5.23,14.77,73.9,41.1,28,Z1,30.000,-12.397,0
DATA,4866,5.60,14.40,72.0,40.4,27,Z1,30.000,-3.748,0
DATA,5124,5.57,14.43,72.2,40.6,27,Z1,30.000,0.341,0
DATA,5382,5.60,14.40,72.0,40.5,27,Z1,30.000,-0.322,0
DATA,5641,5.60,14.40,72.0,40.5,27,Z1,30.000,0.011,0
DATA,5899,5.59,14.41,72.0,40.5,27,Z1,30.000,0.074,0
DATA,6157,5.60,14.40,72.0,40.5,27,Z1,30.000,-0.067,0
DATA,6415,5.64,14.36,71.8,40.4,27,Z1,30.000,-0.381,0
DATA,6674,5.62,14.38,71.9,40.5,27,Z1,30.000,0.185,0
DATA,6932,5.83,14.17,70.8,39.9,27,Z1,30.000,-2.116,0
