======== PARAMETER AKTIF (Fixed PID) ========
Setpoint   : 20.0g
Kp         : 2.50
Ki         : 0.150
Kd         : 0.030
IntMax     : 30.0
SUDUT_MIN  : 20deg
SUDUT_BUKA : 40deg
EARLY_STOP : SP - 0.40g
STOP saat  : 19.6g
HAMMER_TH  : error > 3.0g
=================================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Fixed PID
TrialNo: 6
Setpoint_g: 20.00
EarlyStop_g: 0.40
StopTarget_g: 19.60
Kp: 2.500
Ki: 0.150
Kd: 0.030
IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,bridging_count
DATA,7190,5.94,14.06,70.3,39.6,27,Z1,30.000,-1.084,0
DATA,7448,5.44,14.56,72.8,41.0,28,Z1,30.000,4.957,0
DATA,7706,5.44,14.56,72.8,40.9,27,Z1,30.000,0.022,0
DATA,7965,5.55,14.45,72.3,40.6,27,Z1,30.000,-1.084,0
DATA,8223,5.84,14.16,70.8,39.8,27,Z1,30.000,-2.860,0
DATA,8481,5.69,14.31,71.6,40.3,27,Z1,30.000,1.454,0
DATA,8739,5.76,14.24,71.2,40.1,27,Z1,30.000,-0.677,0
DATA,8997,5.81,14.19,70.9,40.0,27,Z1,30.000,-0.540,0
BRIDGING #1 @5.86g hammer
DATA,9256,5.86,14.14,70.7,39.8,27,Z1,30.000,-0.459,1
DATA,9514,5.76,14.24,71.2,40.1,27,Z1,30.000,0.943,1
DATA,9772,5.65,14.35,71.7,40.4,27,Z1,30.000,1.095,1
DATA,10030,5.67,14.33,71.6,40.3,27,Z1,30.000,-0.192,1
DATA,10288,6.17,13.83,69.2,38.9,27,Z1,30.000,-4.946,1
DATA,10546,6.70,13.30,66.5,37.6,27,Z1,30.000,-5.276,1
DATA,10805,6.65,13.35,66.8,37.9,27,Z1,30.000,0.485,1
DATA,11063,6.68,13.32,66.6,37.8,27,Z1,30.000,-0.292,1
DATA,11321,6.68,13.32,66.6,37.8,27,Z1,30.000,-0.070,1
DATA,11579,6.75,13.25,66.3,37.6,27,Z1,30.000,-0.647,1
DATA,11838,6.74,13.26,66.3,37.7,27,Z1,30.000,0.122,1
DATA,12096,6.84,13.16,65.8,37.4,27,Z1,30.000,-1.073,1
DATA,12354,6.89,13.11,65.6,37.3,27,Z1,30.000,-0.447,1
DATA,12612,6.86,13.14,65.7,37.3,27,Z1,30.000,0.237,1
DATA,12870,6.88,13.12,65.6,37.3,27,Z1,30.000,-0.178,1
DATA,13129,6.90,13.10,65.5,37.2,27,Z1,30.000,-0.178,1
DATA,13387,6.90,13.10,65.5,37.3,27,Z1,30.000,-0.003,1
DATA,13645,6.85,13.15,65.7,37.4,27,Z1,30.000,0.455,1
DATA,13903,6.91,13.09,65.4,37.2,27,Z1,30.000,-0.574,1
DATA,14162,6.93,13.07,65.4,37.2,27,Z1,30.000,-0.170,1
DATA,14420,6.91,13.09,65.4,37.2,27,Z1,30.000,0.178,1
DATA,14678,6.88,13.12,65.6,37.3,27,Z1,30.000,0.263,1
DATA,14936,7.72,12.28,61.4,35.0,26,Z1,30.000,-8.335,1
DATA,15194,9.50,10.50,52.5,30.2,25,Z1,30.000,-17.821,1
DATA,15453,9.40,10.60,53.0,31.0,26,Z1,30.000,1.006,1
DATA,15711,9.39,10.61,53.0,31.0,26,Z1,30.000,0.048,1
DATA,15969,9.39,10.61,53.0,31.0,26,Z1,30.000,0.015,1
DATA,16227,9.18,10.82,54.1,31.6,26,Z1,30.000,2.135,1
DATA,16486,9.29,10.71,53.5,31.2,26,Z1,30.000,-1.117,1
DATA,16744,9.42,10.58,52.9,30.9,25,Z1,30.000,-1.321,1
DATA,17002,10.67,9.33,46.7,27.5,25,Z2,30.000,-12.427,1
DATA,17260,12.08,7.92,39.6,23.9,24,Z2,30.000,-14.103,1
DATA,17518,12.29,7.71,38.6,23.7,24,Z2,30.000,-2.098,1
DATA,17777,12.13,7.87,39.4,24.2,24,Z2,30.000,1.583,1
DATA,18035,12.06,7.94,39.7,24.4,24,Z2,30.000,0.636,1
DATA,18293,12.16,7.84,39.2,24.1,24,Z2,30.000,-0.988,1
DATA,18551,12.12,7.88,39.4,24.2,24,Z2,30.000,0.477,1
DATA,18810,12.15,7.85,39.2,24.1,24,Z2,30.000,-0.377,1
DATA,19068,13.87,6.13,30.6,19.3,23,Z2,30.000,-17.170,1
DATA,19326,14.17,5.83,29.2,19.0,23,Z2,30.000,-2.967,1
DATA,19584,14.10,5.90,29.5,19.3,23,Z2,30.000,0.696,1
DATA,19843,14.11,5.89,29.4,19.2,23,Z2,30.000,-0.159,1
DATA,20101,14.13,5.87,29.3,19.2,23,Z2,30.000,-0.211,1
DATA,20359,14.11,5.89,29.5,19.2,23,Z2,30.000,0.285,1
DATA,20617,14.15,5.85,29.3,19.1,23,Z2,30.000,-0.436,1
DATA,20876,14.22,5.78,28.9,18.9,23,Z2,30.000,-0.699,1
DATA,21134,14.12,5.88,29.4,19.2,23,Z2,30.000,1.017,1
DATA,21392,14.09,5.91,29.6,19.3,23,Z2,30.000,0.315,1
DATA,21650,14.08,5.92,29.6,19.3,23,Z2,30.000,0.092,1
DATA,21908,14.09,5.91,29.5,19.3,23,Z2,30.000,-0.166,1
DATA,22167,14.06,5.94,29.7,19.4,23,Z2,30.000,0.326,1
DATA,22425,14.09,5.91,29.6,19.3,23,Z2,30.000,-0.266,1
DATA,22683,14.13,5.87,29.4,19.2,23,Z2,30.000,-0.388,1
DATA,22941,14.16,5.84,29.2,19.1,23,Z2,30.000,-0.340,1
DATA,23199,15.69,4.31,21.5,14.8,22,Z2,30.000,-15.339,1
DATA,23457,17.34,2.66,13.3,10.7,21,Z3,30.000,-16.471,1
DATA,23716,17.31,2.69,13.4,11.2,22,Z3,30.000,0.311,1
DATA,23974,17.84,2.16,10.8,9.8,21,Z3,30.000,-5.254,1
DATA,24232,17.61,2.39,11.9,10.5,21,Z3,30.000,2.216,1
DATA,24490,17.38,2.62,13.1,11.1,22,Z3,30.000,2.338,1
DATA,24749,17.21,2.79,13.9,11.5,22,Z3,30.000,1.687,1
DATA,25007,17.27,2.73,13.6,11.3,22,Z3,30.000,-0.622,1
DATA,25265,18.27,1.73,8.6,8.5,21,Z3,30.000,-9.989,1
DATA,25523,18.60,1.40,7.0,7.9,21,Z3,30.000,-3.263,1
DATA,25781,18.44,1.56,7.8,8.4,21,Z3,30.000,1.561,1
DATA,26040,18.43,1.57,7.9,8.4,21,Z3,30.000,0.170,1
DATA,26298,18.27,1.73,8.6,8.9,21,Z3,30.000,1.550,1
DATA,26556,18.26,1.74,8.7,8.9,21,Z3,30.000,0.126,1
DATA,26814,18.26,1.74,8.7,8.8,21,Z3,30.000,-0.041,1
DATA,27073,18.35,1.65,8.3,8.6,21,Z3,30.000,-0.844,1
DATA,27331,19.26,0.74,3.7,6.1,21,Z3,30.000,-9.182,1
DATA,27589,19.42,0.58,2.9,5.9,20,Z3,30.000,-1.561,1
DATA,27847,19.35,0.65,3.2,6.1,21,Z3,30.000,0.688,1
DATA,28105,19.36,0.64,3.2,6.1,21,Z3,30.000,-0.092,1
DATA,28364,19.41,0.59,3.0,6.0,20,Z3,30.000,-0.440,1
DATA,28622,19.43,0.57,2.9,5.9,20,Z3,30.000,-0.214,1
DATA,28880,19.41,0.59,2.9,6.0,20,Z3,30.000,0.166,1
DATA,29138,19.43,0.57,2.8,5.9,20,Z3,30.000,-0.244,1
DATA,29397,19.40,0.60,3.0,6.0,21,Z3,30.000,0.381,1
DATA,29655,19.43,0.57,2.8,5.9,20,Z3,30.000,-0.355,1
DATA,29913,19.44,0.56,2.8,5.9,20,Z3,30.000,-0.052,1
DATA,30171,19.36,0.64,3.2,6.1,21,Z3,30.000,0.803,1
DATA,30429,19.39,0.61,3.0,6.0,21,Z3,30.000,-0.377,1
DATA,30688,19.43,0.57,2.8,5.9,20,Z3,30.000,-0.370,1
DATA,30946,19.41,0.59,2.9,6.0,20,Z3,30.000,0.215,1
DATA,31204,19.42,0.58,2.9,6.0,20,Z3,30.000,-0.067,1
DATA,31462,19.46,0.54,2.7,5.8,20,Z3,30.000,-0.414,1
DATA,31721,19.51,0.49,2.4,5.7,20,Z3,30.000,-0.518,1
DATA,31979,19.54,0.46,2.3,5.6,20,Z3,30.000,-0.337,1
--------------------------------------------
STOP       : TARGET
Setpoint   : 20.0g
Massa akhir: 19.47g
Error akhir: -0.53g
Error%     : -2.7%
Durasi     : 33699ms
Bridging   : 1x
STATUS     : AKURAT
=== SUMMARY TRIAL ===
Controller: Fixed PID
TrialNo: 6
Setpoint_g: 20.00
EarlyStop_g: 0.40
StopTarget_g: 19.60
Kp: 2.500
Ki: 0.150
Kd: 0.030
IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
FinalMass_g: 19.47
FinalError_g: -0.53
FinalError_pct: -2.67
Duration_ms: 33699
Duration_s: 33.70
TimeTo90_ms: 25265
RiseTime_10_90_ms: 24530
TimeToTolerance_ms: 27331
SettlingTime_ms: 27331
SettlingTol_pct: 5.00
SettlingTol_g: 1.00
MaxMass_g: 19.62
MaxOvershoot_g: 0.00
MaxOvershoot_pct: 0.00
BridgingCount: 1
Status: AKURAT
Valid: TRUE
StopReason: TARGET
=== TRIAL END ===
--------------------------------------------
r=reset | g=ulangi | c=parameter
