======== PARAMETER AKTIF (Fixed PID) ========
Setpoint   : 30.0g
Kp         : 2.50
Ki         : 0.150
Kd         : 0.030
IntMax     : 30.0
SUDUT_MIN  : 20deg
SUDUT_BUKA : 40deg
EARLY_STOP : SP - 0.40g
STOP saat  : 29.6g
HAMMER_TH  : error > 3.0g
=================================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Fixed PID
TrialNo: 9
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Kp: 2.500
Ki: 0.150
Kd: 0.030
IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,bridging_count
=== DATA START ===
DATA,100,0.00,30.00,100.0,84.4,36,Z1,3.000,300.000,0
DATA,218,0.00,30.00,100.0,75.9,34,Z1,6.000,0.000,0
DATA,476,1.55,28.45,94.8,72.0,34,Z1,8.845,-15.520,0
DATA,734,5.89,24.11,80.4,60.7,31,Z1,11.256,-43.348,0
DATA,993,6.29,23.71,79.0,61.2,32,Z1,13.627,-4.036,0
DATA,1251,6.25,23.75,79.2,61.8,32,Z1,16.002,0.374,0
DATA,1509,6.24,23.76,79.2,62.2,32,Z1,18.378,0.104,0
DATA,1767,6.22,23.78,79.3,62.6,32,Z1,20.756,0.274,0
DATA,2026,6.24,23.76,79.2,62.9,32,Z1,23.132,-0.248,0
DATA,2284,6.28,23.72,79.1,63.1,32,Z1,25.504,-0.374,0
DATA,2542,8.27,21.73,72.4,57.9,31,Z1,27.678,-19.896,0
DATA,2800,10.01,19.99,66.6,53.9,30,Z1,29.677,-17.396,0
DATA,3058,9.82,20.18,67.3,55.0,30,Z1,30.000,1.842,0
DATA,3317,9.91,20.09,67.0,54.7,30,Z1,30.000,-0.866,0
DATA,3575,9.94,20.06,66.9,54.6,30,Z1,30.000,-0.300,0
DATA,3833,10.07,19.93,66.4,54.3,30,Z1,30.000,-1.306,0
DATA,4091,10.03,19.97,66.6,54.4,30,Z1,30.000,0.436,0
DATA,4350,10.12,19.88,66.3,54.2,30,Z1,30.000,-0.973,0
DATA,4608,12.15,17.85,59.5,48.5,29,Z1,30.000,-20.277,0
DATA,4866,14.55,15.45,51.5,42.4,28,Z1,30.000,-23.958,0
DATA,5124,15.15,14.85,49.5,41.4,28,Z2,30.000,-6.053,0
DATA,5382,14.65,15.35,51.2,43.0,28,Z1,30.000,5.039,0
DATA,5641,14.74,15.26,50.9,42.6,28,Z1,30.000,-0.962,0
DATA,5899,14.78,15.22,50.7,42.5,28,Z1,30.000,-0.322,0
DATA,6157,14.70,15.30,51.0,42.8,28,Z1,30.000,0.769,0
DATA,6416,14.78,15.22,50.7,42.5,28,Z1,30.000,-0.806,0
DATA,6674,16.11,13.89,46.3,38.8,27,Z2,30.000,-13.248,0
DATA,6932,16.88,13.12,43.7,37.1,27,Z2,30.000,-7.743,0
DATA,7190,17.07,12.93,43.1,36.8,27,Z2,30.000,-1.876,0
DATA,7448,17.00,13.00,43.3,37.0,27,Z2,30.000,0.685,0
DATA,7707,17.05,12.95,43.2,36.9,27,Z2,30.000,-0.496,0
DATA,7965,17.00,13.00,43.3,37.0,27,Z2,30.000,0.448,0
DATA,8223,16.98,13.02,43.4,37.1,27,Z2,30.000,0.222,0
DATA,8481,17.02,12.98,43.3,37.0,27,Z2,30.000,-0.344,0
DATA,8739,18.24,11.76,39.2,33.5,26,Z2,30.000,-12.201,0
DATA,8998,18.50,11.50,38.3,33.2,26,Z2,30.000,-2.616,0
DATA,9256,18.54,11.46,38.2,33.1,26,Z2,30.000,-0.392,0
DATA,9514,18.54,11.46,38.2,33.1,26,Z2,30.000,-0.048,0
DATA,9772,18.55,11.45,38.2,33.1,26,Z2,30.000,-0.085,0
DATA,10031,18.54,11.46,38.2,33.1,26,Z2,30.000,0.085,0
DATA,10289,18.49,11.51,38.4,33.3,26,Z2,30.000,0.540,0
DATA,10547,18.51,11.49,38.3,33.2,26,Z2,30.000,-0.240,0
DATA,10805,18.54,11.46,38.2,33.1,26,Z2,30.000,-0.296,0
DATA,11063,18.79,11.21,37.4,32.4,26,Z2,30.000,-2.501,0
DATA,11322,19.46,10.54,35.1,30.6,25,Z2,30.000,-6.715,0
DATA,11580,19.50,10.50,35.0,30.7,25,Z2,30.000,-0.341,0
DATA,11838,19.53,10.47,34.9,30.7,25,Z2,30.000,-0.307,0
DATA,12096,19.61,10.39,34.6,30.4,25,Z2,30.000,-0.877,0
DATA,12355,19.65,10.35,34.5,30.4,25,Z2,30.000,-0.385,0
DATA,12613,19.46,10.54,35.1,30.9,25,Z2,30.000,1.961,0
DATA,12871,21.48,8.52,28.4,25.2,24,Z2,30.000,-20.215,0
DATA,13129,23.67,6.33,21.1,19.7,23,Z2,30.000,-21.876,0
DATA,13388,23.52,6.48,21.6,20.8,23,Z2,30.000,1.509,0
DATA,13646,23.42,6.58,21.9,21.0,23,Z2,30.000,0.929,0
DATA,13904,23.71,6.29,21.0,20.1,23,Z2,30.000,-2.919,0
DATA,14162,23.86,6.14,20.5,19.8,23,Z2,30.000,-1.469,0
DATA,14421,23.81,6.19,20.6,20.0,23,Z2,30.000,0.503,0
DATA,14679,23.49,6.51,21.7,20.9,23,Z2,30.000,3.252,0
DATA,14937,23.81,6.19,20.6,19.9,23,Z2,30.000,-3.289,0
DATA,15195,24.03,5.97,19.9,19.4,23,Z2,30.000,-2.127,0
DATA,15453,24.01,5.99,20.0,19.5,23,Z2,30.000,0.196,0
DATA,15712,23.99,6.01,20.0,19.5,23,Z2,30.000,0.204,0
DATA,15970,24.03,5.97,19.9,19.4,23,Z2,30.000,-0.377,0
DATA,16228,23.97,6.03,20.1,19.6,23,Z2,30.000,0.544,0
DATA,16486,23.88,6.12,20.4,19.8,23,Z2,30.000,0.940,0
DATA,16745,23.89,6.11,20.4,19.8,23,Z2,30.000,-0.118,0
DATA,17003,24.50,5.50,18.3,18.1,23,Z2,30.000,-6.079,0
DATA,17261,24.87,5.13,17.1,17.2,23,Z2,30.000,-3.688,0
DATA,17519,25.09,4.91,16.4,16.7,23,Z2,30.000,-2.283,0
DATA,17777,25.01,4.99,16.6,17.0,23,Z2,30.000,0.799,0
DATA,18036,24.96,5.04,16.8,17.1,23,Z2,30.000,0.518,0
DATA,18294,25.01,4.99,16.6,17.0,23,Z2,30.000,-0.499,0
DATA,18552,25.11,4.89,16.3,16.7,23,Z2,30.000,-0.981,0
DATA,18810,25.08,4.92,16.4,16.8,23,Z2,30.000,0.326,0
DATA,19068,25.27,4.73,15.8,16.3,23,Z2,30.000,-1.935,0
DATA,19327,25.50,4.50,15.0,15.7,22,Z3,30.000,-2.309,0
DATA,19585,25.46,4.54,15.1,15.9,22,Z2,30.000,0.377,0
DATA,19843,25.45,4.55,15.2,15.9,22,Z2,30.000,0.170,0
DATA,20101,25.62,4.38,14.6,15.4,22,Z3,30.000,-1.780,0
DATA,20360,25.82,4.18,13.9,14.9,22,Z3,30.000,-1.994,0
DATA,20618,25.50,4.50,15.0,15.8,22,Z3,30.000,3.200,0
DATA,20876,25.47,4.53,15.1,15.8,22,Z2,30.000,0.344,0
DATA,21134,25.46,4.54,15.1,15.9,22,Z2,30.000,0.096,0
DATA,21392,25.67,4.33,14.4,15.3,22,Z3,30.000,-2.105,0
DATA,21651,25.61,4.39,14.6,15.5,22,Z3,30.000,0.599,0
DATA,21909,25.52,4.48,14.9,15.7,22,Z3,30.000,0.877,0
DATA,22167,25.47,4.53,15.1,15.8,22,Z2,30.000,0.522,0
DATA,22425,25.58,4.42,14.7,15.5,22,Z3,30.000,-1.099,0
DATA,22684,25.56,4.44,14.8,15.6,22,Z3,30.000,0.178,0
DATA,22942,25.47,4.53,15.1,15.8,22,Z2,30.000,0.914,0
DATA,23200,25.53,4.47,14.9,15.7,22,Z3,30.000,-0.581,0
