======== PARAMETER AKTIF (Fixed PID) ========
Setpoint   : 30.0g
Kp         : 2.50
Ki         : 0.150
Kd         : 0.030
IntMax     : 30.0
SUDUT_MIN  : 20deg
SUDUT_BUKA : 40deg
EARLY_STOP : SP - 0.40g
STOP saat  : 29.6g
HAMMER_TH  : error > 3.0g
=================================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Fixed PID
TrialNo: 4
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Kp: 2.500
Ki: 0.150
Kd: 0.030
IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,bridging_count
DATA,23199,27.13,2.87,9.6,11.8,22,Z3,30.000,3.352,1
DATA,23457,27.15,2.85,9.5,11.6,22,Z3,30.000,-0.263,1
DATA,23716,27.13,2.87,9.6,11.7,22,Z3,30.000,0.196,1
DATA,23974,27.48,2.52,8.4,10.7,21,Z3,30.000,-3.489,1
DATA,24232,27.09,2.91,9.7,11.9,22,Z3,30.000,3.973,1
DATA,24490,27.08,2.92,9.7,11.8,22,Z3,30.000,0.055,1
DATA,24749,27.22,2.78,9.3,11.4,22,Z3,30.000,-1.432,1
DATA,25007,27.19,2.81,9.4,11.5,22,Z3,30.000,0.348,1
DATA,25265,27.42,2.58,8.6,10.9,21,Z3,30.000,-2.297,1
DATA,25523,27.60,2.40,8.0,10.4,21,Z3,30.000,-1.820,1
DATA,25781,27.53,2.47,8.2,10.7,21,Z3,30.000,0.714,1
DATA,26040,27.57,2.43,8.1,10.6,21,Z3,30.000,-0.411,1
DATA,26298,27.62,2.38,7.9,10.4,21,Z3,30.000,-0.496,1
DATA,26556,27.61,2.39,8.0,10.5,21,Z3,30.000,0.141,1
DATA,26814,27.60,2.40,8.0,10.5,21,Z3,30.000,0.015,1
DATA,27073,27.59,2.41,8.0,10.5,21,Z3,30.000,0.111,1
DATA,27331,27.82,2.18,7.3,9.9,21,Z3,30.000,-2.283,1
DATA,27589,28.06,1.94,6.5,9.3,21,Z3,30.000,-2.338,1
DATA,27847,27.99,2.01,6.7,9.5,21,Z3,30.000,0.658,1
DATA,28105,27.96,2.04,6.8,9.6,21,Z3,30.000,0.263,1
DATA,28364,28.01,1.99,6.6,9.5,21,Z3,30.000,-0.459,1
DATA,28622,27.98,2.02,6.7,9.5,21,Z3,30.000,0.240,1
DATA,28880,27.97,2.03,6.8,9.6,21,Z3,30.000,0.189,1
DATA,29138,28.02,1.98,6.6,9.4,21,Z3,30.000,-0.522,1
DATA,29397,28.18,1.82,6.1,9.0,21,Z3,30.000,-1.646,1
DATA,29655,28.60,1.40,4.7,7.9,21,Z3,30.000,-4.206,1
DATA,29913,28.64,1.36,4.5,7.9,21,Z3,30.000,-0.326,1
DATA,30171,28.61,1.39,4.6,8.0,21,Z3,30.000,0.292,1
DATA,30429,28.66,1.34,4.5,7.8,21,Z3,30.000,-0.514,1
DATA,30688,28.66,1.34,4.5,7.9,21,Z3,30.000,0.022,1
DATA,30946,28.62,1.38,4.6,8.0,21,Z3,30.000,0.362,1
DATA,31204,28.63,1.37,4.6,7.9,21,Z3,30.000,-0.133,1
DATA,31462,29.45,0.55,1.8,5.6,20,Z3,30.000,-8.128,1
--------------------------------------------
STOP       : TARGET
Setpoint   : 30.0g
Massa akhir: 30.14g
Error akhir: 0.14g
Error%     : 0.5%
Durasi     : 33183ms
Bridging   : 1x
STATUS     : AKURAT
=== SUMMARY TRIAL ===
Controller: Fixed PID
TrialNo: 4
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Kp: 2.500
Ki: 0.150
Kd: 0.030
IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
FinalMass_g: 30.14
FinalError_g: 0.14
FinalError_pct: 0.46
Duration_ms: 33183
Duration_s: 33.18
TimeTo90_ms: 21133
RiseTime_10_90_ms: 18591
TimeToTolerance_ms: 29655
SettlingTime_ms: 29655
SettlingTol_pct: 5.00
SettlingTol_g: 1.50
MaxMass_g: 30.14
MaxOvershoot_g: 0.14
MaxOvershoot_pct: 0.46
BridgingCount: 1
Status: AKURAT
Valid: TRUE
StopReason: TARGET
=== TRIAL END ===
--------------------------------------------
r=reset | g=ulangi | c=parameter
