No,Scenario,Controller,Setpoint_g,TrialNo,FileName,FinalMass_g,FinalError_g,FinalError_pct,AbsError_g,AbsError_pct,MaxOvershoot_g,MaxOvershoot_pct,Duration_s,TimeTo90_s,RiseTime_10_90_s,SettlingTime_s,BridgingCount,Status,Valid,StopReason,EarlyStop_g,Notes,WithinTolerance
123,Manual Presisi,Manual Presisi,15.0,3,ManualPresisi_SP15_trial03.txt,15.16,0.16,1.06,0.16,1.06,0.32,2.13,56.78,54.459,51.917,56.267,3,AKURAT,True,TARGET,0.4,,1
124,Manual Presisi,Manual Presisi,15.0,4,ManualPresisi_SP15_trial04.txt,14.35,-0.65,-4.32,0.65,4.32,0.0,0.0,62.99,41.547,34.871,61.695,3,AKURAT,True,TARGET,0.4,,1
125,Manual Presisi,Manual Presisi,15.0,5,ManualPresisi_SP15_trial05.txt,16.62,1.62,10.77,1.62,10.77,1.62,10.77,29.66,29.144,24.535,,6,OVERSHOOT,True,TARGET,0.4,,0
126,Manual Presisi,Manual Presisi,15.0,6,ManualPresisi_SP15_trial06.txt,14.49,-0.51,-3.37,0.51,3.37,0.0,0.0,34.05,33.795,29.186,33.795,4,AKURAT,True,TARGET,0.4,,1
127,Manual Presisi,Manual Presisi,15.0,7,ManualPresisi_SP15_trial07.txt,15.89,0.89,5.91,0.89,5.91,0.89,5.91,15.2,12.874,5.683,,1,OVERSHOOT,True,TARGET,0.4,,0
128,Manual Presisi,Manual Presisi,15.0,8,ManualPresisi_SP15_trial08.txt,14.66,-0.34,-2.26,0.34,2.26,0.0,0.0,40.51,25.273,18.597,33.538,1,AKURAT,True,TARGET,0.4,,1
129,Manual Presisi,Manual Presisi,15.0,9,ManualPresisi_SP15_trial09.txt,15.4,0.4,2.68,0.4,2.68,0.4,2.68,33.8,31.471,28.154,33.28,4,AKURAT,True,TARGET,0.4,,1
130,Manual Presisi,Manual Presisi,15.0,10,ManualPresisi_SP15_trial10.txt,21.01,6.01,40.06,6.01,40.06,6.01,40.06,8.48,8.225,1.033,,1,OVERSHOOT,True,TARGET,0.4,,0
131,Manual Presisi,Manual Presisi,20.0,1,ManualPresisi_SP20_trial01.txt,23.33,3.33,16.67,3.33,16.67,3.33,16.67,67.88,66.329,61.721,,14,OVERSHOOT,True,TARGET,0.4,,0
132,Manual Presisi,Manual Presisi,20.0,2,ManualPresisi_SP20_trial02.txt,19.68,-0.32,-1.62,0.32,1.62,0.0,0.0,44.12,37.925,30.477,41.8,3,AKURAT,True,TARGET,0.4,,1
133,Manual Presisi,Manual Presisi,20.0,3,ManualPresisi_SP20_trial03.txt,23.75,3.75,18.77,3.75,18.77,3.75,18.77,38.7,38.44,33.573,,3,OVERSHOOT,True,TARGET,0.4,,0
134,Manual Presisi,Manual Presisi,20.0,4,ManualPresisi_SP20_trial04.txt,20.34,0.34,1.72,0.34,1.72,0.34,1.72,44.38,35.341,28.15,39.989,4,AKURAT,True,TARGET,0.4,,1
135,Manual Presisi,Manual Presisi,20.0,5,ManualPresisi_SP20_trial05.txt,25.23,5.23,26.17,5.23,26.17,5.23,26.17,20.62,20.359,13.169,,3,OVERSHOOT,True,TARGET,0.4,,0
136,Manual Presisi,Manual Presisi,20.0,6,ManualPresisi_SP20_trial06.txt,19.97,-0.03,-0.17,0.03,0.17,0.0,0.02,42.31,38.439,38.339,41.796,4,AKURAT,True,TARGET,0.4,,1
137,Manual Presisi,Manual Presisi,20.0,7,ManualPresisi_SP20_trial07.txt,19.95,-0.05,-0.26,0.05,0.26,0.0,0.0,44.89,44.635,40.027,44.635,7,AKURAT,True,TARGET,0.4,,1
138,Manual Presisi,Manual Presisi,20.0,8,ManualPresisi_SP20_trial08.txt,21.06,1.06,5.29,1.06,5.29,1.06,5.29,65.04,64.525,57.334,,2,OVERSHOOT,True,TARGET,0.4,,0
139,Manual Presisi,Manual Presisi,20.0,9,ManualPresisi_SP20_trial09.txt,19.38,-0.62,-3.09,0.62,3.09,0.0,0.0,28.88,28.365,21.175,28.624,3,AKURAT,True,TARGET,0.4,,1
140,Manual Presisi,Manual Presisi,20.0,10,ManualPresisi_SP20_trial10.txt,20.01,0.01,0.04,0.01,0.04,0.01,0.04,42.05,20.361,13.171,37.664,1,AKURAT,True,TARGET,0.4,,1
141,Manual Presisi,Manual Presisi,25.0,1,ManualPresisi_SP25_trial01.txt,24.78,-0.22,-0.86,0.22,0.86,0.0,0.0,81.58,42.577,37.71,81.323,3,AKURAT,True,TARGET,0.4,,1
142,Manual Presisi,Manual Presisi,25.0,2,ManualPresisi_SP25_trial02.txt,27.38,2.38,9.53,2.38,9.53,2.38,9.53,32.51,32.248,24.798,,4,OVERSHOOT,True,TARGET,0.4,,0
143,Manual Presisi,Manual Presisi,25.0,3,ManualPresisi_SP25_trial03.txt,32.6,7.6,30.4,7.6,30.4,7.6,30.4,38.96,38.448,30.998,,6,OVERSHOOT,True,TARGET,0.4,,0
144,Manual Presisi,Manual Presisi,25.0,4,ManualPresisi_SP25_trial04.txt,30.12,5.12,20.46,5.12,20.46,5.12,20.46,20.37,19.85,12.658,,3,OVERSHOOT,True,TARGET,0.4,,0
145,Manual Presisi,Manual Presisi,25.0,5,ManualPresisi_SP25_trial05.txt,24.9,-0.1,-0.4,0.1,0.4,0.0,0.0,40.25,39.738,32.288,39.996,6,AKURAT,True,TARGET,0.4,,1
146,Manual Presisi,Manual Presisi,25.0,6,ManualPresisi_SP25_trial06.txt,27.72,2.72,10.87,2.72,10.87,2.72,10.87,45.16,44.904,40.553,,8,OVERSHOOT,True,TARGET,0.4,,0
147,Manual Presisi,Manual Presisi,25.0,7,ManualPresisi_SP25_trial07.txt,24.67,-0.33,-1.34,0.33,1.34,0.0,0.0,51.88,44.643,40.293,48.0,6,AKURAT,True,TARGET,0.4,,1
148,Manual Presisi,Manual Presisi,25.0,8,ManualPresisi_SP25_trial08.txt,24.88,-0.12,-0.47,0.12,0.47,0.0,0.0,60.92,41.546,37.196,54.203,5,AKURAT,True,TARGET,0.4,,1
149,Manual Presisi,Manual Presisi,25.0,9,ManualPresisi_SP25_trial09.txt,24.84,-0.16,-0.65,0.16,0.65,0.0,0.0,69.19,63.245,55.795,66.862,10,AKURAT,True,TARGET,0.4,,1
150,Manual Presisi,Manual Presisi,25.0,10,ManualPresisi_SP25_trial10.txt,24.77,-0.23,-0.91,0.23,0.91,0.0,0.0,83.66,60.147,49.597,79.006,10,AKURAT,True,TARGET,0.4,,1
151,Manual Presisi,Manual Presisi,30.0,1,ManualPresisi_SP30_trial01.txt,31.11,1.11,3.69,1.11,3.69,1.11,3.69,72.8,72.283,63.283,72.541,11,AKURAT,True,TARGET,0.4,,1
152,Manual Presisi,Manual Presisi,30.0,2,ManualPresisi_SP30_trial02.txt,30.14,0.14,0.47,0.14,0.47,0.14,0.47,52.4,37.93,30.48,50.071,4,AKURAT,True,TARGET,0.4,,1
153,Manual Presisi,Manual Presisi,30.0,3,ManualPresisi_SP30_trial03.txt,30.0,0.0,0.01,0.0,0.01,0.0,0.01,51.88,51.363,43.912,51.363,6,AKURAT,True,TARGET,0.4,,1
154,Manual Presisi,Manual Presisi,30.0,4,ManualPresisi_SP30_trial04.txt,30.46,0.46,1.53,0.46,1.53,0.46,1.53,44.13,29.147,22.472,41.805,4,AKURAT,True,TARGET,0.4,,1
155,Manual Presisi,Manual Presisi,30.0,5,ManualPresisi_SP30_trial05.txt,32.24,2.24,7.46,2.24,7.46,2.24,7.46,81.58,69.441,65.091,,16,OVERSHOOT,True,TARGET,0.4,,0
156,Manual Presisi,Manual Presisi,30.0,6,ManualPresisi_SP30_trial06.txt,31.33,1.33,4.42,1.33,4.42,1.33,4.42,62.72,56.781,43.39,57.039,7,AKURAT,True,TARGET,0.4,,1
157,Manual Presisi,Manual Presisi,30.0,7,ManualPresisi_SP30_trial07.txt,37.25,7.25,24.18,7.25,24.18,7.25,24.18,82.09,81.578,75.42,,13,OVERSHOOT,True,TARGET,0.4,,0
158,Manual Presisi,Manual Presisi,30.0,8,ManualPresisi_SP30_trial08.txt,29.96,-0.04,-0.15,0.04,0.15,0.0,0.0,42.06,41.546,34.096,41.546,5,AKURAT,True,TARGET,0.4,,1
159,Manual Presisi,Manual Presisi,30.0,9,ManualPresisi_SP30_trial09.txt,29.65,-0.35,-1.16,0.35,1.16,0.0,0.0,56.01,53.941,46.491,53.941,8,AKURAT,True,TARGET,0.4,,1
160,Manual Presisi,Manual Presisi,30.0,10,ManualPresisi_SP30_trial10.txt,31.59,1.59,5.29,1.59,5.29,1.59,5.29,72.8,72.281,55.79,,11,OVERSHOOT,True,TARGET,0.4,,0
