Scenario,Setpoint_g,TrialNo,Column,RegeneratedValue,CanonicalValue,AbsoluteDifference,Tolerance,Status,Notes
Fixed PID,30.0,9,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,30.0,9,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Fixed PID,30.0,10,Scenario,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,30.0,10,Controller,Fixed PID,Fixed PID,,EXACT,MATCH,Exact match
Fixed PID,30.0,10,Setpoint_g,30.0,30.0,,EXACT,MATCH,Exact match
Fixed PID,30.0,10,TrialNo,10,10,,EXACT,MATCH,Exact match
Fixed PID,30.0,10,FileName,Fixed_PID_SP30_trial10.txt,Fixed_PID_SP30_trial10.txt,,EXACT,MATCH,Exact match
Fixed PID,30.0,10,FinalMass_g,30.48,30.48,0.0,0.005,MATCH,Within tolerance
Fixed PID,30.0,10,FinalError_g,0.48,0.48,0.0,0.005,MATCH,Within tolerance
Fixed PID,30.0,10,FinalError_pct,1.59,1.59,0.0,0.005,MATCH,Within tolerance
Fixed PID,30.0,10,AbsError_g,0.48,0.48,0.0,0.005,MATCH,Within tolerance
Fixed PID,30.0,10,AbsError_pct,1.59,1.59,0.0,0.005,MATCH,Within tolerance
Fixed PID,30.0,10,MaxOvershoot_g,0.48,0.48,0.0,0.005,MATCH,Within tolerance
Fixed PID,30.0,10,MaxOvershoot_pct,1.59,1.59,0.0,0.005,MATCH,Within tolerance
Fixed PID,30.0,10,Duration_s,22.6,22.6,0.0,0.001,MATCH,Within tolerance
Fixed PID,30.0,10,TimeTo90_s,17.26,17.26,0.0,0.001,MATCH,Within tolerance
Fixed PID,30.0,10,RiseTime_10_90_s,14.718,14.718,0.0,0.001,MATCH,Within tolerance
Fixed PID,30.0,10,SettlingTime_s,19.068,19.068,0.0,0.005,MATCH,Within tolerance
Fixed PID,30.0,10,BridgingCount,0,0,,EXACT,MATCH,Exact match
Fixed PID,30.0,10,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Fixed PID,30.0,10,Valid,True,True,,EXACT,MATCH,Exact match
Fixed PID,30.0,10,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Fixed PID,30.0,10,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Fixed PID,30.0,10,WithinTolerance,1,1,,EXACT,MATCH,Exact match
GS PID,15.0,1,Scenario,GS PID,GS PID,,EXACT,MATCH,Exact match
GS PID,15.0,1,Controller,Gain Scheduling PID,Gain Scheduling PID,,EXACT,MATCH,Exact match
GS PID,15.0,1,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
GS PID,15.0,1,TrialNo,1,1,,EXACT,MATCH,Exact match
GS PID,15.0,1,FileName,GSPID_SSP15_trial01.txt,GSPID_SSP15_trial01.txt,,EXACT,MATCH,Exact match
GS PID,15.0,1,FinalMass_g,14.63,14.63,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,1,FinalError_g,-0.37,-0.37,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,1,FinalError_pct,-2.45,-2.45,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,1,AbsError_g,0.37,0.37,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,1,AbsError_pct,2.45,2.45,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,1,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,1,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,1,Duration_s,12.01,12.01,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,1,TimeTo90_s,10.546,10.546,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,1,RiseTime_10_90_s,9.812,9.812,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,1,SettlingTime_s,10.546,10.546,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,1,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,15.0,1,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
GS PID,15.0,1,Valid,True,True,,EXACT,MATCH,Exact match
GS PID,15.0,1,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,15.0,1,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,1,WithinTolerance,1,1,,EXACT,MATCH,Exact match
GS PID,15.0,2,Scenario,GS PID,GS PID,,EXACT,MATCH,Exact match
GS PID,15.0,2,Controller,Gain Scheduling PID,Gain Scheduling PID,,EXACT,MATCH,Exact match
GS PID,15.0,2,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
GS PID,15.0,2,TrialNo,2,2,,EXACT,MATCH,Exact match
GS PID,15.0,2,FileName,GSPID_SSP15_trial02.txt,GSPID_SSP15_trial02.txt,,EXACT,MATCH,Exact match
GS PID,15.0,2,FinalMass_g,14.76,14.76,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,2,FinalError_g,-0.24,-0.24,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,2,FinalError_pct,-1.6,-1.6,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,2,AbsError_g,0.24,0.24,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,2,AbsError_pct,1.6,1.6,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,2,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,2,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,2,Duration_s,16.65,16.65,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,2,TimeTo90_s,14.934,14.934,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,2,RiseTime_10_90_s,14.2,14.2,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,2,SettlingTime_s,15.192,15.192,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,2,BridgingCount,0,0,,EXACT,MATCH,Exact match
GS PID,15.0,2,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
GS PID,15.0,2,Valid,True,True,,EXACT,MATCH,Exact match
GS PID,15.0,2,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,15.0,2,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,2,WithinTolerance,1,1,,EXACT,MATCH,Exact match
GS PID,15.0,3,Scenario,GS PID,GS PID,,EXACT,MATCH,Exact match
GS PID,15.0,3,Controller,Gain Scheduling PID,Gain Scheduling PID,,EXACT,MATCH,Exact match
GS PID,15.0,3,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
GS PID,15.0,3,TrialNo,3,3,,EXACT,MATCH,Exact match
GS PID,15.0,3,FileName,GSPID_SSP15_trial03.txt,GSPID_SSP15_trial03.txt,,EXACT,MATCH,Exact match
GS PID,15.0,3,FinalMass_g,15.16,15.16,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,3,FinalError_g,0.16,0.16,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,3,FinalError_pct,1.07,1.07,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,3,AbsError_g,0.16,0.16,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,3,AbsError_pct,1.07,1.07,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,3,MaxOvershoot_g,0.19,0.19,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,3,MaxOvershoot_pct,1.25,1.25,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,3,Duration_s,13.56,13.56,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,3,TimeTo90_s,10.803,10.803,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,3,RiseTime_10_90_s,10.069,10.069,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,3,SettlingTime_s,10.803,10.803,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,3,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,15.0,3,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
GS PID,15.0,3,Valid,True,True,,EXACT,MATCH,Exact match
GS PID,15.0,3,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,15.0,3,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,3,WithinTolerance,1,1,,EXACT,MATCH,Exact match
GS PID,15.0,4,Scenario,GS PID,GS PID,,EXACT,MATCH,Exact match
GS PID,15.0,4,Controller,Gain Scheduling PID,Gain Scheduling PID,,EXACT,MATCH,Exact match
GS PID,15.0,4,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
GS PID,15.0,4,TrialNo,4,4,,EXACT,MATCH,Exact match
GS PID,15.0,4,FileName,GSPID_SSP15_trial04.txt,GSPID_SSP15_trial04.txt,,EXACT,MATCH,Exact match
GS PID,15.0,4,FinalMass_g,14.93,14.93,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,4,FinalError_g,-0.07,-0.07,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,4,FinalError_pct,-0.5,-0.5,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,4,AbsError_g,0.07,0.07,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,4,AbsError_pct,0.5,0.5,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,4,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,4,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,4,Duration_s,12.52,12.52,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,4,TimeTo90_s,10.804,10.804,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,4,RiseTime_10_90_s,8.263,8.263,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,4,SettlingTime_s,11.062,11.062,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,4,BridgingCount,0,0,,EXACT,MATCH,Exact match
GS PID,15.0,4,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
GS PID,15.0,4,Valid,True,True,,EXACT,MATCH,Exact match
GS PID,15.0,4,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,15.0,4,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,4,WithinTolerance,1,1,,EXACT,MATCH,Exact match
GS PID,15.0,5,Scenario,GS PID,GS PID,,EXACT,MATCH,Exact match
GS PID,15.0,5,Controller,Gain Scheduling PID,Gain Scheduling PID,,EXACT,MATCH,Exact match
GS PID,15.0,5,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
GS PID,15.0,5,TrialNo,5,5,,EXACT,MATCH,Exact match
GS PID,15.0,5,FileName,GSPID_SSP15_trial05.txt,GSPID_SSP15_trial05.txt,,EXACT,MATCH,Exact match
GS PID,15.0,5,FinalMass_g,16.03,16.03,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,5,FinalError_g,1.03,1.03,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,5,FinalError_pct,6.88,6.88,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,5,AbsError_g,1.03,1.03,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,5,AbsError_pct,6.88,6.88,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,5,MaxOvershoot_g,1.12,1.12,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,5,MaxOvershoot_pct,7.43,7.43,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,5,Duration_s,12.52,12.52,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,5,TimeTo90_s,10.803,10.803,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,5,RiseTime_10_90_s,10.069,10.069,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,5,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
GS PID,15.0,5,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,15.0,5,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
GS PID,15.0,5,Valid,True,True,,EXACT,MATCH,Exact match
GS PID,15.0,5,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,15.0,5,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,5,WithinTolerance,0,0,,EXACT,MATCH,Exact match
GS PID,15.0,6,Scenario,GS PID,GS PID,,EXACT,MATCH,Exact match
GS PID,15.0,6,Controller,Gain Scheduling PID,Gain Scheduling PID,,EXACT,MATCH,Exact match
GS PID,15.0,6,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
GS PID,15.0,6,TrialNo,6,6,,EXACT,MATCH,Exact match
GS PID,15.0,6,FileName,GSPID_SSP15_trial06.txt,GSPID_SSP15_trial06.txt,,EXACT,MATCH,Exact match
GS PID,15.0,6,FinalMass_g,14.72,14.72,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,6,FinalError_g,-0.28,-0.28,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,6,FinalError_pct,-1.84,-1.84,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,6,AbsError_g,0.28,0.28,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,6,AbsError_pct,1.84,1.84,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,6,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,6,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,6,Duration_s,8.13,8.13,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,6,TimeTo90_s,4.864,4.864,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,6,RiseTime_10_90_s,2.581,2.581,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,6,SettlingTime_s,6.672,6.672,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,6,BridgingCount,0,0,,EXACT,MATCH,Exact match
GS PID,15.0,6,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
GS PID,15.0,6,Valid,True,True,,EXACT,MATCH,Exact match
GS PID,15.0,6,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,15.0,6,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,6,WithinTolerance,1,1,,EXACT,MATCH,Exact match
GS PID,15.0,7,Scenario,GS PID,GS PID,,EXACT,MATCH,Exact match
GS PID,15.0,7,Controller,Gain Scheduling PID,Gain Scheduling PID,,EXACT,MATCH,Exact match
GS PID,15.0,7,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
GS PID,15.0,7,TrialNo,7,7,,EXACT,MATCH,Exact match
GS PID,15.0,7,FileName,GSPID_SSP15_trial07.txt,GSPID_SSP15_trial07.txt,,EXACT,MATCH,Exact match
GS PID,15.0,7,FinalMass_g,15.04,15.04,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,7,FinalError_g,0.04,0.04,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,7,FinalError_pct,0.24,0.24,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,7,AbsError_g,0.04,0.04,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,7,AbsError_pct,0.24,0.24,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,7,MaxOvershoot_g,0.04,0.04,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,7,MaxOvershoot_pct,0.24,0.24,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,7,Duration_s,37.32,37.32,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,7,TimeTo90_s,29.658,29.658,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,7,RiseTime_10_90_s,28.924,28.924,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,7,SettlingTime_s,33.79,33.79,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,7,BridgingCount,0,0,,EXACT,MATCH,Exact match
GS PID,15.0,7,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
GS PID,15.0,7,Valid,True,True,,EXACT,MATCH,Exact match
GS PID,15.0,7,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,15.0,7,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,7,WithinTolerance,1,1,,EXACT,MATCH,Exact match
GS PID,15.0,8,Scenario,GS PID,GS PID,,EXACT,MATCH,Exact match
GS PID,15.0,8,Controller,Gain Scheduling PID,Gain Scheduling PID,,EXACT,MATCH,Exact match
GS PID,15.0,8,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
GS PID,15.0,8,TrialNo,8,8,,EXACT,MATCH,Exact match
GS PID,15.0,8,FileName,GSPID_SSP15_trial08.txt,GSPID_SSP15_trial08.txt,,EXACT,MATCH,Exact match
GS PID,15.0,8,FinalMass_g,15.35,15.35,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,8,FinalError_g,0.35,0.35,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,8,FinalError_pct,2.36,2.36,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,8,AbsError_g,0.35,0.35,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,8,AbsError_pct,2.36,2.36,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,8,MaxOvershoot_g,0.41,0.41,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,8,MaxOvershoot_pct,2.76,2.76,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,8,Duration_s,14.59,14.59,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,8,TimeTo90_s,12.871,12.871,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,8,RiseTime_10_90_s,12.395,12.395,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,8,SettlingTime_s,12.871,12.871,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,8,BridgingCount,0,0,,EXACT,MATCH,Exact match
GS PID,15.0,8,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
GS PID,15.0,8,Valid,True,True,,EXACT,MATCH,Exact match
GS PID,15.0,8,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,15.0,8,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,8,WithinTolerance,1,1,,EXACT,MATCH,Exact match
GS PID,15.0,9,Scenario,GS PID,GS PID,,EXACT,MATCH,Exact match
GS PID,15.0,9,Controller,Gain Scheduling PID,Gain Scheduling PID,,EXACT,MATCH,Exact match
GS PID,15.0,9,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
GS PID,15.0,9,TrialNo,9,9,,EXACT,MATCH,Exact match
GS PID,15.0,9,FileName,GSPID_SSP15_trial09.txt,GSPID_SSP15_trial09.txt,,EXACT,MATCH,Exact match
GS PID,15.0,9,FinalMass_g,14.82,14.82,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,9,FinalError_g,-0.18,-0.18,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,9,FinalError_pct,-1.17,-1.17,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,9,AbsError_g,0.18,0.18,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,9,AbsError_pct,1.17,1.17,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,9,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,9,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,9,Duration_s,10.46,10.46,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,9,TimeTo90_s,8.996,8.996,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,9,RiseTime_10_90_s,6.455,6.455,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,9,SettlingTime_s,8.996,8.996,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,9,BridgingCount,0,0,,EXACT,MATCH,Exact match
GS PID,15.0,9,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
GS PID,15.0,9,Valid,True,True,,EXACT,MATCH,Exact match
GS PID,15.0,9,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,15.0,9,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,9,WithinTolerance,1,1,,EXACT,MATCH,Exact match
GS PID,15.0,10,Scenario,GS PID,GS PID,,EXACT,MATCH,Exact match
GS PID,15.0,10,Controller,Gain Scheduling PID,Gain Scheduling PID,,EXACT,MATCH,Exact match
GS PID,15.0,10,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
GS PID,15.0,10,TrialNo,10,10,,EXACT,MATCH,Exact match
GS PID,15.0,10,FileName,GSPID_SSP15_trial10.txt,GSPID_SSP15_trial10.txt,,EXACT,MATCH,Exact match
GS PID,15.0,10,FinalMass_g,14.9,14.9,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,10,FinalError_g,-0.1,-0.1,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,10,FinalError_pct,-0.65,-0.65,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,10,AbsError_g,0.1,0.1,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,10,AbsError_pct,0.65,0.65,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,10,MaxOvershoot_g,0.09,0.09,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,10,MaxOvershoot_pct,0.6,0.6,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,10,Duration_s,16.66,16.66,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,10,TimeTo90_s,13.129,13.129,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,10,RiseTime_10_90_s,12.653,12.653,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,10,SettlingTime_s,14.679,14.679,0.0,0.005,MATCH,Within tolerance
GS PID,15.0,10,BridgingCount,0,0,,EXACT,MATCH,Exact match
GS PID,15.0,10,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
GS PID,15.0,10,Valid,True,True,,EXACT,MATCH,Exact match
GS PID,15.0,10,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,15.0,10,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
GS PID,15.0,10,WithinTolerance,1,1,,EXACT,MATCH,Exact match
GS PID,20.0,1,Scenario,GS PID,GS PID,,EXACT,MATCH,Exact match
GS PID,20.0,1,Controller,Gain Scheduling PID,Gain Scheduling PID,,EXACT,MATCH,Exact match
GS PID,20.0,1,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
GS PID,20.0,1,TrialNo,1,1,,EXACT,MATCH,Exact match
GS PID,20.0,1,FileName,GS_PID_SP20_trial01.txt,GS_PID_SP20_trial01.txt,,EXACT,MATCH,Exact match
GS PID,20.0,1,FinalMass_g,20.55,20.55,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,1,FinalError_g,0.55,0.55,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,1,FinalError_pct,2.74,2.74,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,1,AbsError_g,0.55,0.55,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,1,AbsError_pct,2.74,2.74,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,1,MaxOvershoot_g,0.55,0.55,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,1,MaxOvershoot_pct,2.74,2.74,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,1,Duration_s,20.54,20.54,0.0,0.001,MATCH,Within tolerance
GS PID,20.0,1,TimeTo90_s,13.132,13.132,0.0,0.001,MATCH,Within tolerance
GS PID,20.0,1,RiseTime_10_90_s,12.397,12.397,0.0,0.001,MATCH,Within tolerance
GS PID,20.0,1,SettlingTime_s,14.94,14.94,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,1,BridgingCount,0,0,,EXACT,MATCH,Exact match
GS PID,20.0,1,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
GS PID,20.0,1,Valid,True,True,,EXACT,MATCH,Exact match
GS PID,20.0,1,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,20.0,1,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
GS PID,20.0,1,WithinTolerance,1,1,,EXACT,MATCH,Exact match
GS PID,20.0,2,Scenario,GS PID,GS PID,,EXACT,MATCH,Exact match
GS PID,20.0,2,Controller,Gain Scheduling PID,Gain Scheduling PID,,EXACT,MATCH,Exact match
GS PID,20.0,2,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
GS PID,20.0,2,TrialNo,2,2,,EXACT,MATCH,Exact match
GS PID,20.0,2,FileName,GS_PID_SP20_trial02.txt,GS_PID_SP20_trial02.txt,,EXACT,MATCH,Exact match
GS PID,20.0,2,FinalMass_g,20.93,20.93,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,2,FinalError_g,0.93,0.93,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,2,FinalError_pct,4.65,4.65,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,2,AbsError_g,0.93,0.93,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,2,AbsError_pct,4.65,4.65,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,2,MaxOvershoot_g,0.93,0.93,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,2,MaxOvershoot_pct,4.65,4.65,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,2,Duration_s,9.17,9.17,0.0,0.001,MATCH,Within tolerance
GS PID,20.0,2,TimeTo90_s,7.446,7.446,0.0,0.001,MATCH,Within tolerance
GS PID,20.0,2,RiseTime_10_90_s,6.712,6.712,0.0,0.001,MATCH,Within tolerance
GS PID,20.0,2,SettlingTime_s,7.705,7.705,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,2,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,20.0,2,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
GS PID,20.0,2,Valid,True,True,,EXACT,MATCH,Exact match
GS PID,20.0,2,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,20.0,2,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
GS PID,20.0,2,WithinTolerance,1,1,,EXACT,MATCH,Exact match
GS PID,20.0,3,Scenario,GS PID,GS PID,,EXACT,MATCH,Exact match
GS PID,20.0,3,Controller,Gain Scheduling PID,Gain Scheduling PID,,EXACT,MATCH,Exact match
GS PID,20.0,3,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
GS PID,20.0,3,TrialNo,3,3,,EXACT,MATCH,Exact match
GS PID,20.0,3,FileName,GS_PID_SP20_trial03.txt,GS_PID_SP20_trial03.txt,,EXACT,MATCH,Exact match
GS PID,20.0,3,FinalMass_g,22.1,22.1,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,3,FinalError_g,2.1,2.1,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,3,FinalError_pct,10.49,10.49,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,3,AbsError_g,2.1,2.1,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,3,AbsError_pct,10.49,10.49,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,3,MaxOvershoot_g,2.1,2.1,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,3,MaxOvershoot_pct,10.49,10.49,0.0,0.005,MATCH,Within tolerance
GS PID,20.0,3,Duration_s,21.3,21.3,0.0,0.001,MATCH,Within tolerance
