Scenario,Setpoint_g,TrialNo,Column,RegeneratedValue,CanonicalValue,AbsoluteDifference,Tolerance,Status,Notes
Manual Presisi,15.0,8,BridgingCount,1,1,,EXACT,MATCH,Exact match
Manual Presisi,15.0,8,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Manual Presisi,15.0,8,Valid,True,True,,EXACT,MATCH,Exact match
Manual Presisi,15.0,8,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,15.0,8,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Presisi,15.0,8,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Manual Presisi,15.0,9,Scenario,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,15.0,9,Controller,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,15.0,9,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
Manual Presisi,15.0,9,TrialNo,9,9,,EXACT,MATCH,Exact match
Manual Presisi,15.0,9,FileName,ManualPresisi_SP15_trial09.txt,ManualPresisi_SP15_trial09.txt,,EXACT,MATCH,Exact match
Manual Presisi,15.0,9,FinalMass_g,15.4,15.4,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,9,FinalError_g,0.4,0.4,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,9,FinalError_pct,2.68,2.68,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,9,AbsError_g,0.4,0.4,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,9,AbsError_pct,2.68,2.68,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,9,MaxOvershoot_g,0.4,0.4,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,9,MaxOvershoot_pct,2.68,2.68,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,9,Duration_s,33.8,33.8,0.0,0.001,MATCH,Within tolerance
Manual Presisi,15.0,9,TimeTo90_s,31.471,31.471,0.0,0.001,MATCH,Within tolerance
Manual Presisi,15.0,9,RiseTime_10_90_s,28.154,28.154,0.0,0.001,MATCH,Within tolerance
Manual Presisi,15.0,9,SettlingTime_s,33.28,33.28,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,9,BridgingCount,4,4,,EXACT,MATCH,Exact match
Manual Presisi,15.0,9,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Manual Presisi,15.0,9,Valid,True,True,,EXACT,MATCH,Exact match
Manual Presisi,15.0,9,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,15.0,9,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Presisi,15.0,9,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Manual Presisi,15.0,10,Scenario,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,15.0,10,Controller,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,15.0,10,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
Manual Presisi,15.0,10,TrialNo,10,10,,EXACT,MATCH,Exact match
Manual Presisi,15.0,10,FileName,ManualPresisi_SP15_trial10.txt,ManualPresisi_SP15_trial10.txt,,EXACT,MATCH,Exact match
Manual Presisi,15.0,10,FinalMass_g,21.01,21.01,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,10,FinalError_g,6.01,6.01,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,10,FinalError_pct,40.06,40.06,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,10,AbsError_g,6.01,6.01,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,10,AbsError_pct,40.06,40.06,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,10,MaxOvershoot_g,6.01,6.01,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,10,MaxOvershoot_pct,40.06,40.06,0.0,0.005,MATCH,Within tolerance
Manual Presisi,15.0,10,Duration_s,8.48,8.48,0.0,0.001,MATCH,Within tolerance
Manual Presisi,15.0,10,TimeTo90_s,8.225,8.225,0.0,0.001,MATCH,Within tolerance
Manual Presisi,15.0,10,RiseTime_10_90_s,1.033,1.033,0.0,0.001,MATCH,Within tolerance
Manual Presisi,15.0,10,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Manual Presisi,15.0,10,BridgingCount,1,1,,EXACT,MATCH,Exact match
Manual Presisi,15.0,10,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Manual Presisi,15.0,10,Valid,True,True,,EXACT,MATCH,Exact match
Manual Presisi,15.0,10,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,15.0,10,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Presisi,15.0,10,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,1,Scenario,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,1,Controller,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,1,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,1,TrialNo,1,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,1,FileName,ManualPresisi_SP20_trial01.txt,ManualPresisi_SP20_trial01.txt,,EXACT,MATCH,Exact match
Manual Presisi,20.0,1,FinalMass_g,23.33,23.33,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,1,FinalError_g,3.33,3.33,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,1,FinalError_pct,16.67,16.67,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,1,AbsError_g,3.33,3.33,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,1,AbsError_pct,16.67,16.67,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,1,MaxOvershoot_g,3.33,3.33,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,1,MaxOvershoot_pct,16.67,16.67,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,1,Duration_s,67.88,67.88,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,1,TimeTo90_s,66.329,66.329,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,1,RiseTime_10_90_s,61.721,61.721,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,1,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Manual Presisi,20.0,1,BridgingCount,14,14,,EXACT,MATCH,Exact match
Manual Presisi,20.0,1,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Manual Presisi,20.0,1,Valid,True,True,,EXACT,MATCH,Exact match
Manual Presisi,20.0,1,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,1,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,1,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,2,Scenario,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,2,Controller,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,2,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,2,TrialNo,2,2,,EXACT,MATCH,Exact match
Manual Presisi,20.0,2,FileName,ManualPresisi_SP20_trial02.txt,ManualPresisi_SP20_trial02.txt,,EXACT,MATCH,Exact match
Manual Presisi,20.0,2,FinalMass_g,19.68,19.68,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,2,FinalError_g,-0.32,-0.32,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,2,FinalError_pct,-1.62,-1.62,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,2,AbsError_g,0.32,0.32,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,2,AbsError_pct,1.62,1.62,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,2,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,2,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,2,Duration_s,44.12,44.12,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,2,TimeTo90_s,37.925,37.925,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,2,RiseTime_10_90_s,30.477,30.477,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,2,SettlingTime_s,41.8,41.8,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,2,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,20.0,2,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Manual Presisi,20.0,2,Valid,True,True,,EXACT,MATCH,Exact match
Manual Presisi,20.0,2,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,2,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,2,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,3,Scenario,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,3,Controller,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,3,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,3,TrialNo,3,3,,EXACT,MATCH,Exact match
Manual Presisi,20.0,3,FileName,ManualPresisi_SP20_trial03.txt,ManualPresisi_SP20_trial03.txt,,EXACT,MATCH,Exact match
Manual Presisi,20.0,3,FinalMass_g,23.75,23.75,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,3,FinalError_g,3.75,3.75,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,3,FinalError_pct,18.77,18.77,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,3,AbsError_g,3.75,3.75,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,3,AbsError_pct,18.77,18.77,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,3,MaxOvershoot_g,3.75,3.75,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,3,MaxOvershoot_pct,18.77,18.77,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,3,Duration_s,38.7,38.7,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,3,TimeTo90_s,38.44,38.44,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,3,RiseTime_10_90_s,33.573,33.573,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,3,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Manual Presisi,20.0,3,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,20.0,3,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Manual Presisi,20.0,3,Valid,True,True,,EXACT,MATCH,Exact match
Manual Presisi,20.0,3,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,3,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,3,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,4,Scenario,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,4,Controller,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,4,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,4,TrialNo,4,4,,EXACT,MATCH,Exact match
Manual Presisi,20.0,4,FileName,ManualPresisi_SP20_trial04.txt,ManualPresisi_SP20_trial04.txt,,EXACT,MATCH,Exact match
Manual Presisi,20.0,4,FinalMass_g,20.34,20.34,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,4,FinalError_g,0.34,0.34,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,4,FinalError_pct,1.72,1.72,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,4,AbsError_g,0.34,0.34,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,4,AbsError_pct,1.72,1.72,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,4,MaxOvershoot_g,0.34,0.34,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,4,MaxOvershoot_pct,1.72,1.72,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,4,Duration_s,44.38,44.38,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,4,TimeTo90_s,35.341,35.341,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,4,RiseTime_10_90_s,28.15,28.15,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,4,SettlingTime_s,39.989,39.989,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,4,BridgingCount,4,4,,EXACT,MATCH,Exact match
Manual Presisi,20.0,4,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Manual Presisi,20.0,4,Valid,True,True,,EXACT,MATCH,Exact match
Manual Presisi,20.0,4,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,4,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,4,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,5,Scenario,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,5,Controller,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,5,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,5,TrialNo,5,5,,EXACT,MATCH,Exact match
Manual Presisi,20.0,5,FileName,ManualPresisi_SP20_trial05.txt,ManualPresisi_SP20_trial05.txt,,EXACT,MATCH,Exact match
Manual Presisi,20.0,5,FinalMass_g,25.23,25.23,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,5,FinalError_g,5.23,5.23,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,5,FinalError_pct,26.17,26.17,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,5,AbsError_g,5.23,5.23,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,5,AbsError_pct,26.17,26.17,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,5,MaxOvershoot_g,5.23,5.23,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,5,MaxOvershoot_pct,26.17,26.17,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,5,Duration_s,20.62,20.62,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,5,TimeTo90_s,20.359,20.359,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,5,RiseTime_10_90_s,13.169,13.169,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,5,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Manual Presisi,20.0,5,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,20.0,5,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Manual Presisi,20.0,5,Valid,True,True,,EXACT,MATCH,Exact match
Manual Presisi,20.0,5,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,5,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,5,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,6,Scenario,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,6,Controller,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,6,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,6,TrialNo,6,6,,EXACT,MATCH,Exact match
Manual Presisi,20.0,6,FileName,ManualPresisi_SP20_trial06.txt,ManualPresisi_SP20_trial06.txt,,EXACT,MATCH,Exact match
Manual Presisi,20.0,6,FinalMass_g,19.97,19.97,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,6,FinalError_g,-0.03,-0.03,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,6,FinalError_pct,-0.17,-0.17,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,6,AbsError_g,0.03,0.03,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,6,AbsError_pct,0.17,0.17,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,6,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,6,MaxOvershoot_pct,0.02,0.02,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,6,Duration_s,42.31,42.31,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,6,TimeTo90_s,38.439,38.439,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,6,RiseTime_10_90_s,38.339,38.339,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,6,SettlingTime_s,41.796,41.796,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,6,BridgingCount,4,4,,EXACT,MATCH,Exact match
Manual Presisi,20.0,6,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Manual Presisi,20.0,6,Valid,True,True,,EXACT,MATCH,Exact match
Manual Presisi,20.0,6,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,6,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,6,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,7,Scenario,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,7,Controller,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,7,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,7,TrialNo,7,7,,EXACT,MATCH,Exact match
Manual Presisi,20.0,7,FileName,ManualPresisi_SP20_trial07.txt,ManualPresisi_SP20_trial07.txt,,EXACT,MATCH,Exact match
Manual Presisi,20.0,7,FinalMass_g,19.95,19.95,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,7,FinalError_g,-0.05,-0.05,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,7,FinalError_pct,-0.26,-0.26,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,7,AbsError_g,0.05,0.05,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,7,AbsError_pct,0.26,0.26,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,7,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,7,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,7,Duration_s,44.89,44.89,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,7,TimeTo90_s,44.635,44.635,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,7,RiseTime_10_90_s,40.027,40.027,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,7,SettlingTime_s,44.635,44.635,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,7,BridgingCount,7,7,,EXACT,MATCH,Exact match
Manual Presisi,20.0,7,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Manual Presisi,20.0,7,Valid,True,True,,EXACT,MATCH,Exact match
Manual Presisi,20.0,7,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,7,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,7,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,8,Scenario,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,8,Controller,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,8,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,8,TrialNo,8,8,,EXACT,MATCH,Exact match
Manual Presisi,20.0,8,FileName,ManualPresisi_SP20_trial08.txt,ManualPresisi_SP20_trial08.txt,,EXACT,MATCH,Exact match
Manual Presisi,20.0,8,FinalMass_g,21.06,21.06,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,8,FinalError_g,1.06,1.06,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,8,FinalError_pct,5.29,5.29,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,8,AbsError_g,1.06,1.06,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,8,AbsError_pct,5.29,5.29,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,8,MaxOvershoot_g,1.06,1.06,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,8,MaxOvershoot_pct,5.29,5.29,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,8,Duration_s,65.04,65.04,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,8,TimeTo90_s,64.525,64.525,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,8,RiseTime_10_90_s,57.334,57.334,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,8,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Manual Presisi,20.0,8,BridgingCount,2,2,,EXACT,MATCH,Exact match
Manual Presisi,20.0,8,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Manual Presisi,20.0,8,Valid,True,True,,EXACT,MATCH,Exact match
Manual Presisi,20.0,8,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,8,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,8,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,9,Scenario,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,9,Controller,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,9,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,9,TrialNo,9,9,,EXACT,MATCH,Exact match
Manual Presisi,20.0,9,FileName,ManualPresisi_SP20_trial09.txt,ManualPresisi_SP20_trial09.txt,,EXACT,MATCH,Exact match
Manual Presisi,20.0,9,FinalMass_g,19.38,19.38,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,9,FinalError_g,-0.62,-0.62,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,9,FinalError_pct,-3.09,-3.09,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,9,AbsError_g,0.62,0.62,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,9,AbsError_pct,3.09,3.09,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,9,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,9,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,9,Duration_s,28.88,28.88,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,9,TimeTo90_s,28.365,28.365,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,9,RiseTime_10_90_s,21.175,21.175,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,9,SettlingTime_s,28.624,28.624,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,9,BridgingCount,3,3,,EXACT,MATCH,Exact match
Manual Presisi,20.0,9,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Manual Presisi,20.0,9,Valid,True,True,,EXACT,MATCH,Exact match
Manual Presisi,20.0,9,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,9,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,9,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,10,Scenario,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,10,Controller,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,20.0,10,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Presisi,20.0,10,TrialNo,10,10,,EXACT,MATCH,Exact match
Manual Presisi,20.0,10,FileName,ManualPresisi_SP20_trial10.txt,ManualPresisi_SP20_trial10.txt,,EXACT,MATCH,Exact match
Manual Presisi,20.0,10,FinalMass_g,20.01,20.01,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,10,FinalError_g,0.01,0.01,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,10,FinalError_pct,0.04,0.04,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,10,AbsError_g,0.01,0.01,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,10,AbsError_pct,0.04,0.04,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,10,MaxOvershoot_g,0.01,0.01,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,10,MaxOvershoot_pct,0.04,0.04,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,10,Duration_s,42.05,42.05,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,10,TimeTo90_s,20.361,20.361,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,10,RiseTime_10_90_s,13.171,13.171,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,10,SettlingTime_s,37.664,37.664,0.0,0.005,MATCH,Within tolerance
Manual Presisi,20.0,10,BridgingCount,1,1,,EXACT,MATCH,Exact match
Manual Presisi,20.0,10,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Manual Presisi,20.0,10,Valid,True,True,,EXACT,MATCH,Exact match
Manual Presisi,20.0,10,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Presisi,20.0,10,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Presisi,20.0,10,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Manual Presisi,25.0,1,Scenario,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,25.0,1,Controller,Manual Presisi,Manual Presisi,,EXACT,MATCH,Exact match
Manual Presisi,25.0,1,Setpoint_g,25.0,25.0,,EXACT,MATCH,Exact match
Manual Presisi,25.0,1,TrialNo,1,1,,EXACT,MATCH,Exact match
Manual Presisi,25.0,1,FileName,ManualPresisi_SP25_trial01.txt,ManualPresisi_SP25_trial01.txt,,EXACT,MATCH,Exact match
Manual Presisi,25.0,1,FinalMass_g,24.78,24.78,0.0,0.005,MATCH,Within tolerance
Manual Presisi,25.0,1,FinalError_g,-0.22,-0.22,0.0,0.005,MATCH,Within tolerance
Manual Presisi,25.0,1,FinalError_pct,-0.86,-0.86,0.0,0.005,MATCH,Within tolerance
Manual Presisi,25.0,1,AbsError_g,0.22,0.22,0.0,0.005,MATCH,Within tolerance
Manual Presisi,25.0,1,AbsError_pct,0.86,0.86,0.0,0.005,MATCH,Within tolerance
Manual Presisi,25.0,1,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Manual Presisi,25.0,1,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Manual Presisi,25.0,1,Duration_s,81.58,81.58,0.0,0.001,MATCH,Within tolerance
