======== PARAMETER AKTIF ========
[SKENARIO 2 - OPEN LOOP PRESISI]
Setpoint   : 15.0g
Sudut      : 20deg (tetap, open loop presisi)
EARLY_STOP : SP - 0.40g
STOP saat  : 14.60g
TIMEOUT    : 120s (diperpanjang)
Mode       : Tidak ada kontrol — servo minimum dari awal
=================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Manual Presisi
TrialNo: 8
Setpoint_g: 15.00
EarlyStop_g: 0.40
StopTarget_g: 14.60
Servo_deg: 20
DataFormat: DATA,ms,mass_g,error_g,error_pct,mode,servo_deg,zone
=== DATA START ===
DATA,100,0.13,14.87,99.1%,OPEN_SLOW,20,Z1
DATA,218,0.15,14.85,99.0%,OPEN_SLOW,20,Z1
DATA,476,0.24,14.76,98.4%,OPEN_SLOW,20,Z1
DATA,734,0.25,14.75,98.4%,OPEN_SLOW,20,Z1
DATA,993,0.29,14.71,98.1%,OPEN_SLOW,20,Z1
DATA,1251,0.21,14.79,98.6%,OPEN_SLOW,20,Z1
DATA,1509,0.19,14.81,98.7%,OPEN_SLOW,20,Z1
DATA,1768,0.23,14.77,98.4%,OPEN_SLOW,20,Z1
DATA,2026,0.23,14.77,98.5%,OPEN_SLOW,20,Z1
DATA,2284,0.27,14.73,98.2%,OPEN_SLOW,20,Z1
DATA,2543,0.82,14.18,94.5%,OPEN_SLOW,20,Z1
DATA,2801,0.80,14.20,94.6%,OPEN_SLOW,20,Z1
DATA,3059,0.75,14.25,95.0%,OPEN_SLOW,20,Z1
DATA,3318,0.79,14.21,94.8%,OPEN_SLOW,20,Z1
DATA,3576,0.81,14.19,94.6%,OPEN_SLOW,20,Z1
DATA,3834,0.78,14.22,94.8%,OPEN_SLOW,20,Z1
DATA,4092,0.77,14.23,94.9%,OPEN_SLOW,20,Z1
DATA,4351,0.75,14.25,95.0%,OPEN_SLOW,20,Z1
DATA,4609,1.14,13.86,92.4%,OPEN_SLOW,20,Z1
DATA,4867,1.44,13.56,90.4%,OPEN_SLOW,20,Z1
DATA,5126,1.38,13.62,90.8%,OPEN_SLOW,20,Z1
DATA,5384,1.40,13.60,90.7%,OPEN_SLOW,20,Z1
DATA,5642,1.43,13.57,90.4%,OPEN_SLOW,20,Z1
DATA,5901,1.42,13.58,90.5%,OPEN_SLOW,20,Z1
DATA,6159,1.39,13.61,90.7%,OPEN_SLOW,20,Z1
DATA,6417,1.40,13.60,90.7%,OPEN_SLOW,20,Z1
DATA,6676,1.59,13.41,89.4%,OPEN_SLOW,20,Z1
DATA,6934,1.73,13.27,88.5%,OPEN_SLOW,20,Z1
DATA,7192,1.73,13.27,88.5%,OPEN_SLOW,20,Z1
DATA,7450,1.72,13.28,88.5%,OPEN_SLOW,20,Z1
DATA,7709,1.71,13.29,88.6%,OPEN_SLOW,20,Z1
DATA,7967,1.73,13.27,88.5%,OPEN_SLOW,20,Z1
DATA,8225,1.70,13.30,88.7%,OPEN_SLOW,20,Z1
DATA,8484,1.72,13.28,88.6%,OPEN_SLOW,20,Z1
DATA,8742,1.93,13.07,87.1%,OPEN_SLOW,20,Z1
DATA,9000,2.01,12.99,86.6%,OPEN_SLOW,20,Z1
DATA,9259,2.09,12.91,86.0%,OPEN_SLOW,20,Z1
DATA,9517,2.11,12.89,85.9%,OPEN_SLOW,20,Z1
DATA,9775,2.10,12.90,86.0%,OPEN_SLOW,20,Z1
DATA,10033,2.00,13.00,86.7%,OPEN_SLOW,20,Z1
DATA,10292,1.88,13.12,87.5%,OPEN_SLOW,20,Z1
DATA,10550,1.94,13.06,87.1%,OPEN_SLOW,20,Z1
DATA,10808,1.87,13.13,87.5%,OPEN_SLOW,20,Z1
DATA,11067,1.85,13.15,87.7%,OPEN_SLOW,20,Z1
DATA,11325,2.26,12.74,84.9%,OPEN_SLOW,20,Z1
DATA,11583,2.18,12.82,85.4%,OPEN_SLOW,20,Z1
