======== PARAMETER AKTIF ========
[SKENARIO 2 - OPEN LOOP PRESISI]
Setpoint   : 30.0g
Sudut      : 20deg (tetap, open loop presisi)
EARLY_STOP : SP - 0.40g
STOP saat  : 29.60g
TIMEOUT    : 120s (diperpanjang)
Mode       : Tidak ada kontrol — servo minimum dari awal
=================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Manual Presisi
TrialNo: 7
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Servo_deg: 20
DataFormat: DATA,ms,mass_g,error_g,error_pct,mode,servo_deg,zone
DATA,7191,3.19,26.81,89.4%,OPEN_SLOW,20,Z1
DATA,7449,3.21,26.79,89.3%,OPEN_SLOW,20,Z1
DATA,7707,2.98,27.02,90.1%,OPEN_SLOW,20,Z1
DATA,7966,3.02,26.98,89.9%,OPEN_SLOW,20,Z1
DATA,8224,3.14,26.86,89.5%,OPEN_SLOW,20,Z1
DATA,8482,2.93,27.07,90.2%,OPEN_SLOW,20,Z1
DATA,8741,2.98,27.02,90.1%,OPEN_SLOW,20,Z1
DATA,8999,3.01,26.99,90.0%,OPEN_SLOW,20,Z1
BRIDGING #2 @2.94g hammer
DATA,9257,2.94,27.06,90.2%,OPEN_SLOW,20,Z1
DATA,9516,2.94,27.06,90.2%,OPEN_SLOW,20,Z1
DATA,9774,2.95,27.05,90.2%,OPEN_SLOW,20,Z1
DATA,10032,2.91,27.09,90.3%,OPEN_SLOW,20,Z1
DATA,10290,3.49,26.51,88.4%,OPEN_SLOW,20,Z1
DATA,10548,4.01,25.99,86.6%,OPEN_SLOW,20,Z1
DATA,10807,3.87,26.13,87.1%,OPEN_SLOW,20,Z1
DATA,11065,3.82,26.18,87.3%,OPEN_SLOW,20,Z1
DATA,11323,3.82,26.18,87.3%,OPEN_SLOW,20,Z1
DATA,11582,3.79,26.21,87.4%,OPEN_SLOW,20,Z1
DATA,11840,3.85,26.15,87.2%,OPEN_SLOW,20,Z1
DATA,12098,3.93,26.07,86.9%,OPEN_SLOW,20,Z1
DATA,12356,3.91,26.09,87.0%,OPEN_SLOW,20,Z1
DATA,12615,3.90,26.10,87.0%,OPEN_SLOW,20,Z1
DATA,12873,3.88,26.12,87.1%,OPEN_SLOW,20,Z1
DATA,13131,3.88,26.12,87.1%,OPEN_SLOW,20,Z1
DATA,13390,3.89,26.11,87.0%,OPEN_SLOW,20,Z1
DATA,13648,3.90,26.10,87.0%,OPEN_SLOW,20,Z1
DATA,13906,3.93,26.07,86.9%,OPEN_SLOW,20,Z1
DATA,14164,3.87,26.13,87.1%,OPEN_SLOW,20,Z1
DATA,14423,3.86,26.14,87.1%,OPEN_SLOW,20,Z1
DATA,14681,3.83,26.17,87.2%,OPEN_SLOW,20,Z1
DATA,14939,3.86,26.14,87.1%,OPEN_SLOW,20,Z1
DATA,15198,3.85,26.15,87.2%,OPEN_SLOW,20,Z1
BRIDGING #3 @3.84g hammer
DATA,15456,3.84,26.16,87.2%,OPEN_SLOW,20,Z1
DATA,15715,3.81,26.19,87.3%,OPEN_SLOW,20,Z1
DATA,15973,3.84,26.16,87.2%,OPEN_SLOW,20,Z1
DATA,16231,3.82,26.18,87.3%,OPEN_SLOW,20,Z1
DATA,16489,3.95,26.05,86.8%,OPEN_SLOW,20,Z1
DATA,16747,4.03,25.97,86.6%,OPEN_SLOW,20,Z1
DATA,17006,4.04,25.96,86.5%,OPEN_SLOW,20,Z1
DATA,17264,4.03,25.97,86.6%,OPEN_SLOW,20,Z1
DATA,17522,4.04,25.96,86.5%,OPEN_SLOW,20,Z1
DATA,17780,4.03,25.97,86.6%,OPEN_SLOW,20,Z1
DATA,18039,4.02,25.98,86.6%,OPEN_SLOW,20,Z1
DATA,18297,4.00,26.00,86.7%,OPEN_SLOW,20,Z1
BRIDGING #4 @4.03g hammer
DATA,18555,4.03,25.97,86.6%,OPEN_SLOW,20,Z1
DATA,18814,4.02,25.98,86.6%,OPEN_SLOW,20,Z1
DATA,19072,3.99,26.01,86.7%,OPEN_SLOW,20,Z1
DATA,19330,4.01,25.99,86.6%,OPEN_SLOW,20,Z1
                                                                _SLOW,20,Z1
DATA,19846,4.61,25.39,84.6%,OPEN_SLOW,20,Z1
DATA,20105,4.57,25.43,84.8%,OPEN_SLOW,20,Z1
DATA,20363,4.55,25.45,84.8%,OPEN_SLOW,20,Z1
DATA,20621,4.60,25.40,84.7%,OPEN_SLOW,20,Z1
DATA,20880,4.60,25.40,84.7%,OPEN_SLOW,20,Z1
DATA,21138,4.63,25.37,84.6%,OPEN_SLOW,20,Z1
DATA,21396,4.99,25.01,83.4%,OPEN_SLOW,20,Z1
DATA,21654,4.90,25.10,83.7%,OPEN_SLOW,20,Z1
DATA,21913,4.95,25.05,83.5%,OPEN_SLOW,20,Z1
DATA,22171,5.01,24.99,83.3%,OPEN_SLOW,20,Z1
DATA,22429,5.02,24.98,83.3%,OPEN_SLOW,20,Z1
DATA,22688,4.90,25.10,83.7%,OPEN_SLOW,20,Z1
DATA,22946,5.03,24.97,83.2%,OPEN_SLOW,20,Z1
DATA,23204,5.03,24.97,83.2%,OPEN_SLOW,20,Z1
DATA,23463,4.97,25.03,83.4%,OPEN_SLOW,20,Z1
DATA,23721,5.08,24.92,83.1%,OPEN_SLOW,20,Z1
DATA,23979,5.20,24.80,82.7%,OPEN_SLOW,20,Z1
DATA,24238,5.17,24.83,82.8%,OPEN_SLOW,20,Z1
DATA,24496,4.97,25.03,83.4%,OPEN_SLOW,20,Z1
BRIDGING #5 @4.83g hammer
DATA,24754,4.83,25.17,83.9%,OPEN_SLOW,20,Z1
DATA,25013,4.98,25.02,83.4%,OPEN_SLOW,20,Z1
DATA,25271,5.00,25.00,83.3%,OPEN_SLOW,20,Z1
DATA,25529,5.09,24.91,83.0%,OPEN_SLOW,20,Z1
DATA,25787,5.45,24.55,81.8%,OPEN_SLOW,20,Z1
DATA,26045,6.16,23.84,79.5%,OPEN_SLOW,20,Z1
DATA,26304,6.23,23.77,79.2%,OPEN_SLOW,20,Z1
DATA,26562,6.23,23.77,79.2%,OPEN_SLOW,20,Z1
DATA,26820,6.19,23.81,79.4%,OPEN_SLOW,20,Z1
DATA,27079,6.14,23.86,79.5%,OPEN_SLOW,20,Z1
DATA,27337,6.19,23.81,79.4%,OPEN_SLOW,20,Z1
DATA,27595,6.38,23.62,78.7%,OPEN_SLOW,20,Z1
DATA,27853,6.35,23.65,78.8%,OPEN_SLOW,20,Z1
DATA,28112,6.29,23.71,79.0%,OPEN_SLOW,20,Z1
DATA,28370,6.29,23.71,79.0%,OPEN_SLOW,20,Z1
DATA,28628,6.29,23.71,79.0%,OPEN_SLOW,20,Z1
DATA,28887,6.30,23.70,79.0%,OPEN_SLOW,20,Z1
DATA,29145,6.30,23.70,79.0%,OPEN_SLOW,20,Z1
DATA,29403,6.34,23.66,78.9%,OPEN_SLOW,20,Z1
DATA,29662,6.31,23.69,79.0%,OPEN_SLOW,20,Z1
DATA,29920,6.30,23.70,79.0%,OPEN_SLOW,20,Z1
DATA,30178,6.32,23.68,78.9%,OPEN_SLOW,20,Z1
DATA,30436,6.33,23.67,78.9%,OPEN_SLOW,20,Z1
DATA,30695,6.36,23.64,78.8%,OPEN_SLOW,20,Z1
BRIDGING #6 @6.30g hammer
DATA,30953,6.30,23.70,79.0%,OPEN_SLOW,20,Z1
DATA,31212,6.32,23.68,78.9%,OPEN_SLOW,20,Z1
DATA,31470,6.30,23.70,79.0%,OPEN_SLOW,20,Z1
DATA,31728,6.28,23.72,79.1%,OPEN_SLOW,20,Z1
DATA,31986,7.55,22.45,74.8%,OPEN_SLOW,20,Z1
DATA,32244,11.45,18.55,61.8%,OPEN_SLOW,20,Z1
DATA,32503,11.35,18.65,62.2%,OPEN_SLOW,20,Z1
DATA,32761,11.30,18.70,62.3%,OPEN_SLOW,20,Z1
DATA,33019,11.30,18.70,62.3%,OPEN_SLOW,20,Z1
DATA,33278,11.25,18.75,62.5%,OPEN_SLOW,20,Z1
DATA,33536,11.27,18.73,62.4%,OPEN_SLOW,20,Z1
DATA,33794,11.33,18.67,62.2%,OPEN_SLOW,20,Z1
DATA,34052,11.34,18.66,62.2%,OPEN_SLOW,20,Z1
DATA,34311,11.29,18.71,62.4%,OPEN_SLOW,20,Z1
DATA,34569,11.33,18.67,62.2%,OPEN_SLOW,20,Z1
DATA,34827,11.31,18.69,62.3%,OPEN_SLOW,20,Z1
DATA,35086,11.29,18.71,62.4%,OPEN_SLOW,20,Z1
DATA,35344,11.29,18.71,62.4%,OPEN_SLOW,20,Z1
DATA,35602,11.33,18.67,62.2%,OPEN_SLOW,20,Z1
DATA,35861,11.35,18.65,62.2%,OPEN_SLOW,20,Z1
DATA,36119,11.33,18.67,62.2%,OPEN_SLOW,20,Z1
DATA,36377,11.30,18.70,62.3%,OPEN_SLOW,20,Z1
DATA,36635,11.29,18.71,62.4%,OPEN_SLOW,20,Z1
DATA,36894,11.36,18.64,62.1%,OPEN_SLOW,20,Z1
BRIDGING #7 @11.33g hammer
DATA,37152,11.33,18.67,62.2%,OPEN_SLOW,20,Z1
DATA,37411,11.29,18.71,62.4%,OPEN_SLOW,20,Z1
DATA,37669,11.31,18.69,62.3%,OPEN_SLOW,20,Z1
DATA,37927,11.36,18.64,62.1%,OPEN_SLOW,20,Z1
DATA,38185,11.48,18.52,61.7%,OPEN_SLOW,20,Z1
DATA,38443,11.70,18.30,61.0%,OPEN_SLOW,20,Z1
DATA,38702,11.91,18.09,60.3%,OPEN_SLOW,20,Z1
DATA,38960,11.76,18.24,60.8%,OPEN_SLOW,20,Z1
DATA,39218,11.85,18.15,60.5%,OPEN_SLOW,20,Z1
DATA,39476,11.69,18.31,61.0%,OPEN_SLOW,20,Z1
DATA,39735,11.66,18.34,61.1%,OPEN_SLOW,20,Z1
DATA,39993,11.83,18.17,60.6%,OPEN_SLOW,20,Z1
BRIDGING #8 @11.79g hammer
DATA,40251,11.79,18.21,60.7%,OPEN_SLOW,20,Z1
DATA,40510,11.68,18.32,61.1%,OPEN_SLOW,20,Z1
DATA,40768,11.49,18.51,61.7%,OPEN_SLOW,20,Z1
DATA,41026,11.57,18.43,61.4%,OPEN_SLOW,20,Z1
DATA,41284,11.89,18.11,60.4%,OPEN_SLOW,20,Z1
DATA,41542,12.26,17.74,59.1%,OPEN_SLOW,20,Z1
DATA,41801,12.05,17.95,59.8%,OPEN_SLOW,20,Z1
DATA,42059,11.74,18.26,60.9%,OPEN_SLOW,20,Z1
DATA,42317,11.96,18.04,60.1%,OPEN_SLOW,20,Z1
DATA,42576,12.00,18.00,60.0%,OPEN_SLOW,20,Z1
DATA,42834,12.05,17.95,59.8%,OPEN_SLOW,20,Z1
DATA,43092,12.00,18.00,60.0%,OPEN_SLOW,20,Z1
BRIDGING #9 @12.06g hammer
DATA,43350,12.06,17.94,59.8%,OPEN_SLOW,20,Z1
DATA,43609,12.08,17.92,59.7%,OPEN_SLOW,20,Z1
DATA,43867,12.12,17.88,59.6%,OPEN_SLOW,20,Z1
DATA,44125,12.07,17.93,59.8%,OPEN_SLOW,20,Z1
DATA,44383,12.33,17.67,58.9%,OPEN_SLOW,20,Z1
DATA,44642,13.01,16.99,56.6%,OPEN_SLOW,20,Z1
DATA,44900,12.94,17.06,56.9%,OPEN_SLOW,20,Z1
DATA,45158,12.94,17.06,56.9%,OPEN_SLOW,20,Z1
DATA,45417,12.88,17.12,57.1%,OPEN_SLOW,20,Z1
DATA,45675,12.89,17.11,57.0%,OPEN_SLOW,20,Z1
DATA,45933,12.94,17.06,56.9%,OPEN_SLOW,20,Z1
DATA,46191,13.25,16.75,55.8%,OPEN_SLOW,20,Z1
DATA,46450,13.38,16.62,55.4%,OPEN_SLOW,20,Z1
DATA,46708,13.31,16.69,55.6%,OPEN_SLOW,20,Z1
DATA,46966,13.38,16.62,55.4%,OPEN_SLOW,20,Z1
DATA,47225,13.34,16.66,55.5%,OPEN_SLOW,20,Z1
DATA,47483,13.36,16.64,55.5%,OPEN_SLOW,20,Z1
DATA,47741,13.33,16.67,55.6%,OPEN_SLOW,20,Z1
DATA,47999,13.31,16.69,55.6%,OPEN_SLOW,20,Z1
DATA,48258,13.32,16.68,55.6%,OPEN_SLOW,20,Z1
DATA,48516,13.34,16.66,55.5%,OPEN_SLOW,20,Z1
DATA,48774,13.34,16.66,55.5%,OPEN_SLOW,20,Z1
DATA,49033,13.33,16.67,55.6%,OPEN_SLOW,20,Z1
DATA,49291,13.31,16.69,55.6%,OPEN_SLOW,20,Z1
BRIDGING #10 @13.34g hammer
DATA,49549,13.34,16.66,55.5%,OPEN_SLOW,20,Z1
DATA,49808,13.35,16.65,55.5%,OPEN_SLOW,20,Z1
DATA,50066,13.33,16.67,55.6%,OPEN_SLOW,20,Z1
DATA,50324,13.35,16.65,55.5%,OPEN_SLOW,20,Z1
DATA,50582,13.72,16.28,54.3%,OPEN_SLOW,20,Z1
DATA,50841,14.30,15.70,52.3%,OPEN_SLOW,20,Z1
DATA,51099,14.29,15.71,52.4%,OPEN_SLOW,20,Z1
DATA,51357,14.26,15.74,52.5%,OPEN_SLOW,20,Z1
DATA,51615,14.22,15.78,52.6%,OPEN_SLOW,20,Z1
DATA,51874,14.24,15.76,52.5%,OPEN_SLOW,20,Z1
DATA,52132,14.30,15.70,52.3%,OPEN_SLOW,20,Z1
DATA,52390,14.66,15.34,51.1%,OPEN_SLOW,20,Z1
DATA,52648,14.73,15.27,50.9%,OPEN_SLOW,20,Z1
DATA,52907,14.66,15.34,51.1%,OPEN_SLOW,20,Z1
DATA,53165,14.70,15.30,51.0%,OPEN_SLOW,20,Z1
DATA,53423,14.80,15.20,50.7%,OPEN_SLOW,20,Z1
DATA,53682,14.68,15.32,51.1%,OPEN_SLOW,20,Z1
DATA,53940,14.87,15.13,50.4%,OPEN_SLOW,20,Z1
DATA,54198,14.82,15.18,50.6%,OPEN_SLOW,20,Z1
DATA,54457,14.80,15.20,50.7%,OPEN_SLOW,20,Z1
DATA,54715,14.77,15.23,50.8%,OPEN_SLOW,20,Z1
DATA,54973,14.64,15.36,51.2%,OPEN_SLOW,20,Z1
DATA,55232,14.82,15.18,50.6%,OPEN_SLOW,20,Z1
DATA,55490,14.94,15.06,50.2%,OPEN_SLOW,20,Z1
BRIDGING #11 @15.01g hammer
DATA,55748,15.01,14.99,50.0%,OPEN_SLOW,20,Z2
DATA,56007,14.60,15.40,51.3%,OPEN_SLOW,20,Z1
DATA,56265,14.78,15.22,50.7%,OPEN_SLOW,20,Z1
DATA,56523,14.81,15.19,50.6%,OPEN_SLOW,20,Z1
DATA,56781,14.99,15.01,50.0%,OPEN_SLOW,20,Z1
DATA,57039,15.83,14.17,47.2%,OPEN_SLOW,20,Z2
DATA,57298,15.85,14.15,47.2%,OPEN_SLOW,20,Z2
DATA,57556,16.00,14.00,46.7%,OPEN_SLOW,20,Z2
DATA,57814,16.02,13.98,46.6%,OPEN_SLOW,20,Z2
DATA,58073,15.97,14.03,46.8%,OPEN_SLOW,20,Z2
DATA,58331,16.04,13.96,46.5%,OPEN_SLOW,20,Z2
DATA,58589,16.74,13.26,44.2%,OPEN_SLOW,20,Z2
DATA,58847,16.87,13.13,43.8%,OPEN_SLOW,20,Z2
DATA,59106,16.82,13.18,43.9%,OPEN_SLOW,20,Z2
DATA,59364,16.80,13.20,44.0%,OPEN_SLOW,20,Z2
DATA,59622,16.83,13.17,43.9%,OPEN_SLOW,20,Z2
DATA,59881,16.96,13.04,43.5%,OPEN_SLOW,20,Z2
DATA,60139,16.93,13.07,43.6%,OPEN_SLOW,20,Z2
DATA,60397,17.24,12.76,42.5%,OPEN_SLOW,20,Z2
DATA,60656,17.53,12.47,41.6%,OPEN_SLOW,20,Z2
DATA,60914,17.54,12.46,41.5%,OPEN_SLOW,20,Z2
DATA,61172,17.52,12.48,41.6%,OPEN_SLOW,20,Z2
DATA,61431,17.44,12.56,41.9%,OPEN_SLOW,20,Z2
DATA,61689,17.45,12.55,41.8%,OPEN_SLOW,20,Z2
DATA,61947,17.51,12.49,41.6%,OPEN_SLOW,20,Z2
DATA,62206,17.50,12.50,41.7%,OPEN_SLOW,20,Z2
DATA,62464,17.46,12.54,41.8%,OPEN_SLOW,20,Z2
DATA,62722,17.50,12.50,41.7%,OPEN_SLOW,20,Z2
DATA,62980,17.51,12.49,41.6%,OPEN_SLOW,20,Z2
DATA,63239,17.47,12.53,41.8%,OPEN_SLOW,20,Z2
DATA,63497,17.49,12.51,41.7%,OPEN_SLOW,20,Z2
DATA,63755,17.47,12.53,41.8%,OPEN_SLOW,20,Z2
DATA,64014,17.51,12.49,41.6%,OPEN_SLOW,20,Z2
DATA,64272,17.52,12.48,41.6%,OPEN_SLOW,20,Z2
DATA,64530,17.56,12.44,41.5%,OPEN_SLOW,20,Z2
DATA,64789,17.56,12.44,41.5%,OPEN_SLOW,20,Z2
BRIDGING #12 @17.57g hammer
DATA,65047,17.57,12.43,41.4%,OPEN_SLOW,20,Z2
DATA,65305,17.57,12.43,41.4%,OPEN_SLOW,20,Z2
DATA,65563,17.56,12.44,41.5%,OPEN_SLOW,20,Z2
DATA,65822,17.57,12.43,41.4%,OPEN_SLOW,20,Z2
DATA,66080,18.85,11.15,37.2%,OPEN_SLOW,20,Z2
DATA,66338,21.69,8.31,27.7%,OPEN_SLOW,20,Z2
DATA,66596,21.53,8.47,28.2%,OPEN_SLOW,20,Z2
DATA,66855,21.56,8.44,28.1%,OPEN_SLOW,20,Z2
DATA,67113,21.56,8.44,28.1%,OPEN_SLOW,20,Z2
DATA,67371,21.56,8.44,28.1%,OPEN_SLOW,20,Z2
DATA,67630,21.57,8.43,28.1%,OPEN_SLOW,20,Z2
DATA,67888,21.82,8.18,27.3%,OPEN_SLOW,20,Z2
DATA,68146,22.04,7.96,26.5%,OPEN_SLOW,20,Z2
DATA,68404,22.03,7.97,26.6%,OPEN_SLOW,20,Z2
DATA,68663,22.07,7.93,26.4%,OPEN_SLOW,20,Z2
DATA,68921,22.09,7.91,26.4%,OPEN_SLOW,20,Z2
DATA,69179,22.13,7.87,26.2%,OPEN_SLOW,20,Z2
DATA,69438,22.18,7.82,26.1%,OPEN_SLOW,20,Z2
DATA,69696,22.03,7.97,26.6%,OPEN_SLOW,20,Z2
DATA,69954,21.98,8.02,26.7%,OPEN_SLOW,20,Z2
DATA,70213,22.12,7.88,26.3%,OPEN_SLOW,20,Z2
DATA,70471,22.21,7.79,26.0%,OPEN_SLOW,20,Z2
DATA,70729,22.36,7.64,25.5%,OPEN_SLOW,20,Z2
DATA,70987,22.82,7.18,23.9%,OPEN_SLOW,20,Z2
DATA,71246,22.94,7.06,23.5%,OPEN_SLOW,20,Z2
DATA,71504,23.00,7.00,23.3%,OPEN_SLOW,20,Z2
DATA,71762,22.77,7.23,24.1%,OPEN_SLOW,20,Z2
DATA,72021,22.65,7.35,24.5%,OPEN_SLOW,20,Z2
DATA,72279,22.86,7.14,23.8%,OPEN_SLOW,20,Z2
DATA,72537,22.85,7.15,23.8%,OPEN_SLOW,20,Z2
DATA,72796,23.04,6.96,23.2%,OPEN_SLOW,20,Z2
DATA,73054,23.37,6.63,22.1%,OPEN_SLOW,20,Z2
DATA,73312,23.31,6.69,22.3%,OPEN_SLOW,20,Z2
DATA,73571,23.38,6.62,22.1%,OPEN_SLOW,20,Z2
DATA,73829,23.39,6.61,22.0%,OPEN_SLOW,20,Z2
DATA,74087,23.45,6.55,21.8%,OPEN_SLOW,20,Z2
DATA,74346,23.45,6.55,21.8%,OPEN_SLOW,20,Z2
DATA,74604,23.46,6.54,21.8%,OPEN_SLOW,20,Z2
DATA,74862,24.14,5.86,19.5%,OPEN_SLOW,20,Z2
DATA,75120,24.50,5.50,18.3%,OPEN_SLOW,20,Z2
DATA,75379,24.49,5.51,18.4%,OPEN_SLOW,20,Z2
DATA,75637,24.47,5.53,18.4%,OPEN_SLOW,20,Z2
DATA,75895,24.47,5.53,18.4%,OPEN_SLOW,20,Z2
DATA,76154,24.45,5.55,18.5%,OPEN_SLOW,20,Z2
DATA,76412,24.44,5.56,18.5%,OPEN_SLOW,20,Z2
DATA,76670,24.45,5.55,18.5%,OPEN_SLOW,20,Z2
DATA,76929,24.95,5.05,16.8%,OPEN_SLOW,20,Z2
DATA,77187,25.14,4.86,16.2%,OPEN_SLOW,20,Z2
DATA,77445,25.16,4.84,16.1%,OPEN_SLOW,20,Z2
DATA,77704,25.15,4.85,16.2%,OPEN_SLOW,20,Z2
DATA,77962,25.17,4.83,16.1%,OPEN_SLOW,20,Z2
DATA,78220,25.17,4.83,16.1%,OPEN_SLOW,20,Z2
DATA,78479,25.17,4.83,16.1%,OPEN_SLOW,20,Z2
DATA,78737,25.17,4.83,16.1%,OPEN_SLOW,20,Z2
DATA,78995,25.24,4.76,15.9%,OPEN_SLOW,20,Z2
DATA,79253,25.36,4.64,15.5%,OPEN_SLOW,20,Z2
DATA,79512,25.31,4.69,15.6%,OPEN_SLOW,20,Z2
DATA,79770,25.33,4.67,15.6%,OPEN_SLOW,20,Z2
DATA,80028,25.31,4.69,15.6%,OPEN_SLOW,20,Z2
DATA,80287,25.32,4.68,15.6%,OPEN_SLOW,20,Z2
BRIDGING #13 @25.31g hammer
DATA,80545,25.31,4.69,15.6%,OPEN_SLOW,20,Z2
DATA,80804,25.33,4.67,15.6%,OPEN_SLOW,20,Z2
DATA,81062,25.37,4.63,15.4%,OPEN_SLOW,20,Z2
DATA,81320,25.37,4.63,15.4%,OPEN_SLOW,20,Z2
DATA,81578,27.19,2.81,9.4%,OPEN_SLOW,20,Z3
=== SUMMARY TRIAL ===
Controller: Manual Presisi
TrialNo: 7
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
FinalMass_g: 37.25
FinalError_g: 7.25
FinalError_pct: 24.18
Duration_ms: 82094
Duration_s: 82.09
TimeTo90_ms: 81578
RiseTime_10_90_ms: 75420
SettlingTime_ms: -1
MaxMass_g: 37.25
MaxOvershoot_g: 7.25
MaxOvershoot_pct: 24.18
BridgingCount: 13
Status: OVERSHOOT
Valid: TRUE
StopReason: TARGET
=== TRIAL END ===
r=reset | g=ulangi | c=parameter
