======== PARAMETER AKTIF ========
[SKENARIO 2 - OPEN LOOP PRESISI]
Setpoint   : 30.0g
Sudut      : 20deg (tetap, open loop presisi)
EARLY_STOP : SP - 0.40g
STOP saat  : 29.60g
TIMEOUT    : 120s (diperpanjang)
Mode       : Tidak ada kontrol — servo minimum dari awal
=================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Manual Presisi
TrialNo: 4
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Servo_deg: 20
DataFormat: DATA,ms,mass_g,error_g,error_pct,mode,servo_deg,zone
DATA,16232,19.81,10.19,34.0%,OPEN_SLOW,20,Z2
DATA,16491,19.55,10.45,34.8%,OPEN_SLOW,20,Z2
DATA,16749,19.74,10.26,34.2%,OPEN_SLOW,20,Z2
DATA,17007,19.82,10.18,33.9%,OPEN_SLOW,20,Z2
DATA,17266,19.86,10.14,33.8%,OPEN_SLOW,20,Z2
DATA,17524,19.90,10.10,33.7%,OPEN_SLOW,20,Z2
DATA,17782,20.03,9.97,33.2%,OPEN_SLOW,20,Z2
DATA,18041,19.79,10.21,34.0%,OPEN_SLOW,20,Z2
DATA,18299,19.80,10.20,34.0%,OPEN_SLOW,20,Z2
BRIDGING #2 @20.06g hammer
DATA,18557,20.06,9.94,33.1%,OPEN_SLOW,20,Z2
DATA,18816,19.83,10.17,33.9%,OPEN_SLOW,20,Z2
DATA,19074,19.88,10.12,33.7%,OPEN_SLOW,20,Z2
DATA,19332,19.77,10.23,34.1%,OPEN_SLOW,20,Z2
DATA,19590,20.05,9.95,33.2%,OPEN_SLOW,20,Z2
DATA,19849,20.36,9.64,32.1%,OPEN_SLOW,20,Z2
DATA,20107,20.63,9.37,31.2%,OPEN_SLOW,20,Z2
DATA,20365,20.34,9.66,32.2%,OPEN_SLOW,20,Z2
DATA,20624,20.40,9.60,32.0%,OPEN_SLOW,20,Z2
DATA,20882,20.39,9.61,32.0%,OPEN_SLOW,20,Z2
DATA,21140,20.39,9.61,32.0%,OPEN_SLOW,20,Z2
DATA,21398,20.51,9.49,31.6%,OPEN_SLOW,20,Z2
BRIDGING #3 @20.50g hammer
DATA,21657,20.50,9.50,31.7%,OPEN_SLOW,20,Z2
DATA,21915,20.47,9.53,31.8%,OPEN_SLOW,20,Z2
DATA,22173,20.55,9.45,31.5%,OPEN_SLOW,20,Z2
DATA,22432,20.50,9.50,31.7%,OPEN_SLOW,20,Z2
DATA,22690,21.34,8.66,28.9%,OPEN_SLOW,20,Z2
DATA,22948,23.49,6.51,21.7%,OPEN_SLOW,20,Z2
DATA,23206,25.62,4.38,14.6%,OPEN_SLOW,20,Z3
DATA,23465,26.11,3.89,13.0%,OPEN_SLOW,20,Z3
DATA,23723,26.12,3.88,12.9%,OPEN_SLOW,20,Z3
DATA,23981,26.12,3.88,12.9%,OPEN_SLOW,20,Z3
DATA,24240,26.11,3.89,13.0%,OPEN_SLOW,20,Z3
DATA,24498,26.33,3.67,12.2%,OPEN_SLOW,20,Z3
DATA,24756,26.44,3.56,11.9%,OPEN_SLOW,20,Z3
DATA,25014,26.45,3.55,11.8%,OPEN_SLOW,20,Z3
DATA,25273,26.44,3.56,11.9%,OPEN_SLOW,20,Z3
DATA,25531,26.46,3.54,11.8%,OPEN_SLOW,20,Z3
DATA,25789,26.51,3.49,11.6%,OPEN_SLOW,20,Z3
DATA,26048,26.43,3.57,11.9%,OPEN_SLOW,20,Z3
DATA,26306,26.46,3.54,11.8%,OPEN_SLOW,20,Z3
DATA,26564,26.38,3.62,12.1%,OPEN_SLOW,20,Z3
DATA,26823,26.42,3.58,11.9%,OPEN_SLOW,20,Z3
DATA,27081,26.45,3.55,11.8%,OPEN_SLOW,20,Z3
DATA,27339,26.48,3.52,11.7%,OPEN_SLOW,20,Z3
DATA,27598,26.41,3.59,12.0%,OPEN_SLOW,20,Z3
BRIDGING #4 @26.46g hammer
DATA,27856,26.46,3.54,11.8%,OPEN_SLOW,20,Z3
DATA,28114,26.42,3.58,11.9%,OPEN_SLOW,20,Z3
DATA,28372,26.44,3.56,11.9%,OPEN_SLOW,20,Z3
DATA,28631,26.43,3.57,11.9%,OPEN_SLOW,20,Z3
DATA,28889,26.59,3.41,11.4%,OPEN_SLOW,20,Z3
DATA,29147,27.42,2.58,8.6%,OPEN_SLOW,20,Z3
DATA,29406,27.88,2.12,7.1%,OPEN_SLOW,20,Z3
DATA,29664,27.85,2.15,7.2%,OPEN_SLOW,20,Z3
DATA,29922,27.91,2.09,7.0%,OPEN_SLOW,20,Z3
DATA,30180,28.01,1.99,6.6%,OPEN_SLOW,20,Z3
DATA,30439,27.96,2.04,6.8%,OPEN_SLOW,20,Z3
DATA,30697,27.85,2.15,7.2%,OPEN_SLOW,20,Z3
DATA,30955,27.87,2.13,7.1%,OPEN_SLOW,20,Z3
DATA,31214,27.75,2.25,7.5%,OPEN_SLOW,20,Z3
DATA,31472,27.83,2.17,7.2%,OPEN_SLOW,20,Z3
DATA,31730,28.34,1.66,5.5%,OPEN_SLOW,20,Z3
DATA,31988,28.36,1.64,5.5%,OPEN_SLOW,20,Z3
DATA,32247,28.51,1.49,5.0%,OPEN_SLOW,20,Z3
DATA,32505,28.29,1.71,5.7%,OPEN_SLOW,20,Z3
DATA,32764,28.40,1.60,5.3%,OPEN_SLOW,20,Z3
DATA,33022,28.41,1.59,5.3%,OPEN_SLOW,20,Z3
DATA,33280,28.20,1.80,6.0%,OPEN_SLOW,20,Z3
DATA,33538,28.24,1.76,5.9%,OPEN_SLOW,20,Z3
DATA,33797,28.21,1.79,6.0%,OPEN_SLOW,20,Z3
DATA,34055,28.14,1.86,6.2%,OPEN_SLOW,20,Z3
DATA,34313,28.07,1.93,6.4%,OPEN_SLOW,20,Z3
DATA,34572,28.36,1.64,5.5%,OPEN_SLOW,20,Z3
DATA,34830,28.35,1.65,5.5%,OPEN_SLOW,20,Z3
DATA,35088,28.15,1.85,6.2%,OPEN_SLOW,20,Z3
DATA,35347,28.14,1.86,6.2%,OPEN_SLOW,20,Z3
DATA,35605,28.38,1.62,5.4%,OPEN_SLOW,20,Z3
DATA,35863,28.44,1.56,5.2%,OPEN_SLOW,20,Z3
DATA,36122,28.48,1.52,5.1%,OPEN_SLOW,20,Z3
DATA,36380,28.42,1.58,5.3%,OPEN_SLOW,20,Z3
DATA,36638,28.43,1.57,5.2%,OPEN_SLOW,20,Z3
DATA,36897,28.39,1.61,5.4%,OPEN_SLOW,20,Z3
DATA,37155,28.36,1.64,5.5%,OPEN_SLOW,20,Z3
DATA,37413,28.28,1.72,5.7%,OPEN_SLOW,20,Z3
DATA,37672,28.31,1.69,5.6%,OPEN_SLOW,20,Z3
DATA,37930,28.50,1.50,5.0%,OPEN_SLOW,20,Z3
DATA,38188,28.44,1.56,5.2%,OPEN_SLOW,20,Z3
DATA,38447,28.43,1.57,5.2%,OPEN_SLOW,20,Z3
DATA,38705,28.44,1.56,5.2%,OPEN_SLOW,20,Z3
DATA,38963,28.44,1.56,5.2%,OPEN_SLOW,20,Z3
DATA,39222,28.41,1.59,5.3%,OPEN_SLOW,20,Z3
DATA,39480,28.39,1.61,5.4%,OPEN_SLOW,20,Z3
DATA,39738,28.42,1.58,5.3%,OPEN_SLOW,20,Z3
DATA,39997,28.40,1.60,5.3%,OPEN_SLOW,20,Z3
DATA,40255,28.43,1.57,5.2%,OPEN_SLOW,20,Z3
DATA,40513,28.42,1.58,5.3%,OPEN_SLOW,20,Z3
DATA,40772,28.40,1.60,5.3%,OPEN_SLOW,20,Z3
DATA,41030,28.39,1.61,5.4%,OPEN_SLOW,20,Z3
DATA,41288,28.40,1.60,5.3%,OPEN_SLOW,20,Z3
DATA,41547,28.42,1.58,5.3%,OPEN_SLOW,20,Z3
DATA,41805,28.78,1.22,4.1%,OPEN_SLOW,20,Z3
DATA,42063,29.28,0.72,2.4%,OPEN_SLOW,20,Z3
DATA,42322,29.27,0.73,2.4%,OPEN_SLOW,20,Z3
DATA,42580,29.27,0.73,2.4%,OPEN_SLOW,20,Z3
DATA,42838,29.24,0.76,2.5%,OPEN_SLOW,20,Z3
DATA,43097,29.23,0.77,2.6%,OPEN_SLOW,20,Z3
DATA,43355,29.18,0.82,2.7%,OPEN_SLOW,20,Z3
DATA,43613,29.23,0.77,2.6%,OPEN_SLOW,20,Z3
=== SUMMARY TRIAL ===
Controller: Manual Presisi
TrialNo: 4
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
FinalMass_g: 30.46
FinalError_g: 0.46
FinalError_pct: 1.53
Duration_ms: 44129
Duration_s: 44.13
TimeTo90_ms: 29147
RiseTime_10_90_ms: 22472
SettlingTime_ms: 41805
MaxMass_g: 30.46
MaxOvershoot_g: 0.46
MaxOvershoot_pct: 1.53
BridgingCount: 4
Status: AKURAT
Valid: TRUE
StopReason: TARGET
=== TRIAL END ===
r=reset | g=ulangi | c=parameter
