No,Scenario,Controller,Setpoint_g,TrialNo,FileName,FinalMass_g,FinalError_g,FinalError_pct,AbsError_g,AbsError_pct,MaxOvershoot_g,MaxOvershoot_pct,Duration_s,TimeTo90_s,RiseTime_10_90_s,SettlingTime_s,BridgingCount,Status,Valid,StopReason,EarlyStop_g,Notes
122,GS PID,Gain Scheduling PID,15.0,2,GSPID_SSP15_trial02.txt,14.76,-0.24,-1.6,0.24,1.6,0.0,0.0,16.65,14.934,14.2,15.192,0,AKURAT,TRUE,TARGET,0.4,
123,GS PID,Gain Scheduling PID,15.0,3,GSPID_SSP15_trial03.txt,15.16,0.16,1.07,0.16,1.07,0.19,1.25,13.56,10.803,10.069,10.803,1,AKURAT,TRUE,TARGET,0.4,
124,GS PID,Gain Scheduling PID,15.0,4,GSPID_SSP15_trial04.txt,14.93,-0.07,-0.5,0.07,0.5,0.0,0.0,12.52,10.804,8.263,11.062,0,AKURAT,TRUE,TARGET,0.4,
125,GS PID,Gain Scheduling PID,15.0,5,GSPID_SSP15_trial05.txt,16.03,1.03,6.88,1.03,6.88,1.12,7.43,12.52,10.803,10.069,NA,1,OVERSHOOT,TRUE,TARGET,0.4,
126,GS PID,Gain Scheduling PID,15.0,6,GSPID_SSP15_trial06.txt,14.72,-0.28,-1.84,0.28,1.84,0.0,0.0,8.13,4.864,2.581,6.672,0,AKURAT,TRUE,TARGET,0.4,
127,GS PID,Gain Scheduling PID,15.0,7,GSPID_SSP15_trial07.txt,15.04,0.04,0.24,0.04,0.24,0.04,0.24,37.32,29.658,28.924,33.79,0,AKURAT,TRUE,TARGET,0.4,
128,GS PID,Gain Scheduling PID,15.0,8,GSPID_SSP15_trial08.txt,15.35,0.35,2.36,0.35,2.36,0.41,2.76,14.59,12.871,12.395,12.871,0,AKURAT,TRUE,TARGET,0.4,
129,GS PID,Gain Scheduling PID,15.0,9,GSPID_SSP15_trial09.txt,14.82,-0.18,-1.17,0.18,1.17,0.0,0.0,10.46,8.996,6.455,8.996,0,AKURAT,TRUE,TARGET,0.4,
130,GS PID,Gain Scheduling PID,15.0,10,GSPID_SSP15_trial10.txt,14.9,-0.1,-0.65,0.1,0.65,0.09,0.6,16.66,13.129,12.653,14.679,0,AKURAT,TRUE,TARGET,0.4,
131,GS PID,Gain Scheduling PID,20.0,1,GS_PID_SP20_trial01.txt,20.55,0.55,2.74,0.55,2.74,0.55,2.74,20.54,13.132,12.397,14.94,0,AKURAT,TRUE,TARGET,0.4,
132,GS PID,Gain Scheduling PID,20.0,2,GS_PID_SP20_trial02.txt,20.93,0.93,4.65,0.93,4.65,0.93,4.65,9.17,7.446,6.712,7.705,1,AKURAT,TRUE,TARGET,0.4,
133,GS PID,Gain Scheduling PID,20.0,3,GS_PID_SP20_trial03.txt,22.1,2.1,10.49,2.1,10.49,2.1,10.49,21.3,19.839,19.105,NA,1,OVERSHOOT,TRUE,TARGET,0.4,
134,GS PID,Gain Scheduling PID,20.0,4,GS_PID_SP20_trial04.txt,20.44,0.44,2.18,0.44,2.18,0.44,2.18,20.52,17.256,16.522,18.547,1,AKURAT,TRUE,TARGET,0.4,
135,GS PID,Gain Scheduling PID,20.0,5,GS_PID_SP20_trial05.txt,21.22,1.22,6.09,1.22,6.09,1.22,6.09,20.79,17.777,17.043,NA,1,OVERSHOOT,TRUE,TARGET,0.4,
136,GS PID,Gain Scheduling PID,20.0,6,GS_PID_SP20_trial06.txt,19.59,-0.41,-2.05,0.41,2.05,0.0,0.0,18.98,17.004,16.27,17.262,1,AKURAT,TRUE,TARGET,0.4,
137,GS PID,Gain Scheduling PID,20.0,7,GS_PID_SP20_trial07.txt,19.87,-0.13,-0.67,0.13,0.67,0.0,0.0,20.79,8.998,8.264,17.004,0,AKURAT,TRUE,TARGET,0.4,
138,GS PID,Gain Scheduling PID,20.0,8,GS_PID_SP20_trial08.txt,20.92,0.92,4.58,0.92,4.58,0.92,4.58,12.01,10.547,9.813,10.547,1,AKURAT,TRUE,TARGET,0.4,
139,GS PID,Gain Scheduling PID,20.0,9,GS_PID_SP20_trial09.txt,19.46,-0.54,-2.7,0.54,2.7,0.0,0.0,14.59,12.355,11.621,12.872,0,AKURAT,TRUE,TARGET,0.4,
140,GS PID,Gain Scheduling PID,20.0,10,GS_PID_SP20_trial10.txt,19.78,-0.22,-1.11,0.22,1.11,0.0,0.0,25.18,19.071,18.337,23.461,1,AKURAT,TRUE,TARGET,0.4,
141,GS PID,Gain Scheduling PID,25.0,1,GS_PID_SP25_trial01.txt,25.84,0.84,3.36,0.84,3.36,0.84,3.36,15.11,13.388,12.654,13.647,1,AKURAT,TRUE,TARGET,0.4,
142,GS PID,Gain Scheduling PID,25.0,2,GS_PID_SP25_trial02.txt,25.5,0.5,2.01,0.5,2.01,0.5,2.01,18.47,13.647,11.622,15.196,1,AKURAT,TRUE,TARGET,0.4,
143,GS PID,Gain Scheduling PID,25.0,3,GS_PID_SP25_trial03.txt,26.84,1.84,7.37,1.84,7.37,1.84,7.37,10.46,6.932,6.198,NA,0,OVERSHOOT,TRUE,TARGET,0.4,
144,GS PID,Gain Scheduling PID,25.0,4,GS_PID_SP25_trial04.txt,25.02,0.02,0.08,0.02,0.08,0.02,0.08,39.39,25.529,24.795,31.727,1,AKURAT,TRUE,TARGET,0.4,
145,GS PID,Gain Scheduling PID,25.0,5,GS_PID_SP25_trial05.txt,24.14,-0.86,-3.44,0.86,3.44,0.0,0.0,12.79,10.807,10.072,11.066,0,AKURAT,TRUE,TARGET,0.4,
146,GS PID,Gain Scheduling PID,25.0,6,GS_PID_SP25_trial06.txt,24.58,-0.42,-1.67,0.42,1.67,0.0,0.0,16.66,13.132,12.139,14.94,1,AKURAT,TRUE,TARGET,0.4,
147,GS PID,Gain Scheduling PID,25.0,7,GS_PID_SP25_trial07.txt,25.88,0.88,3.52,0.88,3.52,0.88,3.52,32.93,21.138,20.404,29.403,0,AKURAT,TRUE,TARGET,0.4,
148,GS PID,Gain Scheduling PID,25.0,8,GS_PID_SP25_trial08.txt,25.45,0.45,1.79,0.45,1.79,0.45,1.79,26.73,23.205,22.471,23.721,0,AKURAT,TRUE,TARGET,0.4,
149,GS PID,Gain Scheduling PID,25.0,9,GS_PID_SP25_trial09.txt,24.54,-0.46,-1.86,0.46,1.86,0.0,0.0,54.89,17.264,16.53,43.869,0,AKURAT,TRUE,TARGET,0.4,
150,GS PID,Gain Scheduling PID,25.0,10,GS_PID_SP25_trial10.txt,25.29,0.29,1.15,0.29,1.15,0.29,1.15,20.79,14.165,13.431,19.073,0,AKURAT,TRUE,TARGET,0.4,
151,GS PID,Gain Scheduling PID,30.0,1,GS_PID_SP30_trial01.txt,31.15,1.15,3.84,1.15,3.84,1.15,3.84,24.67,19.072,16.788,21.138,1,AKURAT,TRUE,TARGET,0.4,
152,GS PID,Gain Scheduling PID,30.0,2,GS_PID_SP30_trial02.txt,29.83,-0.17,-0.57,0.17,0.57,0.0,0.0,20.8,17.007,15.498,17.265,0,AKURAT,TRUE,TARGET,0.4,
153,GS PID,Gain Scheduling PID,30.0,3,GS_PID_SP30_trial03.txt,30.17,0.17,0.58,0.17,0.58,0.17,0.58,24.93,21.399,16.79,22.173,0,AKURAT,TRUE,TARGET,0.4,
154,GS PID,Gain Scheduling PID,30.0,4,GS_PID_SP30_trial04.txt,29.64,-0.36,-1.19,0.36,1.19,0.0,0.0,21.05,13.649,12.914,19.332,1,AKURAT,TRUE,TARGET,0.4,
155,GS PID,Gain Scheduling PID,30.0,5,GS_PID_SP30_trial05.txt,30.23,0.23,0.76,0.23,0.76,0.23,0.76,53.6,21.14,18.597,50.33,0,AKURAT,TRUE,TARGET,0.4,
156,GS PID,Gain Scheduling PID,30.0,6,GS_PID_SP30_trial06.txt,30.25,0.25,0.82,0.25,0.82,0.25,0.82,25.18,23.206,20.663,23.464,2,AKURAT,TRUE,TARGET,0.4,
157,GS PID,Gain Scheduling PID,30.0,7,GS_PID_SP30_trial07.txt,29.69,-0.31,-1.02,0.31,1.02,0.0,0.0,25.96,12.874,10.331,19.074,0,AKURAT,TRUE,TARGET,0.4,
158,GS PID,Gain Scheduling PID,30.0,8,GS_PID_SP30_trial08.txt,34.73,4.73,15.77,4.73,15.77,4.73,15.77,21.83,20.366,19.631,NA,1,OVERSHOOT,TRUE,TARGET,0.4,
159,GS PID,Gain Scheduling PID,30.0,9,GS_PID_SP30_trial09.txt,29.58,-0.42,-1.39,0.42,1.39,0.0,0.0,25.18,20.622,19.887,22.947,0,AKURAT,TRUE,TARGET,0.4,
160,GS PID,Gain Scheduling PID,30.0,10,GS_PID_SP30_trial10.txt,29.92,-0.08,-0.25,0.08,0.25,0.01,0.02,22.86,19.333,18.598,21.141,0,AKURAT,TRUE,TARGET,0.4,
