======== PARAMETER AKTIF (Fixed PID) ========
Setpoint   : 25.0g
Kp         : 2.50
Ki         : 0.150
Kd         : 0.030
IntMax     : 30.0
SUDUT_MIN  : 20deg
SUDUT_BUKA : 40deg
EARLY_STOP : SP - 0.40g
STOP saat  : 24.6g
HAMMER_TH  : error > 3.0g
=================================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Fixed PID
TrialNo: 10
Setpoint_g: 25.00
EarlyStop_g: 0.40
StopTarget_g: 24.60
Kp: 2.500
Ki: 0.150
Kd: 0.030
IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,bridging_count
=== DATA START ===
DATA,100,0.00,25.00,100.0,70.4,33,Z1,2.500,250.000,0
DATA,218,0.00,25.00,100.0,63.2,32,Z1,5.000,-0.033,0
DATA,476,0.47,24.53,98.1,62.3,32,Z1,7.452,-4.695,0
DATA,734,1.67,23.33,93.3,59.4,31,Z1,9.786,-11.935,0
DATA,993,1.72,23.28,93.1,60.0,31,Z1,12.114,-0.547,0
DATA,1251,1.70,23.30,93.2,60.4,31,Z1,14.444,0.222,0
DATA,1509,1.68,23.32,93.3,60.8,31,Z1,16.776,0.178,0
DATA,1768,1.58,23.42,93.7,61.5,32,Z1,19.118,1.039,0
DATA,2026,1.59,23.41,93.6,61.7,32,Z1,21.459,-0.122,0
DATA,2284,1.73,23.27,93.1,61.7,32,Z1,23.786,-1.421,0
DATA,2542,4.79,20.21,80.8,53.5,30,Z1,25.807,-30.570,0
DATA,2801,5.53,19.47,77.9,52.6,30,Z1,27.754,-7.403,0
DATA,3059,5.58,19.42,77.7,53.0,30,Z1,29.696,-0.481,0
DATA,3317,5.40,19.60,78.4,53.6,30,Z1,30.000,1.787,0
DATA,3575,5.43,19.57,78.3,53.4,30,Z1,30.000,-0.318,0
DATA,3834,5.50,19.50,78.0,53.2,30,Z1,30.000,-0.703,0
DATA,4092,5.58,19.42,77.7,53.0,30,Z1,30.000,-0.759,0
DATA,4350,5.54,19.46,77.8,53.2,30,Z1,30.000,0.322,0
DATA,4608,6.50,18.50,74.0,50.5,29,Z1,30.000,-9.593,0
DATA,4867,8.48,16.52,66.1,45.2,28,Z1,30.000,-19.796,0
DATA,5125,9.46,15.54,62.2,43.1,28,Z1,30.000,-9.726,0
DATA,5383,9.11,15.89,63.6,44.3,28,Z1,30.000,3.504,0
DATA,5641,9.10,15.90,63.6,44.3,28,Z1,30.000,0.089,0
DATA,5900,9.18,15.82,63.3,44.0,28,Z1,30.000,-0.803,0
DATA,6158,9.22,15.78,63.1,43.9,28,Z1,30.000,-0.426,0
DATA,6416,9.31,15.69,62.7,43.7,28,Z1,30.000,-0.947,0
DATA,6675,10.40,14.60,58.4,40.7,27,Z1,30.000,-10.881,0
DATA,6933,11.29,13.71,54.8,38.5,27,Z1,30.000,-8.909,0
DATA,7191,11.37,13.63,54.5,38.5,27,Z1,30.000,-0.821,0
DATA,7449,11.34,13.66,54.6,38.6,27,Z1,30.000,0.307,0
DATA,7708,11.19,13.81,55.2,39.1,27,Z1,30.000,1.495,0
DATA,7966,11.27,13.73,54.9,38.8,27,Z1,30.000,-0.721,0
DATA,8224,11.18,13.82,55.3,39.1,27,Z1,30.000,0.881,0
DATA,8482,11.14,13.86,55.4,39.2,27,Z1,30.000,0.403,0
DATA,8741,11.24,13.76,55.0,38.9,27,Z1,30.000,-1.025,0
DATA,8999,11.24,13.76,55.0,38.9,27,Z1,30.000,-0.033,0
DATA,9257,11.34,13.66,54.6,38.6,27,Z1,30.000,-0.955,0
DATA,9515,11.03,13.97,55.9,39.5,27,Z1,30.000,3.093,0
DATA,9774,11.14,13.86,55.5,39.1,27,Z1,30.000,-1.065,0
DATA,10032,11.24,13.76,55.1,38.9,27,Z1,30.000,-0.984,0
DATA,10290,11.22,13.78,55.1,39.0,27,Z1,30.000,0.170,0
DATA,10549,11.17,13.83,55.3,39.1,27,Z1,30.000,0.473,0
DATA,10807,11.35,13.65,54.6,38.6,27,Z1,30.000,-1.794,0
DATA,11065,11.39,13.61,54.4,38.5,27,Z1,30.000,-0.444,0
DATA,11323,11.34,13.66,54.6,38.7,27,Z1,30.000,0.558,0
DATA,11582,11.39,13.61,54.4,38.5,27,Z1,30.000,-0.555,0
DATA,11840,11.41,13.59,54.4,38.5,27,Z1,30.000,-0.144,0
DATA,12098,11.38,13.62,54.5,38.6,27,Z1,30.000,0.292,0
BRIDGING #1 @11.38g hammer
DATA,12356,11.38,13.62,54.5,38.5,27,Z1,30.000,-0.015,1
DATA,12615,11.39,13.61,54.4,38.5,27,Z1,30.000,-0.074,1
DATA,12873,11.39,13.61,54.4,38.5,27,Z1,30.000,-0.029,1
DATA,13131,11.41,13.59,54.4,38.5,27,Z1,30.000,-0.166,1
DATA,13389,11.68,13.32,53.3,37.7,27,Z1,30.000,-2.675,1
DATA,13647,12.71,12.29,49.2,34.9,26,Z2,30.000,-10.315,1
DATA,13906,12.58,12.42,49.7,35.6,26,Z2,30.000,1.228,1
DATA,14164,12.54,12.46,49.9,35.7,26,Z2,30.000,0.477,1
DATA,14422,12.57,12.43,49.7,35.6,26,Z2,30.000,-0.307,1
DATA,14680,12.57,12.43,49.7,35.6,26,Z2,30.000,0.007,1
DATA,14939,12.55,12.45,49.8,35.6,26,Z2,30.000,0.170,1
DATA,15197,12.56,12.44,49.8,35.6,26,Z2,30.000,-0.115,1
DATA,15455,12.56,12.44,49.8,35.6,26,Z2,30.000,0.041,1
DATA,15713,12.54,12.46,49.8,35.7,26,Z2,30.000,0.170,1
DATA,15972,12.53,12.47,49.9,35.7,26,Z2,30.000,0.111,1
DATA,16230,12.57,12.43,49.7,35.6,26,Z2,30.000,-0.374,1
DATA,16488,12.54,12.46,49.8,35.7,26,Z2,30.000,0.285,1
DATA,16746,12.53,12.47,49.9,35.7,26,Z2,30.000,0.070,1
DATA,17005,12.55,12.45,49.8,35.6,26,Z2,30.000,-0.181,1
DATA,17263,12.55,12.45,49.8,35.6,26,Z2,30.000,-0.044,1
DATA,17521,12.56,12.44,49.7,35.6,26,Z2,30.000,-0.103,1
DATA,17779,12.58,12.42,49.7,35.6,26,Z2,30.000,-0.130,1
DATA,18038,12.56,12.44,49.8,35.6,26,Z2,30.000,0.178,1
DATA,18296,12.55,12.45,49.8,35.6,26,Z2,30.000,0.067,1
BRIDGING #2 @12.52g hammer
DATA,18554,12.52,12.48,49.9,35.7,26,2,0000,0.315,2
DATA,18813,12.52,12.48,49.9,35.7,26,Z2,30.000,0.018,2
DATA,19071,12.54,12.46,49.8,35.6,26,Z2,30.000,-0.240,2
DATA,19329,12.56,12.44,49.8,35.6,26,Z2,30.000,-0.185,2
DATA,19587,12.72,12.28,49.1,35.2,26,Z2,30.000,-1.584,2
DATA,19845,14.08,10.92,43.7,31.4,26,Z2,30.000,-13.637,2
DATA,20103,14.13,10.87,43.5,31.7,26,Z2,30.000,-0.492,2
DATA,20362,14.10,10.90,43.6,31.8,26,Z2,30.000,0.326,2
DATA,20620,14.07,10.93,43.7,31.8,26,Z2,30.000,0.318,2
DATA,20878,14.02,10.98,43.9,32.0,26,Z2,30.000,0.455,2
DATA,21137,14.04,10.96,43.8,31.9,26,Z2,30.000,-0.211,2
DATA,21395,14.23,10.77,43.1,31.4,26,Z2,30.000,-1.835,2
DATA,21653,14.26,10.74,43.0,31.4,26,Z2,30.000,-0.281,2
DATA,21911,14.40,10.60,42.4,31.0,25,Z2,30.000,-1.402,2
DATA,22170,14.45,10.55,42.2,30.9,25,Z2,30.000,-0.529,2
DATA,22428,14.26,10.74,43.0,31.4,26,Z2,30.000,1.876,2
DATA,22686,14.34,10.66,42.6,31.1,26,Z2,30.000,-0.781,2
DATA,22944,14.31,10.69,42.8,31.2,26,Z2,30.000,0.289,2
DATA,23203,14.34,10.66,42.6,31.1,26,Z2,30.000,-0.336,2
DATA,23461,14.37,10.63,42.5,31.1,26,Z2,30.000,-0.241,2
DATA,23719,14.40,10.60,42.4,31.0,26,Z2,30.000,-0.277,2
DATA,23977,14.25,10.75,43.0,31.4,26,Z2,30.000,1.447,2
DATA,24236,14.20,10.80,43.2,31.5,26,Z2,30.000,0.466,2
DATA,24494,14.30,10.70,42.8,31.2,26,Z2,30.000,-0.921,2
BRIDGING #3 @14.39g hammer
DATA,24752,14.39,10.61,42.5,31.0,26,Z2,30.000,-0.910,3
DATA,25011,14.32,10.68,42.7,31.2,26,Z2,30.000,0.721,3
DATA,25269,14.27,10.73,42.9,31.3,26,Z2,30.000,0.481,3
DATA,25527,14.28,10.72,42.9,31.3,26,Z2,30.000,-0.144,3
DATA,25785,15.00,10.00,40.0,29.3,25,Z2,30.000,-7.218,3
DATA,26043,15.28,9.72,38.9,28.7,25,Z2,30.000,-2.760,3
DATA,26301,15.32,9.68,38.7,28.7,25,Z2,30.000,-0.377,3
DATA,26560,15.29,9.71,38.8,28.8,25,Z2,30.000,0.292,3
DATA,26818,15.36,9.64,38.6,28.6,25,Z2,30.000,-0.699,3
DATA,27076,15.39,9.61,38.4,28.5,25,Z2,30.000,-0.314,3
DATA,27334,15.37,9.63,38.5,28.6,25,Z2,30.000,0.229,3
DATA,27593,15.38,9.62,38.5,28.6,25,Z2,30.000,-0.111,3
DATA,27851,15.37,9.63,38.5,28.6,25,Z2,30.000,0.093,3
DATA,28109,15.40,9.60,38.4,28.5,25,Z2,30.000,-0.341,3
DATA,28368,15.28,9.72,38.9,28.8,25,Z2,30.000,1.228,3
DATA,28626,15.22,9.78,39.1,29.0,25,Z2,30.000,0.581,3
DATA,28884,15.32,9.68,38.7,28.7,25,Z2,30.000,-0.984,3
DATA,29142,15.42,9.58,38.3,28.4,25,Z2,30.000,-1.017,3
DATA,29401,15.41,9.59,38.4,28.5,25,Z2,30.000,0.118,3
DATA,29659,15.45,9.55,38.2,28.4,25,Z2,30.000,-0.448,3
DATA,29917,15.38,9.62,38.5,28.6,25,Z2,30.000,0.740,3
DATA,30175,15.35,9.65,38.6,28.6,25,Z2,30.000,0.351,3
DATA,30434,15.46,9.54,38.2,28.3,25,Z2,30.000,-1.139,3
DATA,30692,15.48,9.52,38.1,28.3,25,Z2,30.000,-0.200,3
BRIDGING #4 @15.47g hammer
DATA,30950,15.47,9.53,38.1,28.3,25,Z2,30.000,0.126,4
DATA,31209,15.46,9.54,38.2,28.3,25,Z2,30.000,0.052,4
DATA,31467,15.53,9.47,37.9,28.2,25,Z2,30.000,-0.696,4
DATA,31725,15.54,9.46,37.9,28.2,25,Z2,30.000,-0.063,4
DATA,31983,15.89,9.11,36.4,27.2,25,Z2,30.000,-3.544,4
DATA,32241,17.05,7.95,31.8,24.0,24,Z2,30.000,-11.598,4
DATA,32499,20.20,4.80,19.2,15.6,22,Z2,30.000,-31.483,4
DATA,32758,21.67,3.33,13.3,12.4,22,Z3,30.000,-14.658,4
DATA,33016,21.90,3.10,12.4,12.2,22,Z3,30.000,-2.364,4
DATA,33274,21.88,3.12,12.5,12.3,22,Z3,30.000,0.259,4
DATA,33532,21.83,3.17,12.7,12.4,22,Z3,30.000,0.452,4
DATA,33791,22.15,2.85,11.4,11.5,22,Z3,30.000,-3.215,4
DATA,34049,22.23,2.77,11.1,11.4,22,Z3,30.000,-0.803,4
DATA,34307,22.20,2.80,11.2,11.5,22,Z3,30.000,0.307,4
DATA,34565,22.18,2.82,11.3,11.6,22,Z3,30.000,0.233,4
DATA,34824,22.25,2.75,11.0,11.3,22,Z3,30.000,-0.744,4
DATA,35082,22.17,2.83,11.3,11.6,22,Z3,30.000,0.799,4
DATA,35340,22.14,2.86,11.5,11.7,22,Z3,30.000,0.377,4
DATA,35599,22.77,2.23,8.9,9.9,21,Z3,30.000,-6.308,4
DATA,35857,22.96,2.04,8.1,9.5,21,Z3,30.000,-1.976,4
DATA,36115,22.96,2.04,8.1,9.6,21,Z3,30.000,-0.011,4
DATA,36373,22.92,2.08,8.3,9.7,21,Z3,30.000,0.411,4
DATA,36632,22.92,2.08,8.3,9.7,21,Z3,30.000,0.078,4
DATA,36890,22.91,2.09,8.4,9.7,21,Z3,30.000,0.070,4
DATA,37148,22.92,2.08,8.3,9.7,21,Z3,30.000,-0.140,4
DATA,37407,22.92,2.08,8.3,9.7,21,Z3,30.000,0.078,4
DATA,37665,23.29,1.71,6.9,8.7,21,Z3,30.000,-3.718,4
DATA,37923,23.37,1.63,6.5,8.6,21,Z3,30.000,-0.785,4
DATA,38181,23.36,1.64,6.6,8.6,21,Z3,30.000,0.059,4
DATA,38439,23.36,1.64,6.6,8.6,21,Z3,30.000,-0.011,4
DATA,38698,23.34,1.66,6.6,8.7,21,Z3,30.000,0.189,4
DATA,38956,23.33,1.67,6.7,8.7,21,Z3,30.000,0.159,4
DATA,39214,23.34,1.66,6.6,8.6,21,Z3,30.000,-0.133,4
DATA,39473,23.35,1.65,6.6,8.6,21,Z3,30.000,-0.148,4
DATA,39731,23.44,1.56,6.2,8.4,21,Z3,30.000,-0.855,4
DATA,39989,23.47,1.53,6.1,8.3,21,Z3,30.000,-0.340,4
DATA,40247,23.43,1.57,6.3,8.4,21,Z3,30.000,0.400,4
DATA,40506,23.43,1.57,6.3,8.4,21,Z3,30.000,0.067,4
DATA,40764,23.39,1.61,6.4,8.5,21,Z3,30.000,0.351,4
DATA,41022,23.39,1.61,6.5,8.5,21,Z3,30.000,0.052,4
DATA,41280,23.44,1.56,6.3,8.4,21,Z3,30.000,-0.492,4
DATA,41539,23.44,1.56,6.2,8.4,21,Z3,30.000,-0.070,4
DATA,41797,23.95,1.05,4.2,7.0,21,Z3,30.000,-5.079,4
DATA,42055,24.31,0.69,2.8,6.1,21,Z3,30.000,-3.559,4
DATA,42313,24.27,0.73,2.9,6.3,21,Z3,30.000,0.348,4
DATA,42572,24.31,0.69,2.7,6.2,21,Z3,30.000,-0.426,4
DATA,42830,24.44,0.56,2.3,5.9,20,Z3,30.000,-1.213,4
DATA,43088,24.52,0.48,1.9,5.7,20,Z3,30.000,-0.855,4
DATA,43346,24.49,0.51,2.1,5.8,20,Z3,30.000,0.359,4
DATA,43605,24.36,0.64,2.6,6.1,21,Z3,30.000,1.251,4
--------------------------------------------
STOP       : TARGET
Setpoint   : 25.0g
Massa akhir: 25.03g
Error akhir: 0.03g
Error%     : 0.1%
Durasi     : 45326ms
Bridging   : 4x
STATUS     : AKURAT
=== SUMMARY TRIAL ===
Controller: Fixed PID
TrialNo: 10
Setpoint_g: 25.00
EarlyStop_g: 0.40
StopTarget_g: 24.60
Kp: 2.500
Ki: 0.150
Kd: 0.030
IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
FinalMass_g: 25.03
FinalError_g: 0.03
FinalError_pct: 0.11
Duration_ms: 45326
Duration_s: 45.33
TimeTo90_ms: 35599
RiseTime_10_90_ms: 33057
TimeToTolerance_ms: 41797
SettlingTime_ms: 41797
SettlingTol_pct: 5.00
SettlingTol_g: 1.25
MaxMass_g: 25.03
MaxOvershoot_g: 0.03
MaxOvershoot_pct: 0.11
BridgingCount: 4
Status: AKURAT
Valid: TRUE
StopReason: TARGET
=== TRIAL END ===
--------------------------------------------
r=reset | g=ulangi | c=parameter
