======== PARAMETER AKTIF (Fixed PID) ========
Setpoint   : 25.0g
Kp         : 2.50
Ki         : 0.150
Kd         : 0.030
IntMax     : 30.0
SUDUT_MIN  : 20deg
SUDUT_BUKA : 40deg
EARLY_STOP : SP - 0.40g
STOP saat  : 24.6g
HAMMER_TH  : error > 3.0g
=================================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Fixed PID
TrialNo: 6
Setpoint_g: 25.00
EarlyStop_g: 0.40
StopTarget_g: 24.60
Kp: 2.500
Ki: 0.150
Kd: 0.030
IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,bridging_count
=== DATA START ===
DATA,100,0.03,24.97,99.9,70.3,33,Z1,2.497,249.730,0
DATA,218,0.13,24.87,99.5,62.9,32,Z1,4.985,-0.984,0
DATA,476,1.10,23.90,95.6,60.6,31,Z1,7.375,-9.756,0
DATA,735,2.41,22.59,90.4,57.5,31,Z1,9.634,-13.045,0
DATA,993,2.38,22.62,90.5,58.3,31,Z1,11.896,0.248,0
DATA,1251,2.38,22.62,90.5,58.7,31,Z1,14.158,0.018,0
DATA,1509,2.36,22.64,90.5,59.1,31,Z1,16.422,0.155,0
DATA,1768,2.27,22.73,90.9,59.6,31,Z1,18.695,0.903,0
DATA,2026,2.24,22.76,91.0,60.1,31,Z1,20.971,0.337,0
DATA,2284,2.28,22.72,90.9,60.3,31,Z1,23.242,-0.448,0
DATA,2542,3.75,21.25,85.0,56.5,31,Z1,25.367,-14.628,0
DATA,2801,4.71,20.29,81.2,54.5,30,Z1,27.397,-9.626,0
DATA,3059,5.81,19.19,76.7,52.0,30,Z1,29.315,-11.051,0
DATA,3317,5.81,19.19,76.8,52.5,30,Z1,30.000,0.067,0
DATA,3575,5.66,19.34,77.3,52.9,30,Z1,30.000,1.443,0
DATA,3834,5.68,19.32,77.3,52.8,30,Z1,30.000,-0.148,0
DATA,4092,5.66,19.34,77.4,52.9,30,Z1,30.000,0.219,0
DATA,4350,5.58,19.42,77.7,53.1,30,Z1,30.000,0.806,0
DATA,4608,7.19,17.81,71.3,48.6,29,Z1,30.000,-16.104,0
DATA,4867,9.54,15.46,61.8,42.4,28,Z1,30.000,-23.567,0
DATA,5125,9.42,15.58,62.3,43.5,28,Z1,30.000,1.202,0
DATA,5383,9.26,15.74,63.0,43.9,28,Z1,30.000,1.643,0
DATA,5641,9.21,15.79,63.2,44.0,28,Z1,30.000,0.507,0
DATA,5900,9.27,15.73,62.9,43.8,28,Z1,30.000,-0.622,0
DATA,6158,9.37,15.63,62.5,43.6,28,Z1,30.000,-0.958,0
DATA,6416,9.44,15.56,62.2,43.4,28,Z1,30.000,-0.766,0
DATA,6674,10.19,14.81,59.2,41.3,28,Z1,30.000,-7.495,0
DATA,6933,10.22,14.78,59.1,41.4,28,Z1,30.000,-0.329,0
DATA,7191,10.15,14.85,59.4,41.7,28,Z1,30.000,0.762,0
DATA,7449,10.02,14.98,59.9,42.0,28,Z1,30.000,1.280,0
DATA,7707,10.10,14.90,59.6,41.7,28,Z1,30.000,-0.759,0
DATA,7966,10.03,14.97,59.9,41.9,28,Z1,30.000,0.629,0
DATA,8224,10.12,14.88,59.5,41.7,28,Z1,30.000,-0.844,0
DATA,8482,10.09,14.91,59.7,41.8,28,Z1,30.000,0.329,0
DATA,8740,12.26,12.74,50.9,35.7,26,Z1,30.000,-21.787,0
DATA,8999,15.83,9.17,36.7,26.4,25,Z2,30.000,-35.660,0
DATA,9257,16.11,8.89,35.6,26.6,25,Z2,30.000,-2.816,0
DATA,9515,16.02,8.98,35.9,27.0,25,Z2,30.000,0.903,0
DATA,9773,16.07,8.93,35.7,26.8,25,Z2,30.000,-0.529,0
DATA,10032,16.03,8.97,35.9,26.9,25,Z2,30.000,0.440,0
DATA,10290,16.02,8.98,35.9,26.9,25,Z2,30.000,0.089,0
