======== PARAMETER AKTIF (Fixed PID) ========
Setpoint   : 25.0g
Kp         : 2.50
Ki         : 0.150
Kd         : 0.030
IntMax     : 30.0
SUDUT_MIN  : 20deg
SUDUT_BUKA : 40deg
EARLY_STOP : SP - 0.40g
STOP saat  : 24.6g
HAMMER_TH  : error > 3.0g
=================================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Fixed PID
TrialNo: 4
Setpoint_g: 25.00
EarlyStop_g: 0.40
StopTarget_g: 24.60
Kp: 2.500
Ki: 0.150
Kd: 0.030
IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,bridging_count
=== DATA START ===
DATA,100,0.04,24.96,99.9,70.3,33,Z1,2.496,249.641,0
DATA,218,0.00,25.00,100.0,63.3,32,Z1,4.996,0.359,0
DATA,476,1.17,23.83,95.3,60.3,31,Z1,7.379,-11.709,0
DATA,734,1.95,23.05,92.2,58.9,31,Z1,9.685,-7.754,0
DATA,992,1.87,23.13,92.5,59.7,31,Z1,11.998,0.799,0
DATA,1251,1.99,23.01,92.0,59.6,31,Z1,14.299,-1.232,0
DATA,1509,2.03,22.97,91.9,59.9,31,Z1,16.596,-0.385,0
DATA,1767,2.02,22.98,91.9,60.3,31,Z1,18.894,0.089,0
DATA,2025,2.01,22.99,92.0,60.7,31,Z1,21.194,0.137,0
DATA,2284,2.06,22.94,91.7,60.8,31,Z1,23.487,-0.577,0
DATA,2542,2.79,22.21,88.9,59.2,31,Z1,25.709,-7.233,0
DATA,2800,3.32,21.68,86.7,58.2,31,Z1,27.877,-5.316,0
DATA,3058,3.22,21.78,87.1,59.0,31,Z1,30.000,0.995,0
DATA,3317,3.21,21.79,87.2,59.0,31,Z1,30.000,0.096,0
DATA,3575,3.22,21.78,87.1,58.9,31,Z1,30.000,-0.144,0
DATA,3833,3.22,21.78,87.1,59.0,31,Z1,30.000,0.033,0
DATA,4091,3.18,21.82,87.3,59.1,31,Z1,30.000,0.370,0
DATA,4350,3.18,21.82,87.3,59.1,31,Z1,30.000,0.059,0
DATA,4608,3.93,21.07,84.3,56.9,31,Z1,30.000,-7.555,0
DATA,4866,4.79,20.21,80.8,54.8,30,Z1,30.000,-8.609,0
DATA,5124,4.87,20.13,80.5,54.8,30,Z1,30.000,-0.747,0
DATA,5383,4.83,20.17,80.7,54.9,30,Z1,30.000,0.370,0
DATA,5641,4.84,20.16,80.6,54.9,30,Z1,30.000,-0.111,0
DATA,5899,4.83,20.17,80.7,54.9,30,Z1,30.000,0.082,0
DATA,6158,4.87,20.13,80.5,54.8,30,Z1,30.000,-0.348,0
DATA,6416,4.88,20.12,80.5,54.8,30,Z1,30.000,-0.085,0
DATA,6674,5.69,19.31,77.2,52.5,30,Z1,30.000,-8.146,0
DATA,6932,7.28,17.72,70.9,48.3,29,Z1,30.000,-15.923,0
DATA,7191,7.18,17.82,71.3,49.1,29,Z1,30.000,1.077,0
DATA,7449,7.20,17.80,71.2,49.0,29,Z1,30.000,-0.211,0
DATA,7707,7.20,17.80,71.2,49.0,29,Z1,30.000,0.008,0
DATA,7965,7.26,17.74,71.0,48.8,29,Z1,30.000,-0.603,0
DATA,8224,7.31,17.69,70.8,48.7,29,Z1,30.000,-0.481,0
DATA,8482,7.36,17.64,70.6,48.6,29,Z1,30.000,-0.558,0
DATA,8740,8.56,16.44,65.7,45.2,28,Z1,30.000,-12.031,0
DATA,8998,11.20,13.80,55.2,38.2,27,Z1,30.000,-26.397,0
DATA,9257,10.86,14.14,56.6,40.0,27,Z1,30.000,3.444,0
DATA,9515,10.83,14.17,56.7,39.9,27,Z1,30.000,0.322,0
DATA,9773,10.93,14.07,56.3,39.6,27,Z1,30.000,-1.014,0
DATA,10032,10.88,14.12,56.5,39.8,27,Z1,30.000,0.514,0
DATA,10290,10.88,14.12,56.5,39.8,27,Z1,30.000,-0.070,0
DATA,10548,10.91,14.09,56.4,39.7,27,Z1,30.000,-0.233,0
DATA,10806,13.12,11.88,47.5,33.5,26,Z2,30.000,-22.105,0
DATA,11065,16.19,8.81,35.3,25.6,24,Z2,30.000,-30.670,0
DATA,11323,17.32,7.68,30.7,23.4,24,Z2,30.000,-11.358,0
DATA,11581,17.38,7.62,30.5,23.5,24,Z2,30.000,-0.603,0
DATA,11839,17.37,7.63,30.5,23.6,24,Z2,30.000,0.163,0
DATA,12098,17.24,7.76,31.0,23.9,24,Z2,30.000,1.214,0
DATA,12356,17.21,7.79,31.2,24.0,24,Z2,30.000,0.322,0
DATA,12614,17.29,7.71,30.8,23.7,24,Z2,30.000,-0.829,0
DATA,12872,17.29,7.71,30.8,23.8,24,Z2,30.000,0.000,0
DATA,13131,17.27,7.73,30.9,23.8,24,Z2,30.000,0.222,0
DATA,13389,17.20,7.80,31.2,24.0,24,Z2,30.000,0.674,0
DATA,13647,17.25,7.75,31.0,23.9,24,Z2,30.000,-0.485,0
DATA,13906,17.30,7.70,30.8,23.7,24,Z2,30.000,-0.447,0
DATA,14164,17.36,7.64,30.5,23.6,24,Z2,30.000,-0.655,0
DATA,14422,17.32,7.68,30.7,23.7,24,Z2,30.000,0.451,0
DATA,14680,17.25,7.75,31.0,23.9,24,Z2,30.000,0.729,0
DATA,14939,18.76,6.24,24.9,19.6,23,Z2,30.000,-15.187,0
DATA,15197,19.20,5.80,23.2,18.9,23,Z2,30.000,-4.392,0
DATA,15455,19.20,5.80,23.2,19.0,23,Z2,30.000,0.055,0
DATA,15713,19.25,5.75,23.0,18.9,23,Z2,30.000,-0.551,0
DATA,15972,19.20,5.80,23.2,19.0,23,Z2,30.000,0.529,0
DATA,16230,19.15,5.85,23.4,19.1,23,Z2,30.000,0.529,0
DATA,16488,19.13,5.87,23.5,19.2,23,Z2,30.000,0.196,0
DATA,16746,19.16,5.84,23.4,19.1,23,Z2,30.000,-0.344,0
DATA,17005,20.44,4.56,18.2,15.5,22,Z2,30.000,-12.826,0
DATA,17263,21.18,3.82,15.3,13.8,22,Z2,30.000,-7.377,0
DATA,17521,21.13,3.87,15.5,14.2,22,Z2,30.000,0.559,0
DATA,17779,21.12,3.88,15.5,14.2,22,Z2,30.000,0.041,0
DATA,18038,21.12,3.88,15.5,14.2,22,Z2,30.000,0.000,0
DATA,18296,21.14,3.86,15.4,14.1,22,Z2,30.000,-0.166,0
DATA,18554,21.06,3.94,15.8,14.4,22,Z2,30.000,0.840,0
DATA,18813,21.08,3.92,15.7,14.3,22,Z2,30.000,-0.270,0
DATA,19071,21.64,3.36,13.4,12.7,22,Z3,30.000,-5.627,0
DATA,19329,22.02,2.98,11.9,11.8,22,Z3,30.000,-3.755,0
DATA,19587,22.20,2.80,11.2,11.4,22,Z3,30.000,-1.835,0
DATA,19846,22.21,2.79,11.1,11.5,22,Z3,30.000,-0.111,0
DATA,20104,22.22,2.78,11.1,11.4,22,Z3,30.000,-0.096,0
DATA,20362,22.20,2.80,11.2,11.5,22,Z3,30.000,0.266,0
DATA,20620,22.21,2.79,11.2,11.5,22,Z3,30.000,-0.085,0
DATA,20879,22.19,2.81,11.2,11.5,22,Z3,30.000,0.148,0
DATA,21137,22.63,2.37,9.5,10.3,21,Z3,30.000,-4.366,0
DATA,21395,23.05,1.95,7.8,9.2,21,Z3,30.000,-4.225,0
DATA,21653,22.99,2.01,8.0,9.5,21,Z3,30.000,0.577,0
DATA,21912,23.00,2.00,8.0,9.5,21,Z3,30.000,-0.089,0
DATA,22170,23.01,1.99,8.0,9.5,21,Z3,30.000,-0.052,0
DATA,22428,23.01,1.99,7.9,9.5,21,Z3,30.000,-0.070,0
DATA,22687,22.99,2.01,8.1,9.5,21,Z3,30.000,0.270,0
DATA,22945,23.03,1.97,7.9,9.4,21,Z3,30.000,-0.447,0
DATA,23203,23.00,2.00,8.0,9.5,21,Z3,30.000,0.277,0
DATA,23461,22.98,2.02,8.1,9.6,21,Z3,30.000,0.218,0
DATA,23720,22.98,2.02,8.1,9.6,21,Z3,30.000,0.070,0
DATA,23978,22.96,2.04,8.2,9.6,21,Z3,30.000,0.178,0
DATA,24236,22.99,2.01,8.0,9.5,21,Z3,30.000,-0.355,0
DATA,24495,23.00,2.00,8.0,9.5,21,Z3,30.000,-0.055,0
DATA,24753,23.03,1.97,7.9,9.4,21,Z3,30.000,-0.281,0
DATA,25011,23.01,1.99,7.9,9.5,21,Z3,30.000,0.118,0
