======== PARAMETER AKTIF (Fixed PID) ========
Setpoint   : 15.0g
Kp         : 2.50
Ki         : 0.150
Kd         : 0.030
IntMax     : 30.0
SUDUT_MIN  : 20deg
SUDUT_BUKA : 40deg
EARLY_STOP : SP - 0.40g
STOP saat  : 14.6g
HAMMER_TH  : error > 3.0g
=================================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Fixed PID
TrialNo: 1
Setpoint_g: 15.00
EarlyStop_g: 0.40
StopTarget_g: 14.60
Kp: 2.500
Ki: 0.150
Kd: 0.030
IntMax: 30.00
ServoMin_deg: 20
ServoMax_deg: 40
HammerThreshold_g: 3.00
Sampling_ms: 100
DataFormat: DATA,ms,mass_g,error_g,error_pct,output,servo_deg,zone,I,D,bridging_count
=== DATA START ===
DATA,100,0.02,14.98,99.9,42.2,28,Z1,1.498,149.830,0
DATA,218,0.00,15.00,100.0,38.0,27,Z1,2.998,0.170,0
DATA,476,0.41,14.59,97.3,37.0,27,Z1,4.458,-4.055,0
DATA,734,0.57,14.43,96.2,36.9,27,Z1,5.901,-1.602,0
DATA,992,0.55,14.45,96.4,37.2,27,Z1,7.347,0.192,0
DATA,1250,0.54,14.46,96.4,37.5,27,Z1,8.793,0.074,0
DATA,1508,0.55,14.45,96.3,37.6,27,Z1,10.237,-0.155,0
DATA,1767,0.55,14.45,96.4,37.9,27,Z1,11.683,0.078,0
DATA,2025,0.55,14.45,96.3,38.1,27,Z1,13.127,-0.048,0
DATA,2283,0.54,14.46,96.4,38.3,27,Z1,14.573,0.078,0
DATA,2541,1.96,13.04,86.9,34.5,26,Z1,15.877,-14.206,0
DATA,2799,2.22,12.78,85.2,34.4,26,Z1,17.154,-2.557,0
DATA,3058,2.19,12.81,85.4,34.8,26,Z1,18.436,0.326,0
DATA,3316,2.18,12.82,85.4,35.0,26,Z1,19.717,0.037,0
DATA,3574,2.21,12.79,85.3,35.1,26,Z1,20.996,-0.259,0
DATA,3832,2.17,12.83,85.5,35.4,26,Z1,22.279,0.359,0
DATA,4090,2.19,12.81,85.4,35.6,26,Z1,23.560,-0.144,0
DATA,4349,2.18,12.82,85.4,35.8,26,Z1,24.842,0.044,0
DATA,4607,3.54,11.46,76.4,32.1,26,Z1,25.988,-13.533,0
DATA,4865,4.80,10.20,68.0,29.2,25,Z1,27.008,-12.668,0
DATA,5123,4.78,10.22,68.1,29.8,25,Z1,28.030,0.252,0
DATA,5381,4.82,10.18,67.8,29.8,25,Z1,29.047,-0.444,0
DATA,5640,4.96,10.04,66.9,29.5,25,Z1,30.000,-1.413,0
DATA,5898,4.98,10.02,66.8,29.5,25,Z1,30.000,-0.189,0
DATA,6156,5.06,9.94,66.3,29.3,25,Z1,30.000,-0.744,0
